@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE account_age numeric 
 @ATTRIBUTE author_type numeric 
 @ATTRIBUTE average_hashtags numeric 
 @ATTRIBUTE average_links numeric 
 @ATTRIBUTE average_minutes_between_posts numeric 
 @ATTRIBUTE average_post_lenth numeric 
 @ATTRIBUTE average_posts_per_day_active_days numeric 
 @ATTRIBUTE average_posts_per_day_total numeric 
 @ATTRIBUTE average_user_mentions numeric 
 @ATTRIBUTE boost_score_avg numeric 
 @ATTRIBUTE boost_score_std_dev numeric 
 @ATTRIBUTE boost_score_sum numeric 
 @ATTRIBUTE boosting_timeslots_count numeric 
 @ATTRIBUTE count_authors_sharing_boosted_posts numeric 
 @ATTRIBUTE friends_followers_ratio numeric 
 @ATTRIBUTE number_followers numeric 
 @ATTRIBUTE number_friends numeric 
 @ATTRIBUTE number_of_crawled_posts numeric 
 @ATTRIBUTE number_of_posts numeric 
 @ATTRIBUTE number_pointed_posts numeric 
 @ATTRIBUTE number_pointers numeric 
  @DATA 
 393b1974a8b23f3080ba4926dc4dbd83, 1880.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 4.606060606060606, 33.0, 152.0, 1.0, 152.0, ?, ? 
 393ec7088bfd30148044b97045a72569, 474.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 3.0, 1.0, 0.1667631172839506, 0.0, 0.1667631172839506, 1.0, 90.0, 29.64, 25.0, 741.0, 1.0, 1593.0, 1.0, 1.0 
 3968ad09d02230bbaedce1dfe1f1e64d, 751.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.25285218253968256, 0.0, 0.25285218253968256, 1.0, 90.0, 12.263157894736842, 19.0, 233.0, 1.0, 1118.0, 1.0, 1.0 
 39e75ad0582c3fea9b66c43d57639fde, 2089.0, ?, 0.0, 0.0, ?, 25.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, 3.0, 23.0, 69.0, 1.0, 815.0, ?, ? 
 39e95628e00d3fba812f17b9a9d0b4c9, 2770.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 0.5617283950617284, 162.0, 91.0, 1.0, 448.0, ?, ? 
 3ab760c5035a38c08bfbc851b8157bb7, 830.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.25285218253968256, 0.0, 0.25285218253968256, 1.0, 90.0, 9.6, 20.0, 192.0, 1.0, 1151.0, 1.0, 1.0 
 3b44036292a93aed96038bebe4b01e18, 473.0, ?, 0.0, 1.0, 0.05, 15.0, 2.0, 8.0, 2.0, ?, ?, ?, ?, ?, 2.5, 226.0, 565.0, 2.0, 4150.0, ?, ? 
 3b96d41418363bfaa380717f33c3d25f, 12.0, 1.0, 0.0, 1.0, 16.8, 12.5, 2.0, 2.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 107.0, 1.0, 107.0, 2.0, 26.0, 2.0, 2.0 
 3bae28f618d734ae98b5bd957675f346, 17.0, 1.0, 0.0, 1.0, -9.983333333333333, 12.5, 2.0, 6.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 28.181818181818183, 11.0, 310.0, 2.0, 107.0, 2.0, 2.0 
 3c2c62b2efe43c1ea93c5bf53520a8ed, 12.0, 1.0, 0.0, 1.0, 19.083333333333332, 12.5, 2.0, 5.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 21.8, 5.0, 109.0, 2.0, 65.0, 2.0, 2.0 
 3c4935f460803bc3bb1e3b92a118b373, 20.0, 1.0, 0.0, 1.0, 5.333333333333333, 12.5, 2.0, 6.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 17.523809523809526, 21.0, 368.0, 2.0, 124.0, 2.0, 2.0 
 3c4c47afcfb83eea9362d89d987bfb7d, 47.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 1.0, 1.0, 0.08114505472971081, 0.0, 0.08114505472971081, 0.0, 0.0, 0.4912854030501089, 918.0, 451.0, 1.0, 77.0, 1.0, 1.0 
 3d48f9fef64e3bbb8c730ea9f89db3e9, 1344.0, ?, 0.0, 1.0, ?, 13.0, 1.0, 21.0, 1.0, ?, ?, ?, ?, ?, 0.7266129032258064, 1240.0, 901.0, 1.0, 28846.0, ?, ? 
 3d73fda12a4c3922be74693d40681c7f, 2340.0, ?, 0.0, 0.0, ?, 29.0, 1.0, 1.0, 2.0, ?, ?, ?, ?, ?, 2.357377049180328, 305.0, 719.0, 1.0, 2400.0, ?, ? 
 3e73262ae3f83a5ab1a5cff01925fea7, 833.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.1667631172839506, 0.0, 0.1667631172839506, 1.0, 90.0, 26.647058823529413, 34.0, 906.0, 1.0, 1288.0, 1.0, 1.0 
 3e779f212ef63951b83ede1f7bb3846d, 1369.0, ?, 0.0, 0.0, ?, 24.0, 1.0, 1.0, 1.0, ?, ?, ?, ?, ?, 0.9547970479704797, 1084.0, 1035.0, 1.0, 1468.0, ?, ? 
 3f240bd4515f3ff4b0c836d4b5a9b52c, 74.0, ?, 0.0, 2.0, ?, 19.0, 1.0, 705.0, 1.0, ?, ?, ?, ?, ?, 0.0735930735930736, 462.0, 34.0, 1.0, 52194.0, ?, ? 
 3ff5a6542d9f32cd9809f7f4c1512ece, 193.0, ?, 0.0, 1.5, 0.03333333333333333, 22.0, 2.0, 802.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033582089552238806, 2412.0, 81.0, 2.0, 154927.0, 2.0, 2.0 
 4032d78e69fa37a18d114fdc92c88167, 1812.0, ?, 0.0, 0.0, ?, 9.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 1.478658536585366, 328.0, 485.0, 1.0, 5532.0, ?, ? 
 42ff4ab62c07368ca15cd92fc6434b00, 99.0, ?, 0.0, 1.0, 55580.3, 6.0, 1.0, 128.0, 0.0, 1.2913223140495869e-06, 0.0, 1.2913223140495869e-06, 0.0, 0.0, 5.441573033707865, 890.0, 4843.0, 2.0, 12724.0, 1.0, 1.0 
 4317a933838d390aa3f9a62da081186a, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 5.0, 100.0, 1.0, 31.0, 1.0, 1.0 
 439e2f1b44753e6b95f363e9ec6be803, 763.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 0.0, 1.0, 0.021520293847566575, 0.0, 0.021520293847566575, 0.0, 0.0, 0.3132530120481928, 83.0, 26.0, 1.0, 183.0, 1.0, 1.0 
 440b4fb5b7dd36a194c82de590c7352f, 1675.0, ?, 0.0, 0.0, ?, 11.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 1.7512562814070352, 398.0, 697.0, 1.0, 5371.0, ?, ? 
 4424881e6bd83ff3bc4e5b9875235f23, 229.0, ?, 0.0, 2.0, ?, 17.0, 1.0, 1346.0, 0.0, ?, ?, ?, ?, ?, 0.0, 371.0, 0.0, 1.0, 308308.0, ?, ? 
 4452150b01693ed39814c8e4ac2bf379, 106.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 1157.0, 0.0, ?, ?, ?, ?, ?, 0.0, 339.0, 0.0, 1.0, 122702.0, ?, ? 
 44799a6465f339d68ac07adac27ee774, 281.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 4.0, 1.0, ?, ?, ?, ?, ?, 5.6, 25.0, 140.0, 1.0, 1223.0, ?, ? 
 452d6e320aaa3c50b5146c0e115b100f, 795.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.25285218253968256, 0.0, 0.25285218253968256, 1.0, 90.0, 7.8, 25.0, 195.0, 1.0, 1067.0, 1.0, 1.0 
 45987c2a58783fe4bad154c41b5ddd4c, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.6, 5.0, 88.0, 1.0, 15.0, 1.0, 1.0 
 45b77b3c34eb3afbb28034e89a61ae77, 53.0, ?, 0.0, 1.0, ?, 14.0, 1.0, 233.0, 0.0, ?, ?, ?, ?, ?, 0.2777777777777778, 54.0, 15.0, 1.0, 12374.0, ?, ? 
 46167b51ddf0347dba487fbd58813e92, 2132.0, ?, 0.0, 1.0, ?, 18.0, 1.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.596452328159645, 451.0, 2073.0, 1.0, 29216.0, 1.0, 1.0 
 47dc6b77211b3ffe92beefea0dc15766, 12.0, ?, 0.0, 1.0, ?, 11.0, 1.0, 3.0, 1.0, 0.00022081611570247934, 0.0, 0.00022081611570247934, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 38.0, 1.0, 1.0 
 48279fe4866e3f728604810722a7a257, 216.0, ?, 0.0, 2.0, 51753.183333333334, 19.0, 1.0, 1221.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 302.0, 0.0, 2.0, 263797.0, 1.0, 1.0 
 491fbd4ae71f34d281a5342100105c57, 19.0, 1.0, 0.0, 1.0, 7.433333333333334, 12.5, 2.0, 4.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 87.0, 2.0, 2.0 
 49e4a68a268235c89035beb77d27cd64, 1568.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 22.0, 0.0, 0.0025, 0.0, 0.0025, 0.0, 0.0, 0.9252978338678592, 134387.0, 124348.0, 1.0, 34671.0, 1.0, 1.0 
 4a044b61e0c0327aab94e14a2ff0137f, 96.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 112.0, 0.0, ?, ?, ?, ?, ?, 1.25, 16.0, 20.0, 1.0, 10806.0, ?, ? 
 4a85143b750b38dfa9bd953bd45a4c92, 2547.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 5.0, 1.0, ?, ?, ?, ?, ?, 4.228619813717189, 1181.0, 4994.0, 1.0, 12857.0, ?, ? 
 4afe165f3cbf3dbcba5edcbd25ca3bba, 2691.0, ?, 0.0, 0.0, 1004.1500000000001, 24.5, 2.0, 205.0, 1.0, ?, ?, ?, ?, ?, 0.03770534657824496, 145364.0, 5481.0, 2.0, 553282.0, ?, ? 
 4b3a0132a1203d698f648a57bba7d115, 890.0, ?, 0.0, 0.0, 54392.03333333333, 7.0, 1.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67, 1300.0, 871.0, 2.0, 31488.0, 1.0, 1.0 
 4b61e20fd5a435dba630867e75739f51, 430.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 3.0, 1.0, 0.1667631172839506, 0.0, 0.1667631172839506, 1.0, 90.0, 15.955555555555556, 45.0, 718.0, 1.0, 1319.0, 1.0, 1.0 
 4b862446e39136d6bbd0bc4fa5895ec7, 19.0, 1.0, 0.0, 1.0, 28.9, 12.5, 2.0, 5.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 99.0, 3.0, 297.0, 2.0, 108.0, 2.0, 2.0 
 4c2877091faf379f828968df53b8e337, 226.0, ?, 0.0, 0.0, ?, 22.0, 1.0, 155.0, 1.0, ?, ?, ?, ?, ?, 0.04194630872483222, 1192.0, 50.0, 1.0, 35109.0, ?, ? 
 4cd1c76f9485390aa84ef22f09b049e9, 441.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 4.514606741573034, 445.0, 2009.0, 1.0, 183.0, ?, ? 
 4d53b50d58443c31a800d6204d5054d8, 806.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 7.0, 0.0, ?, ?, ?, ?, ?, 0.9982293050022134, 2259.0, 2255.0, 1.0, 5849.0, ?, ? 
 4dfacd36bc403038b2fe8c9479c060ae, 20.0, 1.0, 0.0, 1.0, 15.066666666666666, 12.5, 2.0, 5.0, 1.0, 0.001957229970427234, 0.001957229970427234, 0.003914459940854468, 0.0, 0.0, 0.0, 8.0, 0.0, 2.0, 103.0, 2.0, 2.0 
 4e6ec75ba6383d9e972b3f4330fdf299, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 1.0, 28.0, 1.0, 1.0 
 4ea1a9602b353933a2ffcd3777f4a183, 83.0, ?, 0.0, 1.0, ?, 6.0, 1.0, 44.0, 0.0, 1.2913223140495869e-06, 0.0, 1.2913223140495869e-06, 0.0, 0.0, 2.4806201550387597, 387.0, 960.0, 1.0, 3720.0, 1.0, 1.0 
 4edff01b92ae348cba05f0ddd5d961c1, 2738.0, ?, 0.0, 1.0, ?, 27.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.16072629455279086, 1487.0, 239.0, 1.0, 9843.0, ?, ? 
 4ef633e7d01b3395a35d5ab455de78f6, 682.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 17.38888888888889, 18.0, 313.0, 1.0, 1221.0, 1.0, 1.0 
 4f2b27e71c7d3dc5be04e27e0de283ed, 375.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.916666666666666, 24.0, 310.0, 1.0, 1042.0, 1.0, 1.0 
 4fadbd6db564356e8488314ac1967bf9, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 11.0, 1.0, 0.003175054099000936, 0.0, 0.003175054099000936, 0.0, 0.0, 51.666666666666664, 6.0, 310.0, 1.0, 136.0, 1.0, 1.0 
 501aa8ed25d432d1a9f9c51e6236b8ac, 12.0, 1.0, 0.0, 1.0, 54.06666666666667, 12.5, 2.0, 4.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 19.6, 5.0, 98.0, 2.0, 52.0, 2.0, 2.0 
 50802371beea3085aa42e5a693e08b85, 396.0, ?, 0.0, 1.0, ?, 18.0, 1.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6274509803921569, 306.0, 192.0, 1.0, 7263.0, 1.0, 1.0 
 509c9daf80a03ac994edf1a436a91e3c, 1516.0, ?, 0.0, 1.0, ?, 11.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1151241534988714, 443.0, 494.0, 1.0, 536.0, 1.0, 1.0 
 516e874472cf3d32971676f6a364c416, 2651.0, ?, 0.0, 1.0, ?, 23.0, 1.0, 6.0, 1.0, 0.00071233884824591, 0.0, 0.00071233884824591, 0.0, 0.0, 4.462199312714777, 582.0, 2597.0, 1.0, 17358.0, 1.0, 1.0 
 523943b2cc653af09ab3ee8085e5388c, 11.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 3.0, 1.0, 0.003883136094674556, 0.0, 0.003883136094674556, 1.0, 191.0, 0.0, 0.0, 0.0, 1.0, 34.0, 1.0, 1.0 
 529bfcad17033d169a99114beb49ade5, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.005653464136080633, 0.0, 0.005653464136080633, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 21.0, 1.0, 1.0 
 52b23299ab183f5eb0333f766ca833a4, 2547.0, ?, 0.0, 1.0, 0.016666666666666666, 16.5, 2.0, 267.0, 0.0, ?, ?, ?, ?, ?, 0.5034876347495244, 1577.0, 794.0, 2.0, 680594.0, ?, ? 
 52b300f8345e3c9cb5d0f181643042bf, 2069.0, ?, 0.0, 0.0, ?, 10.0, 1.0, 6.0, 0.0, ?, ?, ?, ?, ?, 0.2239819004524887, 884.0, 198.0, 1.0, 12806.0, ?, ? 
 52e1cf85ba20341bac3f51849753f640, 2528.0, ?, 0.0, 1.0, ?, 15.0, 1.0, 454.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13305082515200167, 151972.0, 20220.0, 1.0, 1149334.0, 1.0, 1.0 
 5371821e67b53582bffbb293b2554dda, 2387.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 0.0, 1.0, 0.08114505472971081, 0.0, 0.08114505472971081, 0.0, 0.0, 3.6996336996337, 546.0, 2020.0, 1.0, 2104.0, 1.0, 1.0 
 539efa8365cc37bba3ba7a9f51531eb8, 19.0, 1.0, 0.0, 1.0, 7.883333333333335, 12.5, 2.0, 6.0, 1.0, 0.001957229970427234, 0.001957229970427234, 0.003914459940854468, 0.0, 0.0, 84.5, 4.0, 338.0, 2.0, 119.0, 2.0, 2.0 
 544585aa64ab394cb09f1db0b8b26aff, 270.0, ?, 0.0, 2.0, 11240.533333333333, 16.5, 1.5, 296.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2962962962962963, 135.0, 40.0, 6.0, 80167.0, 5.0, 5.0 
 54883787a2cc3fc09c1cc0eac7567617, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 14.0, 1.0, 0.0012376268951815803, 0.0, 0.0012376268951815803, 0.0, 0.0, 77.25, 4.0, 309.0, 1.0, 173.0, 1.0, 1.0 
 54a31727806c31d9bb50bd90dbfb0bb3, 1370.0, ?, 0.0, 0.0, ?, 12.0, 1.0, 144.0, 2.0, ?, ?, ?, ?, ?, 0.39979725514660014, 38472.0, 15381.0, 1.0, 197469.0, ?, ? 
 54d502a9983e3fbcbfdb8c5f4b106977, 2325.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 24.0, 1.0, ?, ?, ?, ?, ?, 0.017633205769796878, 33970.0, 599.0, 1.0, 56347.0, ?, ? 
 5628e7ebf94632b59ce2b1faf06eedc2, 1506.0, ?, 0.0, 0.0, ?, 14.0, 1.0, 1.0, 1.0, ?, ?, ?, ?, ?, 0.32044198895027626, 362.0, 116.0, 1.0, 1541.0, ?, ? 
 562b8249a017351f8551e587689bfb87, 1769.0, ?, 0.0, 0.0, ?, 27.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 2.742857142857143, 210.0, 576.0, 1.0, 5475.0, ?, ? 
 565f577e76f3346aae059bbd9970920b, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 2.0, 80.0, 1.0, 35.0, 1.0, 1.0 
 56ffbeb41ef63da9870591dbadc4f2b4, 434.0, ?, 0.0, 1.0, ?, 8.0, 1.0, 47.0, 0.0, ?, ?, ?, ?, ?, 1.1764705882352942, 34.0, 40.0, 1.0, 20576.0, ?, ? 
 570496f98e713daf98c4a9f8880396e1, 1438.0, ?, 0.0, 0.0, ?, 28.0, 1.0, 12.0, 1.0, ?, ?, ?, ?, ?, 1.4740932642487046, 386.0, 569.0, 1.0, 17277.0, ?, ? 
 571e306e6e3831c0aa7cde5eb59c71c3, 2652.0, ?, 0.0, 1.0, ?, 11.0, 1.0, 1.0, 0.0, 5.5765344686627485e-05, 0.0, 5.5765344686627485e-05, 0.0, 0.0, 1.7092605886575736, 1393.0, 2381.0, 1.0, 2831.0, 1.0, 1.0 
 575a55882f5131f5ae47da74d816723f, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.714285714285714, 7.0, 103.0, 1.0, 32.0, 1.0, 1.0 
 57d6e8896c193e5789f56d92c699dabb, 859.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.426703514739229, 0.0, 0.426703514739229, 1.0, 90.0, 14.352941176470589, 68.0, 976.0, 1.0, 1807.0, 1.0, 1.0 
 57e3f5b86a2f378bbc4fb94e19261c13, 184.0, ?, 0.0, 2.0, ?, 13.0, 1.0, 192.0, 0.0, ?, ?, ?, ?, ?, 0.5797101449275363, 69.0, 40.0, 1.0, 35357.0, ?, ? 
 57e48df59df637f1ad315b653bf02803, 373.0, ?, 0.0, 0.041666666666666664, 2433.5601449275337, 0.6666666666666666, 4.8, 582.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1009888491479065, 4753.0, 5233.0, 24.0, 217231.0, 23.0, 23.0 
 5825d8fc697538d0b36bc6ea94b69146, 1074.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 1.0, 1.0, 0.021520293847566575, 0.0, 0.021520293847566575, 0.0, 0.0, 0.48498845265588914, 433.0, 210.0, 1.0, 1269.0, 1.0, 1.0 
 5845e6138c5f3531a6c6f9b6763f3077, 19.0, 1.0, 0.0, 1.0, 18.116666666666667, 12.5, 2.0, 3.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 107.0, 3.0, 321.0, 2.0, 74.0, 2.0, 2.0 
 5877643804eb36cc94c256ede9040f57, 1371.0, ?, 0.0, 0.0, ?, 21.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 3.022727272727273, 44.0, 133.0, 1.0, 464.0, ?, ? 
 5880f8c44f853cdbb5281ecd2d7cd925, 56.0, ?, 0.0, 2.0, ?, 13.0, 1.0, 0.0, 3.0, ?, ?, ?, ?, ?, 5.851428571428571, 350.0, 2048.0, 1.0, 53.0, ?, ? 
 588dfdc0f12b368da3e48bd87c3fa59e, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 3.0, 120.0, 1.0, 12.0, 1.0, 1.0 
 58f6db6fa8a7358eb27724da8675abb8, 839.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.25285218253968256, 0.0, 0.25285218253968256, 1.0, 90.0, 18.04, 50.0, 902.0, 1.0, 1491.0, 1.0, 1.0 
 58fb3209808f31e4bbe14ede76060275, 1521.0, ?, 0.0, 1.0, ?, 23.0, 1.0, 90.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7022530329289427, 2885.0, 4911.0, 1.0, 137477.0, 1.0, 1.0 
 59f29cb33d563c2e9439a7d120491425, 1662.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1818181818181819, 121.0, 143.0, 1.0, 459.0, 1.0, 1.0 
 5a828af07495357db17efe25932eb7e8, 1017.0, ?, 0.0, 1.0, ?, 18.0, 1.0, 7.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3845934379457917, 31545.0, 12132.0, 1.0, 7693.0, 1.0, 1.0 
 5acbaa215a003cc096297cb442f30bcb, 89.0, ?, 0.0, 2.0, -15.054166666666667, 16.2, 5.0, 77.0, 0.0, ?, ?, ?, ?, ?, 4.3478260869565215, 23.0, 100.0, 5.0, 6936.0, ?, ? 
 5acbdcd55ea83273956758ecbf5088ad, 19.0, 1.0, 0.0, 1.0, -4.383333333333334, 12.5, 2.0, 6.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 26.076923076923077, 13.0, 339.0, 2.0, 132.0, 2.0, 2.0 
 5b0a0ad31daa3a1a928ae28ebfa150a1, 143.0, ?, 0.0, 1.0, ?, 13.0, 1.0, 94.0, 1.0, ?, ?, ?, ?, ?, 7.827160493827161, 567.0, 4438.0, 1.0, 13483.0, ?, ? 
 5b1160c8fe94300988484d1528fd10bc, 12.0, 1.0, 0.0, 1.0, 13.633333333333333, 12.5, 2.0, 5.0, 1.0, 0.001957229970427234, 0.001957229970427234, 0.003914459940854468, 0.0, 0.0, 33.0, 2.0, 66.0, 2.0, 67.0, 2.0, 2.0 
 5b1ad193288437988d50ffe9a1214d68, 796.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 1.0, 1.0, 0.08114505472971081, 0.0, 0.08114505472971081, 0.0, 0.0, 0.40707964601769914, 339.0, 138.0, 1.0, 865.0, 1.0, 1.0 
 5b6e8a0f9eec34c4b5b318a0dd0b912d, 2796.0, ?, 0.0, 1.0, ?, 18.0, 1.0, 5.0, 0.0, ?, ?, ?, ?, ?, 0.48262934266433394, 4001.0, 1931.0, 1.0, 15703.0, ?, ? 
 5c12568f7a643bfbb85a0376ad6dd1c6, 19.0, 1.0, 0.0, 1.0, 19.75, 12.5, 2.0, 8.0, 1.0, 0.001957229970427234, 0.001957229970427234, 0.003914459940854468, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 169.0, 2.0, 2.0 
 5c502314904433ffa9dff492a2c6b21a, 1393.0, ?, 0.0, 0.0, ?, 10.0, 1.0, 9.0, 0.0, ?, ?, ?, ?, ?, 1.3859649122807018, 342.0, 474.0, 1.0, 12551.0, ?, ? 
 5c5a4925c163339ba7e756d6fffae3cd, 62.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4975845410628019, 207.0, 103.0, 1.0, 756.0, 1.0, 1.0 
 5c6301eb52a13a1d88ef973c174ee306, 3040.0, ?, 0.0, 0.0, ?, 18.0, 1.0, 155.0, 1.0, ?, ?, ?, ?, ?, 0.8335706697407382, 132723.0, 110634.0, 1.0, 473883.0, ?, ? 
 5cbe2faaa0ae3d76ab13b220f6ec8a70, 2402.0, ?, 0.0, 1.0, ?, 14.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.8505291005291006, 756.0, 643.0, 1.0, 8542.0, ?, ? 
 5cd0eeca85b339f09717d36721079216, 17.0, 1.0, 0.0, 1.0, 6.216666666666667, 12.5, 2.0, 4.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 79.0, 2.0, 2.0 
 5d3a47553f2b38cbb6e16246299423df, 396.0, ?, 0.0, 1.0, ?, 18.0, 1.0, 15.0, 1.0, ?, ?, ?, ?, ?, 0.8596491228070176, 57.0, 49.0, 1.0, 6230.0, ?, ? 
 5e1492cbf2f53b7ea77489fb91789e25, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.818181818181818, 11.0, 108.0, 1.0, 12.0, 1.0, 1.0 
 5e3cf5bb8af2353a8e82d6dfb50a4251, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 14.0, 1.0, 0.003557007455430666, 0.0, 0.003557007455430666, 0.0, 0.0, 151.5, 2.0, 303.0, 1.0, 175.0, 1.0, 1.0 
 5ed2bb5c9cc63851967fbd2a37bfbf42, 19.0, 1.0, 0.0, 1.0, 26.566666666666666, 12.5, 2.0, 2.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 7.0, 0.0, 2.0, 52.0, 2.0, 2.0 
 5f12efd1dafe3d2c9c551006050fedff, 1062.0, ?, 0.0, 1.0, ?, 24.0, 1.0, 6.0, 2.0, ?, ?, ?, ?, ?, 3.864406779661017, 118.0, 456.0, 1.0, 6855.0, ?, ? 
 5fb7f5d69cdb38198482ccfce4d1f0f1, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 12.0, 1.0, 0.0012376268951815803, 0.0, 0.0012376268951815803, 0.0, 0.0, 104.33333333333333, 3.0, 313.0, 1.0, 145.0, 1.0, 1.0 
