@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE account_age numeric 
 @ATTRIBUTE author_type numeric 
 @ATTRIBUTE average_hashtags numeric 
 @ATTRIBUTE average_links numeric 
 @ATTRIBUTE average_minutes_between_posts numeric 
 @ATTRIBUTE average_post_lenth numeric 
 @ATTRIBUTE average_posts_per_day_active_days numeric 
 @ATTRIBUTE average_posts_per_day_total numeric 
 @ATTRIBUTE average_user_mentions numeric 
 @ATTRIBUTE boost_score_avg numeric 
 @ATTRIBUTE boost_score_std_dev numeric 
 @ATTRIBUTE boost_score_sum numeric 
 @ATTRIBUTE boosting_timeslots_count numeric 
 @ATTRIBUTE count_authors_sharing_boosted_posts numeric 
 @ATTRIBUTE friends_followers_ratio numeric 
 @ATTRIBUTE number_followers numeric 
 @ATTRIBUTE number_friends numeric 
 @ATTRIBUTE number_of_crawled_posts numeric 
 @ATTRIBUTE number_of_posts numeric 
 @ATTRIBUTE number_pointed_posts numeric 
 @ATTRIBUTE number_pointers numeric 
  @DATA 
 198ba340d7793ec0840be23def208188, 12.0, ?, 0.0, 1.0, -1.65, 10.5, 2.0, 1.0, 1.0, 0.0024187471189190866, 0.0024187471189190866, 0.004837494237838173, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 14.0, 2.0, 2.0 
 19b0ba65dfef3a36bdaeb1c8933dd5b8, 526.0, ?, 0.0, 1.0, ?, 20.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8333333333333333, 72.0, 132.0, 1.0, 2102.0, 1.0, 1.0 
 1a5337b690543ee78501ff1a48c5e57c, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 84.0, 1.0, 84.0, 1.0, 14.0, 1.0, 1.0 
 1a8347af28b23072a6c8196e596eba54, 903.0, ?, 0.0, 0.0, ?, 8.0, 1.0, 173.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0671981776765376, 1756.0, 1874.0, 1.0, 156616.0, 1.0, 1.0 
 1aa5dc7081443efb8b8303f635679eb4, 1230.0, ?, 0.0, 0.0, 37.666666666666664, 23.5, 2.0, 3.0, 1.0, ?, ?, ?, ?, ?, 4.0503597122302155, 139.0, 563.0, 2.0, 4244.0, ?, ? 
 1ace77acab3635399985a14f2c706560, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109.0, 1.0, 109.0, 1.0, 25.0, 1.0, 1.0 
 1af47b55f6c13405aa75c4cc0e22aa4b, 19.0, 1.0, 0.0, 1.0, 150.1, 12.5, 1.0, 5.0, 1.0, 0.004132127057058246, 0.0028945001618766657, 0.008264254114116493, 0.0, 0.0, 158.5, 2.0, 317.0, 2.0, 101.0, 2.0, 2.0 
 1b1c917ef30b36e7919096c529b5e1b3, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 13.0, 1.0, 1.0 
 1b1f87ac218c3fbfa2630e857a132241, 12.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 13.0, 1.0, 0.003914459940854468, 0.0, 0.003914459940854468, 0.0, 0.0, 150.5, 2.0, 301.0, 1.0, 156.0, 1.0, 1.0 
 1b67c4b1af2d3c4e998ceceeea8195ad, 313.0, ?, 0.0, 1.0, 1697.5666666666666, 23.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34785507890642364, 4499.0, 1565.0, 2.0, 1492.0, 2.0, 2.0 
 1c2559e8e5de3784a8fdcc579351d436, 19.0, 1.0, 0.0, 1.0, 20.95, 12.5, 2.0, 3.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 64.2, 5.0, 321.0, 2.0, 61.0, 2.0, 2.0 
 1c57d639084d355da097b3748b3b1177, 19.0, 1.0, 0.0, 1.0, 11.683333333333334, 12.5, 2.0, 3.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 3.0, 0.0, 2.0, 62.0, 2.0, 2.0 
 1c9f92da84d03b1581573f0bb3893a4a, 20.0, 1.0, 0.0, 1.0, 17.683333333333334, 12.5, 2.0, 6.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 23.846153846153847, 13.0, 310.0, 2.0, 135.0, 2.0, 2.0 
 1d2c57a7633e39ffa7e5b5fb71356f74, 876.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.1667631172839506, 0.0, 0.1667631172839506, 1.0, 90.0, 12.705882352941176, 17.0, 216.0, 1.0, 958.0, 1.0, 1.0 
 1dbdc517b5c936e3954dae7a46dd7d5d, 1985.0, ?, 0.0, 2.0, ?, 17.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.8464784160986693, 3081.0, 2608.0, 1.0, 7698.0, ?, ? 
 1ed8560ba5f3319089937640596387a7, 1082.0, ?, 0.0, 1.0, ?, 23.0, 1.0, 28.0, 1.0, 3.590922148807814e-07, 0.0, 3.590922148807814e-07, 0.0, 0.0, 10.67706013363029, 449.0, 4794.0, 1.0, 30865.0, 1.0, 1.0 
 1f64dbe1ec453e0984f2803c72fc8e6a, 676.0, ?, 0.0, 1.0, 138.06666666666666, 13.0, 2.0, 65.0, 0.0, ?, ?, ?, ?, ?, 0.29, 300.0, 87.0, 2.0, 44462.0, ?, ? 
 1fb0bd5f58dc3c4a9a808e1ead01cd4e, 1656.0, ?, 0.0, 0.0, ?, 13.0, 1.0, 103.0, 3.0, ?, ?, ?, ?, ?, 0.5301020408163265, 1960.0, 1039.0, 1.0, 172115.0, ?, ? 
 21256bf20c2339f4a6e25511c27a1e0b, 1169.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 355.0, 1.0, ?, ?, ?, ?, ?, 0.8579367836054186, 2879.0, 2470.0, 1.0, 415448.0, ?, ? 
 212bedf6dab93032a2b46c26c71f53e5, 1273.0, ?, 0.0, 0.0, ?, 20.0, 1.0, 13.0, 3.0, ?, ?, ?, ?, ?, 1.0046185567010308, 12125.0, 12181.0, 1.0, 17582.0, ?, ? 
 21ab5d644cf6373b99978a5e0805fcfc, 167.0, ?, 0.0, 1.3333333333333333, 10916.783333333333, 17.0, 1.5, 1201.0, 0.0, 0.005211518568485759, 0.003685101532374814, 0.015634555705457277, 0.0, 0.0, 0.0, 225.0, 0.0, 6.0, 200594.0, 3.0, 5.0 
 21be3c7871af3546b2f18ddf8fd30858, 2623.0, ?, 0.0, 1.0, ?, 20.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, 0.5075187969924813, 266.0, 135.0, 1.0, 1548.0, ?, ? 
 2218bc774816332289e7c7906374d500, 1662.0, ?, 0.0, 0.0, ?, 2.0, 1.0, 38.0, 0.0, ?, ?, ?, ?, ?, 0.9648093841642229, 341.0, 329.0, 1.0, 64398.0, ?, ? 
 222966de8d533fffb7c0fd8cc3e900f7, 19.0, 1.0, 0.0, 1.0, 86.7, 12.5, 2.0, 5.0, 1.0, 0.013541086039198263, 0.006514458820263352, 0.027082172078396527, 1.0, 191.0, 24.46153846153846, 13.0, 318.0, 2.0, 102.0, 2.0, 2.0 
 22492909c01e351897052a8dd7806b06, 1594.0, ?, 0.0, 1.0, 1042.4, 12.0, 2.0, 337.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8051799459122113, 67298.0, 54187.0, 2.0, 537512.0, 2.0, 2.0 
 2271499e7b633553ad61997b842d7368, 2730.0, ?, 0.0, 0.0, ?, 7.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.017074198988195614, 4744.0, 81.0, 1.0, 8703.0, ?, ? 
 22d49342a8e13431a15c6a44f4f98250, 961.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.426703514739229, 0.0, 0.426703514739229, 1.0, 90.0, 7.6, 30.0, 228.0, 1.0, 1298.0, 1.0, 1.0 
 2371fe068cc936258078df5b04a950d6, 1287.0, 1.0, 0.0, 1.0, 144.48333333333332, 12.0, 2.0, 0.0, 1.0, 0.05444620520782025, 0.0, 0.05444620520782025, 0.0, 0.0, 5.382470119521912, 251.0, 1351.0, 2.0, 273.0, 1.0, 2.0 
 2386e23616ca3bc48a801cf2b4d2d974, 99.0, ?, 0.0, 1.0, 3180.0, 6.0, 1.0, 128.0, 0.0, 9.029210434536915e-07, 0.0, 9.029210434536915e-07, 0.0, 0.0, 8.14468085106383, 470.0, 3828.0, 2.0, 12759.0, 1.0, 2.0 
 23c8989539103fc59992a58f18c209ba, 312.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.538461538461538, 39.0, 606.0, 1.0, 1323.0, 1.0, 1.0 
 23e127cd49d138979906c24d01ae28a3, 1498.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 0.0, 1.0, 0.08114505472971081, 0.0, 0.08114505472971081, 0.0, 0.0, 2.6963064295485637, 731.0, 1971.0, 1.0, 676.0, 1.0, 1.0 
 24b4146e5d7835ad97cbbce2bdd5507a, 89.0, ?, 0.0, 2.0, ?, 18.0, 1.0, 44.0, 0.0, ?, ?, ?, ?, ?, 1.25, 16.0, 20.0, 1.0, 3987.0, ?, ? 
 254cb5d63d243dfdbba52bb5c76e64a3, 529.0, ?, 0.0, 0.0, ?, 19.0, 1.0, 0.0, 3.0, ?, ?, ?, ?, ?, 3.8983050847457625, 59.0, 230.0, 1.0, 113.0, ?, ? 
 2562210d55d839d8947918303e926274, 429.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.426703514739229, 0.0, 0.426703514739229, 1.0, 90.0, 11.5, 22.0, 253.0, 1.0, 1116.0, 1.0, 1.0 
 25be20c843c1307bad655292eeb09bdc, 36.0, ?, 0.0, 0.0, ?, 8.0, 1.0, 5.0, 0.0, ?, ?, ?, ?, ?, 1.25, 44.0, 55.0, 1.0, 215.0, ?, ? 
 265647c89cfc3ba983bdcd9cf19769f2, 760.0, ?, 0.0, 0.0, ?, 9.0, 1.0, 124.0, 0.0, ?, ?, ?, ?, ?, 0.9041811846689896, 574.0, 519.0, 1.0, 94975.0, ?, ? 
 266c3da891df3c078d0a61fb2f4e6db2, 92.0, ?, 0.0, 2.0, 93.55, 15.5, 2.0, 124.0, 0.0, ?, ?, ?, ?, ?, 2.1052631578947367, 19.0, 40.0, 2.0, 11475.0, ?, ? 
 26b0f01921673841bd4f0e8be8730ef0, 514.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.25285218253968256, 0.0, 0.25285218253968256, 1.0, 90.0, 18.636363636363637, 55.0, 1025.0, 1.0, 1344.0, 1.0, 1.0 
 26db28f333623b07b5fa33292ff0a279, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.6, 5.0, 108.0, 1.0, 13.0, 1.0, 1.0 
 26f8d3f9c24e3000be09bc0b81dcbea0, 52.0, ?, 0.0, 2.0, 14008.65, 18.6, 1.6666666666666667, 188.0, 0.0, 3.98556269768391e-07, 6.90319708913981e-07, 1.594225079073564e-06, 0.0, 0.0, 0.0, 28.0, 0.0, 5.0, 9812.0, 4.0, 4.0 
 2726868de7093dd7bbd54d32631c26cc, 230.0, ?, 0.0, 0.25, -0.4777777777666667, 20.25, 4.0, 14.0, 1.0, ?, ?, ?, ?, ?, 0.5209302325581395, 215.0, 112.0, 4.0, 3319.0, ?, ? 
 273200c8e9953bd48498eb6b42a23f67, 83.0, ?, 0.0, 0.0, ?, 4.0, 1.0, 104.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3684668989547037, 1148.0, 2719.0, 1.0, 8642.0, 1.0, 1.0 
 274f1da1f4bf30ab91883619d09eaae3, 1584.0, ?, 0.0, 0.0, -0.2833333333333333, 23.5, 2.0, 4.0, 1.0, ?, ?, ?, ?, ?, 2.5167464114832536, 418.0, 1052.0, 2.0, 7471.0, ?, ? 
 275b28854e8c3131ac1d1591e4c7d99a, 1816.0, ?, 0.0, 0.0, ?, 24.0, 1.0, 2.0, 1.0, ?, ?, ?, ?, ?, 2.731818181818182, 220.0, 601.0, 1.0, 4382.0, ?, ? 
 27dd1b6fd86139ea95c85ce32f06c3f4, 11.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 3.0, 1.0, 0.003883136094674556, 0.0, 0.003883136094674556, 1.0, 191.0, 0.0, 0.0, 0.0, 1.0, 40.0, 1.0, 1.0 
 28061381b467375da33c340a72a936b4, 2576.0, ?, 0.0, 2.0, ?, 15.0, 1.0, 7.0, 1.0, ?, ?, ?, ?, ?, 1.1012216404886561, 1719.0, 1893.0, 1.0, 19294.0, ?, ? 
 282114523a2630918b742e44bd91f611, 11.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 10.0, 1.0, 0.0012194612505005214, 0.0, 0.0012194612505005214, 0.0, 0.0, 74.75, 4.0, 299.0, 1.0, 120.0, 1.0, 1.0 
 284a4ef901d639128003a2a4a3d01f77, 1692.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 168.0, 0.0, ?, ?, ?, ?, ?, 0.6152149944873209, 3628.0, 2232.0, 1.0, 285156.0, ?, ? 
 28f42e081816344c85790d1e06578150, 17.0, 1.0, 0.0, 1.0, -2.8, 12.5, 2.0, 12.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 3.0, 0.0, 2.0, 219.0, 2.0, 2.0 
 2931107e92383dcaaf72a52d866b7a0d, 141.0, ?, 0.0, 2.0, 9277.288888888883, 19.714285714285715, 2.3333333333333335, 1525.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 210.0, 0.0, 7.0, 215054.0, 6.0, 6.0 
 2a5bc5310cc03ad9b043070bcfa4b117, 1577.0, ?, 0.0, 0.0, ?, 17.0, 1.0, 41.0, 1.0, 0.0003698224852071006, 0.0, 0.0003698224852071006, 0.0, 0.0, 1.7669701986754967, 2416.0, 4269.0, 1.0, 65157.0, 1.0, 1.0 
 2a6f33cd5d933704a36865525fd74dec, 19.0, 1.0, 0.0, 1.0, 103.33333333333333, 12.5, 2.0, 1.0, 1.0, 0.005100840658967924, 0.0019257865599669878, 0.010201681317935848, 0.0, 0.0, 0.0, 3.0, 0.0, 2.0, 36.0, 2.0, 2.0 
 2a7de2cad4ea31b3b96b60e74a5f1f6e, 2020.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 76.0, 0.0, ?, ?, ?, ?, ?, 0.010905125408942203, 917.0, 10.0, 1.0, 154451.0, ?, ? 
 2aa68814d35f353ea0f065a7e59d67f6, 1792.0, ?, 0.0, 0.0, 1.2722222222166666, 24.75, 4.0, 15.0, 1.0, ?, ?, ?, ?, ?, 0.472750725572396, 3101.0, 1466.0, 4.0, 27871.0, ?, ? 
 2b23dc81b804393e900d8fac64bae7a4, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 29.0, 1.0, 1.0 
 2bbfe1860c7b31a3ab78780f5bedffd0, 89.0, ?, 0.0, 1.9130434782608696, -1.993181818166667, 17.08695652173913, 23.0, 116.0, 0.0, ?, ?, ?, ?, ?, 1.25, 16.0, 20.0, 23.0, 10348.0, ?, ? 
 2c693b3233b031d8b0bd4c7bacd71569, 128.0, ?, 0.0, 2.0, ?, 19.0, 1.0, 177.0, 0.0, ?, ?, ?, ?, ?, 0.7090909090909091, 55.0, 39.0, 1.0, 22737.0, ?, ? 
 2c8f906d21e4369fafb0c379d5ef939c, 19.0, 1.0, 0.0, 1.0, 149.36666666666667, 12.5, 1.0, 1.0, 1.0, 0.004132127057058246, 0.0028945001618766657, 0.008264254114116493, 0.0, 0.0, 0.0, 6.0, 0.0, 2.0, 32.0, 2.0, 2.0 
 2d39365458ba3fefab03b0b6071964f7, 1942.0, ?, 0.0, 3.0, 200.06515151515, 12.333333333333334, 4.0, 30.0, 0.0, 2.0599117891161573e-07, 5.857577878524574e-07, 2.471894146939389e-06, 0.0, 0.0, 0.9262795831408183, 58437.0, 54129.0, 12.0, 59282.0, 12.0, 12.0 
 2d44f15a22623caeb6be7501da4ca23c, 1013.0, ?, 0.0, 1.0, ?, 25.0, 1.0, 202.0, 0.0, ?, ?, ?, ?, ?, 1.17507546356188, 2319.0, 2725.0, 1.0, 205254.0, ?, ? 
 2dd2b1a9dee731e494adff126a63ecf2, 875.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 9.708333333333334, 24.0, 233.0, 1.0, 1173.0, 1.0, 1.0 
 2e2f451db76e3073882d72445fa6e346, 488.0, ?, 0.0, 2.0, 54271.38333333333, 15.5, 1.0, 226.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37383177570093457, 107.0, 40.0, 2.0, 110399.0, 1.0, 1.0 
 2ecae08c4e433791895d260d7bce8aca, 2796.0, ?, 0.0, 2.0, ?, 16.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034866337086091573, 579929.0, 2022.0, 1.0, 28026.0, 1.0, 1.0 
 2f21f36a86913161813160308a6947b1, 424.0, ?, 0.0, 0.0, ?, 24.0, 1.0, 21.0, 1.0, ?, ?, ?, ?, ?, 0.027909794054608146, 21462.0, 599.0, 1.0, 8962.0, ?, ? 
 2f5cbb56702c3dbf89f53a456cf0c783, 11.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81.0, 1.0, 81.0, 1.0, 16.0, 1.0, 1.0 
 2f79c6d158653f9b918be74fa09651f4, 1665.0, ?, 0.0, 1.0, ?, 14.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.6723404255319149, 235.0, 158.0, 1.0, 5591.0, ?, ? 
 2fa02cc087b13871ba537f95a990ee0d, 935.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.1667631172839506, 0.0, 0.1667631172839506, 1.0, 90.0, 5.562130177514793, 169.0, 940.0, 1.0, 1880.0, 1.0, 1.0 
 2facc688ce65387d92617e1fe4dde9be, 12.0, ?, 0.0, 1.0, ?, 11.0, 1.0, 6.0, 1.0, 0.00010850694444444444, 0.0, 0.00010850694444444444, 0.0, 0.0, 76.5, 4.0, 306.0, 1.0, 79.0, 1.0, 1.0 
 2fe297bf3458333786f48fc5039f15ff, 1904.0, ?, 0.0, 0.0, ?, 27.0, 1.0, 9.0, 0.0, ?, ?, ?, ?, ?, 0.46715328467153283, 548.0, 256.0, 1.0, 17519.0, ?, ? 
 2fe91b04f4a73122afceb0e45e736915, 2119.0, ?, 0.0, 0.0, ?, 28.0, 1.0, 6.0, 1.0, ?, ?, ?, ?, ?, 1.9402390438247012, 251.0, 487.0, 1.0, 12914.0, ?, ? 
 300b6b2bc0213e48a53b94be2c88eae6, 118.0, ?, 0.0, 0.0, ?, 1.0, 1.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.043972706595906, 1319.0, 2696.0, 1.0, 2447.0, 1.0, 1.0 
 302b857da10e3362af76a7368150a2d9, 2532.0, ?, 0.0, 0.0, ?, 26.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 7.742857142857143, 35.0, 271.0, 1.0, 284.0, ?, ? 
 303d5dd5da3a35d191f442f1a025b394, 1668.0, ?, 0.0, 0.0, ?, 28.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 4.866666666666666, 15.0, 73.0, 1.0, 1459.0, ?, ? 
 307252f71ba63878a5d8db198f4af46f, 17.0, 1.0, 0.0, 1.0, -14.966666666666667, 12.5, 2.0, 4.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 156.5, 2.0, 313.0, 2.0, 84.0, 2.0, 2.0 
 30a9cc698aa433ae985b9bc3156cb965, 839.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 4.7834394904458595, 157.0, 751.0, 1.0, 2038.0, 1.0, 1.0 
 31202bff2e7b36e0b2a731778bde541d, 1826.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 62.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5043348360765065, 262409.0, 132342.0, 1.0, 113448.0, 1.0, 1.0 
 320b650fc96e307b9723c1d6daf71143, 17.0, 1.0, 0.0, 1.0, -13.833333333333334, 12.5, 2.0, 7.0, 1.0, 0.005470543579894689, 0.001556083639040222, 0.010941087159789378, 0.0, 0.0, 0.0, 7.0, 0.0, 2.0, 125.0, 2.0, 2.0 
 3210f5dbbddf3f648464ae59ea4a3126, 416.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 2.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 11.076923076923077, 52.0, 576.0, 1.0, 1063.0, 1.0, 1.0 
 326b458beec13b0292210126589377c4, 2635.0, ?, 0.0, 2.0, ?, 13.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.04939063502245029, 28062.0, 1386.0, 1.0, 8021.0, ?, ? 
 327079622174320a9f3ae416495e0fab, 367.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 4.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 7.931034482758621, 29.0, 230.0, 1.0, 1545.0, 1.0, 1.0 
 33580d0d974d340ba33c1247545b6c37, 19.0, 1.0, 0.0, 1.0, 143.58333333333334, 12.5, 1.0, 2.0, 1.0, 0.004132127057058246, 0.0028945001618766657, 0.008264254114116493, 0.0, 0.0, 311.0, 1.0, 311.0, 2.0, 38.0, 2.0, 2.0 
 33ff8f32ec793986b160074323d3effb, 61.0, ?, 0.0, 2.0, ?, 14.0, 1.0, 43.0, 0.0, ?, ?, ?, ?, ?, 6.666666666666667, 3.0, 20.0, 1.0, 2649.0, ?, ? 
 348f67a93272343ebd1ff1c9d0a2cab3, 2279.0, ?, 0.0, 1.0, ?, 24.0, 1.0, 1.0, 2.0, ?, ?, ?, ?, ?, 0.26375321336760926, 7780.0, 2052.0, 1.0, 3689.0, ?, ? 
 34c84fb3ea7f3a64bd0dab769f14e1db, 17.0, 1.0, 0.0, 1.0, -8.166666666666668, 12.5, 2.0, 5.0, 1.0, 0.013374851129307946, 0.006348223910373034, 0.026749702258615893, 1.0, 191.0, 160.5, 2.0, 321.0, 2.0, 98.0, 2.0, 2.0 
 34cc82af34683c1e97c13ae8a6b4e323, 2833.0, ?, 0.0, 0.0, ?, 21.0, 1.0, 76.0, 1.0, ?, ?, ?, ?, ?, 0.0776813880126183, 20288.0, 1576.0, 1.0, 216456.0, ?, ? 
 34d3bd17ce363ca2b2d6b3d8a078d3ff, 736.0, ?, 0.0, 1.0, ?, 8.0, 1.0, 10.0, 1.0, ?, ?, ?, ?, ?, 5.888888888888889, 117.0, 689.0, 1.0, 7883.0, ?, ? 
 35376ff6ff8f3429875ed891278f43aa, 11.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 9.0, 1.0, 0.0012194612505005214, 0.0, 0.0012194612505005214, 0.0, 0.0, 60.4, 5.0, 302.0, 1.0, 104.0, 1.0, 1.0 
 3541b42e97bb313b81dfe11ed3dd1264, 1580.0, ?, 0.0, 1.0, ?, 21.0, 1.0, 66.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17213422415734556, 13321.0, 2293.0, 1.0, 105281.0, 1.0, 1.0 
 35841be275a83252baa7a915c833e402, 2644.0, ?, 0.0, 0.0, ?, 3.0, 1.0, 20.0, 0.0, ?, ?, ?, ?, ?, 0.00208478693981859, 118957.0, 248.0, 1.0, 55440.0, ?, ? 
 35d926e85e853ef5aec6aa136e6c53ee, 860.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 7.666666666666667, 36.0, 276.0, 1.0, 1157.0, 1.0, 1.0 
 361609c214213626bee659e385e450b5, 757.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 6.28, 25.0, 157.0, 1.0, 1050.0, 1.0, 1.0 
 36dbd8e6bd3038ef91eaffb7bc0bb108, 994.0, ?, 0.0, 1.0, 0.05, 15.0, 2.0, 7.0, 2.0, ?, ?, ?, ?, ?, 2.375, 352.0, 836.0, 2.0, 7740.0, ?, ? 
 36f7940b0c6c37ab9433dd93147aee5e, 2216.0, ?, 0.0, 1.0, ?, 24.0, 1.0, 2.0, 2.0, ?, ?, ?, ?, ?, 2.763440860215054, 186.0, 514.0, 1.0, 5460.0, ?, ? 
 374b91073f323841b2b8c9e3f20c464c, 889.0, ?, 0.0, 0.0, ?, 14.0, 1.0, 129.0, 0.0, ?, ?, ?, ?, ?, 1.5367892976588629, 598.0, 919.0, 1.0, 115411.0, ?, ? 
 375fff1dc2cb3092a7e654daefdeaa8a, 1646.0, ?, 0.0, 0.0, ?, 15.0, 1.0, 2.0, 0.0, ?, ?, ?, ?, ?, 0.9320388349514563, 103.0, 96.0, 1.0, 3729.0, ?, ? 
 37876146e16d3d5da6776a09adc43a18, 111.0, ?, 0.0, 2.0, ?, 16.0, 1.0, 109.0, 0.0, ?, ?, ?, ?, ?, 1.0256410256410255, 39.0, 40.0, 1.0, 12146.0, ?, ? 
 37e0df45b746342c9c7d80a49e565354, 1269.0, ?, 0.0, 0.0, 39.8, 1.5, 2.0, 67.0, 0.0, 0.0078125, 0.0078125, 0.015625, 0.0, 0.0, 0.7458083446185594, 62028.0, 46261.0, 2.0, 85105.0, 2.0, 2.0 
 37e56e6e85eb309e9100b9dc8c4f42e1, 12.0, ?, 0.0, 1.0, 13.016666666666667, 12.5, 2.0, 9.0, 1.0, 0.03153784187417525, 0.011482297014713636, 0.0630756837483505, 2.0, 195.0, 57.2, 5.0, 286.0, 2.0, 116.0, 2.0, 2.0 
 38158e1810533fbeac9755655779a039, 1242.0, ?, 0.0, 1.0, ?, 24.0, 1.0, 0.0, 2.0, ?, ?, ?, ?, ?, 1.2380952380952381, 42.0, 52.0, 1.0, 783.0, ?, ? 
 381b0b6da0b133ccaa709f075317d7be, 11.0, ?, 0.0, 1.0, ?, 10.0, 1.0, 5.0, 1.0, 0.0007608832691239761, 0.0, 0.0007608832691239761, 0.0, 0.0, 65.4, 5.0, 327.0, 1.0, 61.0, 1.0, 1.0 
 3892629bc0583129b1ed40ff24d0ed62, 1045.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 0.0, 1.0, 0.025, 0.0, 0.025, 0.0, 0.0, 8.852941176470589, 34.0, 301.0, 1.0, 1020.0, 1.0, 1.0 
 38babc9f7c433b8982076a9113ea925c, 1692.0, ?, 0.0, 0.0, ?, 0.0, 1.0, 217.0, 0.0, ?, ?, ?, ?, ?, 0.4812703583061889, 3684.0, 1773.0, 1.0, 368578.0, ?, ? 
 390c56d33c98300cb1fb4cb6777a874a, 1030.0, ?, 0.0, 1.0, ?, 13.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9892665474060822, 559.0, 1112.0, 1.0, 4087.0, 1.0, 1.0 
