@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE account_age numeric 
 @ATTRIBUTE author_screen_name string 
 @ATTRIBUTE author_sub_type {uprivate, ucompany, ucrowdturfer, ubot} 
@ATTRIBUTE author_type {ubad_actor, ugood_actor} 
@ATTRIBUTE average_hashtags numeric 
 @ATTRIBUTE average_links numeric 
 @ATTRIBUTE average_minutes_between_posts numeric 
 @ATTRIBUTE average_post_lenth numeric 
 @ATTRIBUTE average_posts_per_day_active_days numeric 
 @ATTRIBUTE average_posts_per_day_total numeric 
 @ATTRIBUTE average_user_mentions numeric 
 @ATTRIBUTE boost_score_avg numeric 
 @ATTRIBUTE boost_score_std_dev numeric 
 @ATTRIBUTE boost_score_sum numeric 
 @ATTRIBUTE boosting_timeslots_count numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE count_authors_sharing_boosted_posts numeric 
 @ATTRIBUTE default_profile numeric 
 @ATTRIBUTE default_profile_image numeric 
 @ATTRIBUTE friends_followers_ratio numeric 
 @ATTRIBUTE listed_count numeric 
 @ATTRIBUTE max_tfidf numeric 
 @ATTRIBUTE number_followers numeric 
 @ATTRIBUTE number_friends numeric 
 @ATTRIBUTE number_of_crawled_posts numeric 
 @ATTRIBUTE number_of_posts numeric 
 @ATTRIBUTE number_pointed_posts numeric 
 @ATTRIBUTE number_pointers numeric 
 @ATTRIBUTE sum_tfidf numeric 
 @ATTRIBUTE verified numeric 
  @DATA 
 030845f3c3aa364091d8a85bc0e14613, 1283.0, uJanPedersen1969, uprivate, ugood_actor, 0.0, 0.0, ?, 16.0, 1.0, 1.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 0.5380434782608695, 8.0, ?, 184.0, 99.0, 1.0, 1581.0, ?, ?, ?, 0.0 
 03099ba1efa73e97ac2af5ff35f5302d, 1631.0, uDoronShiner, uprivate, ugood_actor, 0.0, 1.0, ?, 19.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 2.4285714285714284, 10.0, ?, 189.0, 459.0, 1.0, 4202.0, 1.0, 1.0, ?, 0.0 
 031c0f43ae5c30abb878e0262cfcc7eb, 1338.0, ukrooluhv, ucompany, ugood_actor, 0.0, 2.0, ?, 10.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 0.6416337285902504, 13.0, ?, 759.0, 487.0, 1.0, 2861.0, 2.0, 1.0, ?, 0.0 
 0323bcfe2efe32849671f91412162caa, 2249.0, u_LeeBennett, uprivate, ugood_actor, 0.0, 0.0, 11476.1, 27.5, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 0.005847129270870025, 15.0, ?, 42585.0, 249.0, 2.0, 1817.0, ?, ?, ?, 0.0 
 0328fc9ba7bf3705ad0b09e16c797968, 1114.0, uvuittonstyles, uprivate, ugood_actor, 0.0, 0.0, ?, 3.0, 1.0, 76.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.5325190839694657, 87.0, ?, 6550.0, 3488.0, 1.0, 84751.0, ?, ?, ?, 0.0 
 032a1b617ca33a1c9a229abf5f0a0a00, 2082.0, uElizaaabeth11, uprivate, ugood_actor, 0.0, 0.0, ?, 9.0, 1.0, 5.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.7524271844660194, 1.0, ?, 206.0, 155.0, 1.0, 11802.0, ?, ?, ?, 0.0 
 035663bab85f313ab2b06e6ec619a734, 2157.0, u_JLB_95, uprivate, ugood_actor, 0.0, 0.0, ?, 24.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.2706766917293233, 0.0, ?, 266.0, 72.0, 1.0, 1452.0, ?, ?, ?, 0.0 
 0359f152f81538118447c3767f60ee77, 1969.0, uFransvandHorst, uprivate, ugood_actor, 0.0, 2.0, ?, 18.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 0.8610421836228288, 26.0, ?, 403.0, 347.0, 1.0, 1407.0, 1.0, 1.0, ?, 0.0 
 0384918210053921bc3ff32d0acccc87, 2573.0, uEat_My_Tweetz, uprivate, ugood_actor, 0.0, 0.0, ?, 6.0, 1.0, 9.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.4943820224719101, 2.0, ?, 534.0, 264.0, 1.0, 24847.0, ?, ?, ?, 0.0 
 03adea1a0d033a4e9c19a83cea3c2207, 1075.0, uRoodCoo, uprivate, ugood_actor, 0.0, 0.0, 8866.883333333333, 21.25, 1.3333333333333333, 0.0, 2.25, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.12112403100775193, 39.0, ?, 1032.0, 125.0, 4.0, 413.0, ?, ?, ?, 0.0 
 03ae08d15f08338e83fb530a40d5b7fe, 1270.0, uxoBrittany__, uprivate, ugood_actor, 0.0, 0.0, ?, 8.0, 1.0, 38.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.2835249042145594, 6.0, ?, 2349.0, 666.0, 1.0, 49267.0, ?, ?, ?, 0.0 
 03efe7da18ec3eb587916161e2907195, 1877.0, uUpt_jay94, uprivate, ugood_actor, 0.0, 0.0, ?, 18.0, 1.0, 38.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.8516032811334825, 5.0, ?, 1341.0, 1142.0, 1.0, 71346.0, ?, ?, ?, 0.0 
 03fa9782b7ff334fa77c6116a3b28ec3, 1736.0, uBreanna_Slough, uprivate, ugood_actor, 0.0, 0.0, ?, 20.0, 1.0, 11.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.8352941176470589, 1.0, ?, 595.0, 497.0, 1.0, 19743.0, ?, ?, ?, 0.0 
 040e306d2caa346d91db431ef5971141, 2050.0, uQuavadis_, uprivate, ugood_actor, 0.0, 1.0, ?, 11.0, 1.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 0.5126419934041774, 5.0, ?, 2729.0, 1399.0, 1.0, 84769.0, 1.0, 1.0, ?, 0.0 
 042763a891aa3ec4bd613f5fe34df71c, 1748.0, uShaunbd12, ucrowdturfer, ubad_actor, 0.0, 1.0, ?, 11.0, 1.0, 0.0, 1.0, 3.90625e-05, 0.0, 3.90625e-05, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 10.584905660377359, 0.0, ?, 53.0, 561.0, 1.0, 116.0, 1.0, 1.0, ?, 0.0 
 04478f76e0fa37a4bde91f3ec936b184, 2700.0, uDavidwhatnot, uprivate, ugood_actor, 0.0, 0.0, ?, 21.0, 1.0, 2.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.598014888337469, 14.0, ?, 403.0, 241.0, 1.0, 7181.0, ?, ?, ?, 0.0 
 044d6e81c16b370a9240ef32a96db7cc, 431.0, u_Powerhold, ucompany, ugood_actor, 0.0, 2.0, ?, 19.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 1.08, 2.0, ?, 25.0, 27.0, 1.0, 38.0, 1.0, 1.0, ?, 0.0 
 04b1fb4c651b33609c3c1b5cca7a6aa0, 1919.0, uTriciaCooper1, uprivate, ugood_actor, 0.0, 0.0, ?, 21.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 5.555555555555555, 0.0, ?, 18.0, 100.0, 1.0, 13.0, ?, ?, ?, 0.0 
 04cac7fef6c93bd799b953e6e57645af, 1780.0, uconfusedkaws, uprivate, ugood_actor, 0.0, 0.0, ?, 22.0, 1.0, 12.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.1256931608133087, 6.0, ?, 541.0, 68.0, 1.0, 22120.0, ?, ?, ?, 0.0 
 04cada7bddfe3f9f8eafd24a08d71b85, 2398.0, umodlifecasey, uprivate, ugood_actor, 0.0, 0.0, ?, 24.0, 1.0, 0.0, 5.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 3.71875, 0.0, ?, 160.0, 595.0, 1.0, 1017.0, ?, ?, ?, 0.0 
 04cf91c03c3d3787aeb7f02e2df51826, 1880.0, uVanessa__1991, uprivate, ugood_actor, 0.0, 0.0, ?, 15.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 2.8378378378378377, 2.0, ?, 37.0, 105.0, 1.0, 1265.0, ?, ?, ?, 0.0 
 04fa6dff1b563a0d88221995833f944a, 2693.0, uLiz_Antoinette, uprivate, ugood_actor, 0.0, 0.0, ?, 20.0, 1.0, 24.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.22910216718266255, 14.0, ?, 323.0, 74.0, 1.0, 65533.0, ?, ?, ?, 0.0 
 04fbae4baaa136e3b9dbf195ba532cde, 2346.0, uokcgreg, uprivate, ugood_actor, 0.0, 0.0, ?, 26.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 1.7037037037037037, 0.0, ?, 54.0, 92.0, 1.0, 527.0, ?, ?, ?, 0.0 
 0516ce0d332036f39fe93a7d0ae70b37, 2641.0, uJaredthBenitez, uprivate, ugood_actor, 0.0, 0.0, ?, 1.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 1.75, 0.0, ?, 16.0, 28.0, 1.0, 269.0, ?, ?, ?, 0.0 
 05481032257e345ba38c8b12ae817f32, 2506.0, udadollas, uprivate, ugood_actor, 0.0, 1.0, ?, 15.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 1.1787234042553192, 3.0, ?, 235.0, 277.0, 1.0, 3844.0, 1.0, 1.0, ?, 0.0 
 0567a741db0f3c32a8e2b4b051f7291e, 1217.0, utehvaccines, uprivate, ugood_actor, 0.0, 0.0, ?, 20.0, 1.0, 11.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.19895678092399405, 5.0, ?, 1342.0, 267.0, 1.0, 14101.0, ?, ?, ?, 0.0 
 0573e53f8c9d327f9075179562951c33, 2367.0, uSnugzmeow, uprivate, ugood_actor, 0.0, 0.0, ?, 17.0, 1.0, 8.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.2341188524590164, 42.0, ?, 3904.0, 914.0, 1.0, 19585.0, ?, ?, ?, 0.0 
 05b00afaed4a3756bf1ec5f9adfa3500, 1416.0, uBeManzil_, uprivate, ugood_actor, 0.0, 0.0, ?, 18.0, 1.0, 2.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.933920704845815, 3.0, ?, 227.0, 212.0, 1.0, 3125.0, ?, ?, ?, 0.0 
 05b0dbd6df2e3f30bdd03176aa6d534e, 2740.0, upandora114, uprivate, ugood_actor, 0.0, 0.0, ?, 20.0, 1.0, 7.0, 3.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 1.4018181818181819, 45.0, ?, 550.0, 771.0, 1.0, 21197.0, ?, ?, ?, 0.0 
 05be6d61f4f13db2ba0835117f86b927, 2589.0, ujoesands11, uprivate, ugood_actor, 0.0, 0.0, ?, 7.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 1.1730769230769231, 0.0, ?, 52.0, 61.0, 1.0, 124.0, ?, ?, ?, 0.0 
 0609d26a55ff376584e99627fad9bcff, 2195.0, utyfaneeomg, uprivate, ugood_actor, 0.0, 0.0, ?, 6.0, 1.0, 5.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 1.1228070175438596, 2.0, ?, 114.0, 128.0, 1.0, 12099.0, ?, ?, ?, 0.0 
 066f7d54f80039eb9fd9ac9c8186d947, 2314.0, uchasingxodreams, uprivate, ugood_actor, 0.0, 0.0, ?, 17.0, 1.0, 7.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 4.795454545454546, 17.0, ?, 308.0, 1477.0, 1.0, 16222.0, ?, ?, ?, 0.0 
 069e0c73002d350e9385682c38d75880, 1951.0, uSimplyAdorn, uprivate, ugood_actor, 0.0, 0.0, ?, 23.0, 1.0, 14.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 1.0347334410339257, 0.0, ?, 1238.0, 1281.0, 1.0, 29062.0, ?, ?, ?, 0.0 
 075da0c7b0ac354f8e07d8ee86be49cb, 2952.0, uSeanfranchise6, uprivate, ugood_actor, 0.0, 0.0, ?, 12.0, 1.0, 45.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 2.6706586826347305, 90.0, ?, 835.0, 2230.0, 1.0, 134152.0, ?, ?, ?, 0.0 
 07e8f97797113f20a6d3a121d1ad3f38, 1129.0, u215_china, uprivate, ugood_actor, 0.0, 0.0, ?, 18.0, 1.0, 43.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 0.7868055555555555, 1.0, ?, 1440.0, 1133.0, 1.0, 49666.0, ?, ?, ?, 0.0 
 07ed5f2eb34a3845b5359a1af1cb30d3, 2718.0, uxJessieOfTruth, uprivate, ugood_actor, 0.0, 0.0, ?, 9.0, 1.0, 11.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 1.701337295690936, 14.0, ?, 673.0, 1145.0, 1.0, 30451.0, ?, ?, ?, 0.0 
 07f599b8ebab3a57a799c07c25b1df33, 407.0, uKahulaLui, uprivate, ugood_actor, 0.0, 0.0, ?, 26.0, 1.0, 7.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.5612535612535613, 94.0, ?, 351.0, 197.0, 1.0, 3144.0, ?, ?, ?, 0.0 
 07f72003958a3aa6b4e382f0d6a3eb68, 86.0, ulucianchilds, uprivate, ugood_actor, 0.0, 2.0, ?, 17.0, 1.0, 5.0, 1.0, 0.001954180305651524, 0.0, 0.001954180305651524, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 3.109090909090909, 5.0, ?, 330.0, 1026.0, 1.0, 466.0, 1.0, 1.0, ?, 0.0 
 07f72545e85d388a81a397cebe1face1, 2562.0, ujoystratton, uprivate, ugood_actor, 0.0, 0.0, ?, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 1.8408408408408408, 8.0, ?, 333.0, 613.0, 1.0, 1722.0, 1.0, 1.0, ?, 0.0 
 080882f46367329ca3be8df076a15927, 1821.0, uSalsalola, uprivate, ugood_actor, 0.0, 0.0, ?, 19.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 1.0, 0.0, 3.6363636363636362, 0.0, ?, 11.0, 40.0, 1.0, 385.0, ?, ?, ?, 0.0 
 0828d9e1f86f3617ae52a088b60de804, 1391.0, uMarvinBorucki, uprivate, ugood_actor, 0.0, 1.0, ?, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 0.38636363636363635, 0.0, ?, 88.0, 34.0, 1.0, 33.0, 1.0, 1.0, ?, 0.0 
 083277ab6e8f3e6dbdf9239f1e3f436a, 1745.0, urachelfalor, uprivate, ugood_actor, 0.0, 0.0, ?, 26.0, 1.0, 4.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.8006134969325154, 4.0, ?, 326.0, 261.0, 1.0, 8501.0, ?, ?, ?, 0.0 
