@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE account_age numeric 
 @ATTRIBUTE author_screen_name string 
 @ATTRIBUTE author_sub_type {uprivate, ucompany, ucrowdturfer, ubot} 
@ATTRIBUTE author_type {ubad_actor, ugood_actor} 
@ATTRIBUTE average_hashtags numeric 
 @ATTRIBUTE average_links numeric 
 @ATTRIBUTE average_minutes_between_posts numeric 
 @ATTRIBUTE average_post_lenth numeric 
 @ATTRIBUTE average_posts_per_day_active_days numeric 
 @ATTRIBUTE average_posts_per_day_total numeric 
 @ATTRIBUTE average_user_mentions numeric 
 @ATTRIBUTE boost_score_avg numeric 
 @ATTRIBUTE boost_score_std_dev numeric 
 @ATTRIBUTE boost_score_sum numeric 
 @ATTRIBUTE boosting_timeslots_count numeric 
 @ATTRIBUTE count_authors_sharing_boosted_posts numeric 
 @ATTRIBUTE default_profile numeric 
 @ATTRIBUTE default_profile_image numeric 
 @ATTRIBUTE friends_followers_ratio numeric 
 @ATTRIBUTE listed_count numeric 
 @ATTRIBUTE max_tfidf numeric 
 @ATTRIBUTE number_followers numeric 
 @ATTRIBUTE number_friends numeric 
 @ATTRIBUTE number_of_crawled_posts numeric 
 @ATTRIBUTE number_of_posts numeric 
 @ATTRIBUTE number_pointed_posts numeric 
 @ATTRIBUTE number_pointers numeric 
 @ATTRIBUTE sum_tfidf numeric 
 @ATTRIBUTE topic_net_betweenness_centrality numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE verified numeric 
  @DATA 
 00101f62ae2430778c4b047252e4925f, 2699.0, usixamcomics, uprivate, ugood_actor, 0.0, 0.0, ?, 8.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 0.0, 0.0, 0.660056657223796, 16.0, ?, 706.0, 466.0, 1.0, 804.0, ?, ?, ?, 0.013461282153805144, 4.7500354796826105, 4.7500354796826105, 0.023760075257922727, 0.023760075257922727, 2.0884891167052806, 2.0884891167052806, 0.03419438963761912, 0.03419438963761912, 0.14736126455341209, -0.553791377005765, -0.553791377005765, 0.1927326618401142, 0.1927326618401142, -0.06806600781176396, -0.06806600781176396, 0.03866864599328629, 0.03866864599328629, 0.0, -1.220345485984921, -1.220345485984921, 0.5398730719119065, 0.5398730719119065, -0.11765321763659949, -0.11765321763659949, 0.35279636990205626, 0.35279636990205626, 0.016260162601626018, 0.24840493819702344, 0.24840493819702344, 0.0378877575183519, 0.0378877575183519, 0.9064549806267655, 0.9064549806267655, 0.025034102165676118, 0.025034102165676118, 0.0 
 002d5955503b3c48946254dfe38e91d8, 2621.0, uartchung, uprivate, ugood_actor, 0.0, 0.0, ?, 19.0, 1.0, 0.0, 0.0, ?, ?, ?, ?, ?, 0.0, 0.0, 0.24727992087042533, 29.0, ?, 1011.0, 250.0, 1.0, 2235.0, ?, ?, ?, 0.00168821360344751, 2.532174299413772, 2.532174299413772, 0.00037318405970944955, 0.00037318405970944955, 1.8025423662496953, 1.8025423662496953, 0.0005687848183586561, 0.0005687848183586561, 0.0598669623059867, 1.543666508334684, 1.543666508334684, 0.04710301893228722, 0.04710301893228722, -0.9894794768170424, -0.9894794768170424, 0.009076666939138013, 0.009076666939138013, 0.5714285714285714, 1.1615619497241931, 1.1615619497241931, 0.7019047619047619, 0.7019047619047619, -1.3042897471491621, -1.3042897471491621, 0.324898573238505, 0.324898573238505, 0.05691056910569106, 0.0803571428571799, 0.0803571428571799, 0.040650406504065054, 0.040650406504065054, -1.0416666666666758, -1.0416666666666758, 0.016260162601626018, 0.016260162601626018, 1.0 
 0094c828a39a3b3989d4f50058d49aab, 1358.0, urickisummer2, uprivate, ugood_actor, 0.0, 0.0, ?, 20.0, 1.0, 10.0, 0.0, ?, ?, ?, ?, ?, 0.0, 0.0, 0.9, 0.0, ?, 560.0, 504.0, 1.0, 13878.0, ?, ?, ?, 0.0, 4.7500354796826105, 4.7500354796826105, 0.023760075257922727, 0.023760075257922727, 2.0884891167052806, 2.0884891167052806, 0.03419438963761912, 0.03419438963761912, 0.22200883426157098, -0.5537913770059728, -0.5537913770059728, 0.1927326618401142, 0.1927326618401142, -0.06806600781176396, -0.06806600781176396, 0.03866864599328629, 0.03866864599328629, 1.0, -1.220345485984921, -1.220345485984921, 0.5398730719119065, 0.5398730719119065, -0.11765321763659949, -0.11765321763659949, 0.35279636990205626, 0.35279636990205626, 0.04878048780487805, 0.24840493819703355, 0.24840493819703355, 0.0378877575183519, 0.0378877575183519, 0.9064549806267638, 0.9064549806267638, 0.025034102165676118, 0.025034102165676118, 0.0 
 009b3aeda23832428683287958b2369b, 1477.0, umxchxllxx, uprivate, ugood_actor, 0.0, 0.0, ?, 19.0, 1.0, 57.0, 0.0, ?, ?, ?, ?, ?, 0.0, 0.0, 0.3620414673046252, 24.0, ?, 627.0, 227.0, 1.0, 84503.0, ?, ?, ?, 0.0003109867164245413, 4.7500354796826105, 4.7500354796826105, 0.023760075257922727, 0.023760075257922727, 2.0884891167052815, 2.0884891167052815, 0.03419438963761912, 0.03419438963761912, 0.19400313269187738, -0.5537913770051822, -0.5537913770051822, 0.1927326618401142, 0.1927326618401142, -0.06806600781178762, -0.06806600781178762, 0.038668645993286295, 0.038668645993286295, 0.8, -1.220345485984921, -1.220345485984921, 0.5398730719119065, 0.5398730719119065, -0.11765321763659949, -0.11765321763659949, 0.35279636990205626, 0.35279636990205626, 0.04065040650406505, 0.24840493819702344, 0.24840493819702344, 0.037887757518351904, 0.037887757518351904, 0.9064549806267655, 0.9064549806267655, 0.025034102165676118, 0.025034102165676118, 0.0 
 009ecb5306c93b66a0157efd70a10948, 2614.0, upatrick130m, uprivate, ugood_actor, 0.0, 0.0, ?, 0.0, 1.0, 1.0, 0.0, ?, ?, ?, ?, ?, 1.0, 0.0, 4.375, 7.0, ?, 248.0, 1085.0, 1.0, 3815.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 00d3a918816d309aac542bc79371c1ed, 1646.0, upetervitoria, uprivate, ugood_actor, 0.0, 0.0, ?, 24.0, 1.0, 1.0, 1.0, ?, ?, ?, ?, ?, 1.0, 0.0, 2.640449438202247, 7.0, ?, 89.0, 235.0, 1.0, 2259.0, ?, ?, ?, 0.0, -1.8728422505597522, -1.8728422505597522, 0.0004188800670208107, 0.0004188800670208107, 0.6695320425034625, 0.6695320425034625, 0.0005464403475382433, 0.0005464403475382433, 0.01829268292682927, -1.035771650569084, -1.035771650569084, 0.024698704315429053, 0.024698704315429053, 0.36897732146194623, 0.36897732146194623, 0.005092562765093738, 0.005092562765093738, 0.0, -2.071074380165297, -2.071074380165297, 0.5714285714285714, 0.5714285714285714, 0.0290081467351807, 0.0290081467351807, 0.4178554470186725, 0.4178554470186725, 0.008130081300813009, -0.35000000000008313, -0.35000000000008313, 0.01858304297328688, 0.01858304297328688, -0.5952940449895139, -0.5952940449895139, 0.006145763788767922, 0.006145763788767922, 0.0 
 00f2c0eeda403b258587f56752b95897, 2499.0, udalicea87, uprivate, ugood_actor, 0.0, 0.0, ?, 8.0, 1.0, 3.0, 0.0, ?, ?, ?, ?, ?, 0.0, 0.0, 1.260204081632653, 1.0, ?, 196.0, 247.0, 1.0, 9657.0, ?, ?, ?, 0.0, 4.7500354796826105, 4.7500354796826105, 0.02376007525792272, 0.02376007525792272, 2.0884891167052815, 2.0884891167052815, 0.03419438963761912, 0.03419438963761912, 0.1642434288420554, -0.5537913770052859, -0.5537913770052859, 0.19273266184011417, 0.19273266184011417, -0.06806600781178762, -0.06806600781178762, 0.03866864599328629, 0.03866864599328629, 0.0, -1.220345485984921, -1.220345485984921, 0.5398730719119066, 0.5398730719119066, -0.11765321763659949, -0.11765321763659949, 0.3527963699020562, 0.3527963699020562, 0.008130081300813009, 0.24840493819703355, 0.24840493819703355, 0.037887757518351904, 0.037887757518351904, 0.9064549806267638, 0.9064549806267638, 0.02503410216567612, 0.02503410216567612, 0.0 
 01384d031ecb3f77a6e31c21ee7d8788, 1935.0, uOops__MYBAD, uprivate, ugood_actor, 0.0, 0.0, ?, 7.0, 1.0, 1.0, 0.0, ?, ?, ?, ?, ?, 0.0, 0.0, 0.652317880794702, 1.0, ?, 302.0, 197.0, 1.0, 2516.0, ?, ?, ?, 0.010847624542146736, 4.75003547968261, 4.75003547968261, 0.02376007525792272, 0.02376007525792272, 2.0884891167052815, 2.0884891167052815, 0.03419438963761912, 0.03419438963761912, 0.21359940872135993, -0.5537913770054358, -0.5537913770054358, 0.19273266184011417, 0.19273266184011417, -0.06806600781179487, -0.06806600781179487, 0.03866864599328629, 0.03866864599328629, 0.5, -1.220345485984921, -1.220345485984921, 0.5398730719119065, 0.5398730719119065, -0.11765321763659949, -0.11765321763659949, 0.35279636990205626, 0.35279636990205626, 0.032520325203252036, 0.24840493819703355, 0.24840493819703355, 0.037887757518351904, 0.037887757518351904, 0.9064549806267638, 0.9064549806267638, 0.02503410216567612, 0.02503410216567612, 0.0 
 017b10c03d983b8ab660d19a7bcbd07e, 1485.0, uNFLDolphinsFans, ucompany, ugood_actor, 0.0, 2.0, ?, 16.0, 1.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2641509433962264, 31.0, ?, 795.0, 1800.0, 1.0, 82434.0, 1.0, 1.0, ?, 0.0, 4.7500354796826105, 4.7500354796826105, 0.023760075257922727, 0.023760075257922727, 2.0884891167052815, 2.0884891167052815, 0.03419438963761912, 0.03419438963761912, 0.17404396266184882, -0.5537913770059728, -0.5537913770059728, 0.1927326618401142, 0.1927326618401142, -0.06806600781176396, -0.06806600781176396, 0.03866864599328629, 0.03866864599328629, 1.0, -1.2203454859849123, -1.2203454859849123, 0.5398730719119065, 0.5398730719119065, -0.1176532176366008, -0.1176532176366008, 0.35279636990205626, 0.35279636990205626, 0.016260162601626018, 0.24840493819702344, 0.24840493819702344, 0.037887757518351904, 0.037887757518351904, 0.9064549806267655, 0.9064549806267655, 0.025034102165676118, 0.025034102165676118, 0.0 
 01ae2341628e3506b307151cc797b935, 2507.0, uCenafan62195, uprivate, ugood_actor, 0.0, 0.0, ?, 19.0, 1.0, 0.0, 1.0, ?, ?, ?, ?, ?, 0.0, 0.0, 4.076190476190476, 5.0, ?, 210.0, 856.0, 1.0, 372.0, ?, ?, ?, 0.0, 4.750035479682615, 4.750035479682615, 0.023760075257922727, 0.023760075257922727, 2.0884891167052815, 2.0884891167052815, 0.03419438963761913, 0.03419438963761913, 0.13709135470609163, -0.5537913770060766, -0.5537913770060766, 0.1927326618401142, 0.1927326618401142, -0.06806600781176396, -0.06806600781176396, 0.038668645993286295, 0.038668645993286295, 1.0, -1.220345485984921, -1.220345485984921, 0.5398730719119065, 0.5398730719119065, -0.11765321763659949, -0.11765321763659949, 0.35279636990205626, 0.35279636990205626, 0.016260162601626018, 0.24840493819702344, 0.24840493819702344, 0.037887757518351904, 0.037887757518351904, 0.9064549806267655, 0.9064549806267655, 0.02503410216567612, 0.02503410216567612, 0.0 
