No.,Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,default_profile,default_profile_image,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,Cluster
240,1347,23a7aa246eac396e804266f4bd5fe122,2060,?,0,1.285714,2599.008333,12.142857,2.333333,0,0.285714,0,0,1.974684,79,156,7,76,cluster1
241,27,00d71d5ac0c83540b9bdcbf47d1b5588,2059,?,0,1,176.216667,15,2,393,0,0,1,0.130785,497,65,2,809515,cluster1
242,8164,e0452ae1886a3afd93a32fdb99cef404,2054,?,0,1,?,9,1,237,0,0,0,0.893006,2888,2579,1,487965,cluster1
243,1811,302ce8e1542b365bbffbdf827e302a05,2048,?,0,0,?,10,1,142,1,0,0,0.967386,9873,9551,1,292278,cluster1
244,5861,9fb270f2cd8f32b9989af03376346097,2035,?,0,2,?,13,1,226,0,1,0,0.54698,596,326,1,461648,cluster1
245,8884,f50ef851540939c381f77e70e2f31600,2033,?,0,1,?,17,1,69,0,0,0,0.000455,70334,32,1,140586,cluster1
246,4693,7e8923c3b26636d286fca5d6b8d565a7,2023,?,0,2,858.783333,16,1,1,2.5,0,0,0.706062,13428,9481,2,2634,cluster1
247,6965,be6f3249f7983183a2e4baec81a4288e,2013,?,0,0,?,7,1,94,0,0,0,0.872403,15212,13271,1,191202,cluster1
248,8318,e4e1c22da084336c9ba760f83e79680f,2013,?,0,2,?,17,1,5,0,0,0,0.000052,19123,1,1,10314,cluster1
249,2798,4bc3853c5c1e3b599688f7e2191d4268,2012,?,0,0,?,10,1,226,1,0,0,1.096904,5717,6271,1,456148,cluster1
250,4575,7b7978e399c831b49f83e394b9c67608,2010,?,0,2,1556.431818,16.666667,2,12,0,0,0,0.000838,585036,490,12,24365,cluster1
251,7060,c0e0755309ae3e8191e0e7bb098e2cfe,2006,?,0,1,16440.01667,12.5,1,139,0,0,0,1.093839,4934,5397,2,279035,cluster1
252,8725,f0879c8693ae3e96b04a3c17b28d92f8,2005,?,0,1,4350.045833,14.6,1.25,27,0,0,0,0.000063,31901,2,5,55405,cluster1
253,3305,5a22169d803b3e03aaa24620904805f1,1984,?,0,0,?,10,1,116,1,0,0,1.02975,7227,7442,1,231420,cluster1
254,5386,918142f1cd7b3a74ab56cc6dc6e30104,1983,?,0,0,?,26,1,3,2,0,0,0.008879,301496,2677,1,6344,cluster1
255,6515,b2806f88ab69343bb8be350abc7d6ee6,1980,?,0,1,?,17,1,25,0,0,0,0.220502,10526,2321,1,49594,cluster1
256,7311,c7b7b6e53f96353791d0700ae1a0ff25,1978,?,0,1,0.133333,20,3,0,0,0,0,0.558571,700,391,3,1604,cluster1
257,3630,62d0bfc882263e9f99437cec23dad462,1977,?,0,0,?,13,1,142,0,0,0,0.002053,27274,56,1,280818,cluster1
258,8135,df67e2498bfa34ec8626e438e92eda0b,1971,?,0,0,32.983333,0,2,346,0,0,0,0.757219,5264,3986,2,682955,cluster1
259,8302,e46020c971953d9aa4015a000e953618,1964,?,0,0,?,10,1,151,1,0,0,1.191859,3341,3982,1,296647,cluster1
260,7907,d8b2a3e513b8346fb9ba8007f2348e7b,1962,?,0,0,859.272222,0,2,245,0,0,0,0.735219,2334,1716,10,482504,cluster1
261,3653,6343dc3298343d4780f6242dd553a2fd,1956,?,0,2,?,13,1,140,0,0,0,0.003816,128413,490,1,274842,cluster1
262,6751,b8114a4c3cd03fb4a6ea2e2a3486ee6c,1952,?,0,0,0.116667,10.5,2,71,1.5,0,0,0.947097,5633,5335,2,138748,cluster1
263,1693,2d39365458ba3fefab03b0b6071964f7,1946,?,0,3,477.767829,12.409091,4,30,0,0,0,0.92628,58437,54129,44,59282,cluster1
264,3893,69b4c1ac7b743437a0fb9f92f8457389,1945,?,0,1,3.483333,15.5,2,15,0,0,0,1.155484,2161,2497,2,30562,cluster1
265,6417,afd046563e7835f9997cb0c373ee0430,1941,?,0,0,?,14,1,49,3,1,0,0.831077,51787,43039,1,95500,cluster1
266,5354,909a984096b83a8ba3747bfbf599cb08,1937,?,0,1,?,18,1,29,0,0,0,1.005841,51702,52004,1,57711,cluster1
267,3594,61da31f414d432b2849cfbdddd60497b,1927,?,0,0.5,2035.733333,16.5,1,20,1,1,0,1.051452,4820,5068,2,40277,cluster1
268,3817,6729bdde41a837ab8dcea3b4df9286ef,1925,?,0,0.5,4501.583333,17.5,1,30,0.5,0,0,0.927425,2990,2773,2,57876,cluster1
269,4967,857ebdd301683b85949cc94ab9fc77fa,1922,?,0,2,?,17,1,20,0,0,0,0.000072,139057,10,1,38679,cluster1
270,4723,7f947e39987d360faa661d185fd90d22,1916,?,0,0.9,343.155556,16.9,3.333333,14,0.1,0,0,1.859024,1291,2400,10,27621,cluster1
271,5919,a1ceb67e926a3c7db6205f21576e854f,1903,?,0,1,?,17,1,40,0,0,0,1.119179,14818,16584,1,76339,cluster1
272,3696,643d635b6b05390783fc8cfdb08feb10,1900,?,0,0,?,10,1,38,1,0,0,0.736441,14714,10836,1,72735,cluster1
273,7771,d461f406e94f31c980bf927266ce0e79,1898,?,0,0,?,25,1,65,1,0,0,0.208167,33819,7040,1,123933,cluster1
274,1377,2444f18132953a3d86ada449a9d07548,1896,?,0,1.5,2361.85,11,1,109,0.5,1,0,0,825,0,2,207212,cluster1
275,3754,65b3383bd72533f0bf95375c2ae7924e,1896,?,0,0,?,16,1,12,1,0,0,0.797554,48902,39002,1,23773,cluster1
276,2686,48e004ddfa80319093f82200b74dc692,1883,?,0,0,35.975,15.666667,3,21,1,0,0,0.353393,781,276,3,41338,cluster1
277,4235,72959a3b52813d1e900161a7ca5067ed,1883,?,0,1,10.370833,17.555556,9,3,0,0,0,1.9861,2518,5001,9,6968,cluster1
278,4548,7abc11fb5f0d36e58cf93c35e190245f,1875,?,0,1,2887.158333,14,1,0,0,1,0,0.653846,26,17,7,72,cluster1
279,930,186c62aba1c6329db27a7a50a324eaf6,1873,?,0,2,?,10,1,7,0,0,0,1.013197,13488,13666,1,14026,cluster1
280,1908,32c81147360c33f5a2bb55665c1a556a,1873,?,0,0,0.116667,5.5,2,45,1,0,0,2.749313,1819,5001,2,85744,cluster1
281,6981,bebc9b2f6e5835cfa69ba2c162292dde,1865,?,0,1,?,9,1,203,0,0,0,0.459829,4095,1883,1,378756,cluster1
282,3691,642e535fb84f3dc8bf1fe0c1c461386e,1860,?,0,2,8619.116667,17.333333,1,19,1,0,0,0.001324,126884,168,3,36777,cluster1
283,1332,235d6399530630ca9ef5bd694da8044e,1859,?,0,0,?,2,1,43,1,0,0,0.000955,62803,60,1,81350,cluster1
284,4104,6f4f499f8a7433c1909f405dfdf05fad,1859,?,0,1,2965.613333,17,2,5,1,0,0,0.472973,74,35,6,9799,cluster1
285,6671,b62c71c1260b3460b4a156bc3cdb61fb,1859,?,0,0,4860.658333,2,1,3,1,0,0,0,8178,0,3,5935,cluster1
286,1531,28956aa6fafc389da5ba7afb0feaaaa6,1855,?,0,0,?,15,1,14,3,0,0,0.088741,15348,1362,1,27476,cluster1
287,7282,c70ee2e6c28e3d6eb57d48f6f8a15e18,1854,?,0,1,?,7,1,5,0,0,0,0.059199,163228,9663,1,9499,cluster1
288,4643,7d610c8e64ed3cdea4d2a9c25246b313,1853,?,0,0,?,4,1,43,0,0,0,0.054341,18531,1007,1,80793,cluster1
289,1385,2491976196d13673a4923923439e7e25,1845,?,0,1,1320,13,1,144,0,1,0,1.09433,3774,4130,2,266882,cluster1
290,4497,79973e3178ec3474b47986b1f1029604,1844,?,0,0,?,3,1,155,1,0,0,0.110213,5317,586,1,286183,cluster1
291,4737,7fd7eb8a004b34b79f0c02e5ab6a53ff,1844,?,0,2,849.930556,15.4,2.5,9,0,0,0,0.157895,57,9,25,17563,cluster1
292,5629,990023259eb3335194b9649b3f751526,1844,?,0,0,17447.9,10,1,20,0.5,0,0,0.405575,10511,4263,2,38569,cluster1
293,1251,214a2616c53b3073847ffd5de6bdfc1a,1835,?,0,1,0.416667,23,2,71,1,0,0,2.424847,1956,4743,2,132101,cluster1
294,8038,dc3c40aa3c563b8797b0f66a1378dfb5,1832,?,0,2,?,13,1,72,1,1,0,0.248058,19306,4789,1,132044,cluster1
295,8389,e7199aaa9d0d36bcaac37791c6e69069,1832,?,0,0,1290.105556,10,1.333333,116,1,0,0,0.593119,8661,5137,4,213904,cluster1
296,1837,31202bff2e7b36e0b2a731778bde541d,1830,?,0,0,5791.672222,0,1,61,0,0,0,0.504335,262409,132342,4,113448,cluster1
297,92,0263310907ea3c05948f20c1c31b8123,1822,?,0,1.25,740,19,2,97,0,0,0,0.008092,62651,507,4,178178,cluster1
298,5897,a0ed39d7c2633013b55b277e31b2f9bd,1813,?,0,0.5,6096.083333,16.5,1,160,1,0,0,1.65104,3029,5001,2,290361,cluster1
299,2932,4fb5325e461135139065c815781e6e89,1812,?,0,1.956522,753.006818,15.869565,2.875,1,0,1,0,1.783019,106,189,23,2066,cluster1
300,5960,a31c4a7a7e92394a9bbda5debfbff41b,1812,?,0,0,669.966667,8.428571,1.75,116,0,1,0,0.639116,9183,5869,7,211113,cluster1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
