post_ids,0,1,2,3,4,5,6,7,8,9
c113692a-16af-388b-b93b-ec94698d61f0,0.8874914646148682,0.012500003911554813,0.012500384822487831,0.012500910088419914,0.01250089518725872,0.012504169717431068,0.012501279823482037,0.012500003911554813,0.012500003911554813,0.01250091940164566
bd0a0463-16e1-3259-a9f7-9060b548e902,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
e84dadb1-2dda-3ed6-9a54-0f2fd7589122,0.006667854730039835,0.006666666828095913,0.9399956464767456,0.006666779983788729,0.006667561829090118,0.006667588837444782,0.00666696997359395,0.006666666828095913,0.006666666828095913,0.006667605135589838
43425508-7983-338d-bb2c-29dda5d12ee7,0.025001728907227516,0.02500000223517418,0.025001991540193558,0.025006132200360298,0.02500099688768387,0.025000743567943573,0.7749873399734497,0.02500000223517418,0.02500000223517418,0.025001080706715584
43425508-7983-338d-bb2c-29dda5d12ee5,0.025001728907227516,0.02500000223517418,0.025001991540193558,0.025006087496876717,0.02500099688768387,0.025000743567943573,0.7749873995780945,0.02500000223517418,0.02500000223517418,0.025001080706715584
e552c463-6504-3451-8d75-b55a66820c32,0.9608643054962158,0.004347825888544321,0.004348513204604387,0.004348143469542265,0.004348989110440016,0.004349000286310911,0.004348502494394779,0.004347825888544321,0.004347825888544321,0.00434909388422966
c1636927-16c7-394a-84d6-4040fcdeb1a9,0.960864245891571,0.004347826354205608,0.004348513670265675,0.004348143469542265,0.004348989576101303,0.0043490007519721985,0.0043485029600560665,0.004347826354205608,0.004347826354205608,0.004349095746874809
47dd2a50-ca9c-31c0-8652-8f677b58b07b,0.9653803706169128,0.003846153849735856,0.0038466874975711107,0.0038464004173874855,0.0038470567669719458,0.0038470658473670483,0.0038467124104499817,0.003846153849735856,0.003846153849735856,0.0038472276646643877
43425508-7983-338d-bb2c-29dda5d12ee8,0.025001727044582367,0.02500000037252903,0.02500198967754841,0.025006327778100967,0.02500099502503872,0.025000741705298424,0.7749871611595154,0.02500000037252903,0.02500000037252903,0.025001078844070435
62825acf-0fea-3318-92d0-010e773b86a9,0.009091639891266823,0.009090910665690899,0.009091030806303024,0.009090910665690899,0.009091407060623169,0.9181798696517944,0.009090984240174294,0.009090910665690899,0.009090910665690899,0.009091462008655071
ab8fee1b-0114-39d0-b90b-6607f1ecbebe,0.03333462402224541,0.03333333507180214,0.6999815106391907,0.03333808854222298,0.03333462402224541,0.03333430737257004,0.03334211930632591,0.03333333507180214,0.03333333507180214,0.033334676176309586
c1636927-16c7-394a-84d6-4040fcdbb0a9,0.9608643054962158,0.004347825888544321,0.004348513204604387,0.004348143469542265,0.004348989110440016,0.004349000286310911,0.004348502494394779,0.004347825888544321,0.004347825888544321,0.004349097143858671
898e7f6c-b5c9-33e6-876b-6585f129147f,0.025000419467687607,0.02500000223517418,0.025001998990774155,0.02500155009329319,0.025000421330332756,0.0250003170222044,0.7749948501586914,0.02500000223517418,0.02500000223517418,0.0250004380941391
62825acf-0fea-5318-92d0-010e773b86a9,0.009091639891266823,0.009090909734368324,0.00909102987498045,0.009090909734368324,0.009091406129300594,0.9181798696517944,0.009090983308851719,0.009090909734368324,0.009090909734368324,0.009091461077332497
cec5634e-3ab7-3a5c-8b3b-eb819e967687,0.03333723172545433,0.03333333507180214,0.03333594277501106,0.03333333507180214,0.03333554044365883,0.6999889016151428,0.03333346173167229,0.03333333507180214,0.03333333507180214,0.033335573971271515
ffdc07a7-3b2a-319d-93a7-d120de8cd186,0.9653800129890442,0.0038461540825664997,0.003846687963232398,0.003846400650218129,0.003847057232633233,0.003847066080197692,0.0038467126432806253,0.0038461540825664997,0.0038461540825664997,0.0038475841283798218
f4f5e8ce-8bb2-3852-913a-de423b821c1d,0.03333462402224541,0.03333333507180214,0.6999814510345459,0.03333808854222298,0.03333462402224541,0.03333430737257004,0.033342186361551285,0.03333333507180214,0.03333333507180214,0.033334676176309586
d982e1dd-c1de-38f7-802d-3f252fc84633,0.8199784159660339,0.020000003278255463,0.020002281293272972,0.020002657547593117,0.02000374160706997,0.020005017518997192,0.02000403217971325,0.020000003278255463,0.020000003278255463,0.020003875717520714
e552c463-6504-3451-8d75-b55a66820c30,0.9608641862869263,0.004347825888544321,0.0043485127389431,0.004348143003880978,0.0043489886447787285,0.004348999820649624,0.004348502028733492,0.004347825888544321,0.004347825888544321,0.004349160473793745
43425508-7983-338d-bb2c-29dda5d12ee6,0.025001728907227516,0.02500000223517418,0.025001991540193558,0.025005998089909554,0.02500099688768387,0.025000743567943573,0.7749874591827393,0.02500000223517418,0.02500000223517418,0.025001080706715584
