@relation 'bad_actors-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,2-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1_predicted'

@attribute boost_score_avg numeric
@attribute boost_score_std_dev numeric
@attribute boost_score_sum numeric
@attribute boosting_timeslots_count numeric
@attribute cocitation_net_betweenness_centrality numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute count_authors_sharing_boosted_posts numeric
@attribute max_tfidf numeric
@attribute sum_tfidf numeric
@attribute topic_net_betweenness_centrality numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_closeness_centrality numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_degree_centrality numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute 'prediction margin' numeric
@attribute 'predicted author_type' {bad_actor,good_actor}
@attribute author_type {bad_actor,good_actor}

@data
0.000069,0,0.000069,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001467,1.602356,28.912336,0.01008,0.002426,1.85221,5.443722,0.019652,0.009009,0.533149,1.356001,18.329162,0.578987,0.532556,1.657125,3.732314,0.119534,0.058582,0.300518,1.105637,15.901153,0.509001,0.296656,1.626814,3.633141,0.508395,0.257817,0.150259,1.105637,15.901153,0.254501,0.148328,1.626814,3.633141,0.254197,0.128909,0.150259,1.105637,15.901153,0.254501,0.148328,1.626814,3.633141,0.254197,0.128909,0.662376,bad_actor,bad_actor
0.002206,0.004789,0.024264,0,0.003875,2.79585,4.30878,0.005753,0.004454,1.752156,2.034997,0.008169,0.006837,0.1802,-1.514541,-0.543138,0.178028,0.168294,0.156458,0.606393,0.033254,0.029908,0.290323,-1.699915,-0.828533,0.254839,0.212524,-0.052808,0.471875,0.118231,0.11061,0.145161,-1.699915,-0.828533,0.127419,0.106262,-0.052808,0.471875,0.059115,0.055305,0.145161,-1.699915,-0.828533,0.127419,0.106262,-0.052808,0.471875,0.059115,0.055305,0,?,?,0.000305,25.326103,27.000794,0.002954,0.002554,5.002517,5.272582,0.009685,0.009268,0.522327,12.238143,19.360383,0.537779,0.535934,2.925029,4.076981,0.046802,0.057947,0.336788,15.423339,15.420625,0.374627,0.307816,3.640274,3.611614,0.20079,0.261178,0.168394,15.423339,15.420625,0.187314,0.153908,3.640274,3.611614,0.100395,0.130589,0.168394,15.423339,15.420625,0.187314,0.153908,3.640274,3.611614,0.100395,0.130589,0.686555,bad_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.006184,7.227488,29.783998,0.00587,0.002364,2.961548,5.520214,0.014709,0.0089,0.600311,6.681809,15.339219,0.567252,0.529222,2.730745,3.025144,0.083058,0.061536,0.668394,5.357356,15.862186,0.45273,0.290182,2.461019,3.600429,0.365986,0.257565,0.334197,5.357356,15.862186,0.226365,0.145091,2.461019,3.600429,0.182993,0.128783,0.334197,5.357356,15.862186,0.226365,0.145091,2.461019,3.600429,0.182993,0.128783,-0.945545,good_actor,bad_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.00225,3.646822,29.609843,0.008009,0.002377,2.306215,5.505023,0.017338,0.008922,0.556196,3.240983,15.987365,0.581435,0.529959,2.016214,3.177098,0.099855,0.060836,0.414508,2.608528,15.886593,0.518582,0.291542,1.908221,3.609921,0.429897,0.25754,0.207254,2.608528,15.886593,0.259291,0.145771,1.908221,3.609921,0.214949,0.12877,0.207254,2.608528,15.886593,0.259291,0.145771,1.908221,3.609921,0.214949,0.12877,0.808835,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000019,28.923987,28.563611,0.003356,0.002445,5.043476,5.412887,0.008252,0.009056,0.533149,13.812895,15.861129,0.564655,0.531521,3.397618,3.170454,0.037004,0.061151,0.321244,11.385038,15.672734,0.464101,0.297962,3.145517,3.602605,0.18357,0.259063,0.160622,11.385038,15.672734,0.23205,0.148981,3.145517,3.602605,0.091785,0.129532,0.160622,11.385038,15.672734,0.23205,0.148981,3.145517,3.602605,0.091785,0.129532,0.808835,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000504,-2.105783,26.487132,0.024184,0.002595,0.334388,5.225899,0.027196,0.009341,0.487374,-1.888463,17.403689,0.656941,0.534374,0.178162,3.676406,0.17681,0.060063,0.093264,-2.053894,14.6432,0.832833,0.300073,0.252554,3.51073,0.734792,0.266788,0.046632,-2.053894,14.6432,0.416417,0.150036,0.252554,3.51073,0.367396,0.133394,0.046632,-2.053894,14.6432,0.416417,0.150036,0.252554,3.51073,0.367396,0.133394,0.887067,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000663,-1.712364,29.174402,0.02171,0.002408,0.558881,5.466854,0.025357,0.008976,0.513981,-1.426015,17.823142,0.642632,0.531818,0.384454,3.613389,0.153032,0.059016,0.145078,-1.676097,15.899108,0.797391,0.29475,0.393226,3.624802,0.638591,0.257696,0.072539,-1.676097,15.899108,0.398696,0.147375,0.393226,3.624802,0.319296,0.128848,0.072539,-1.676097,15.899108,0.398696,0.147375,0.393226,3.624802,0.319296,0.128848,0.808835,good_actor,good_actor
0.001506,0,0.003012,0,0,0,0,0,0,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.096774,0,0,0.096774,0.096774,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0,?,?,0.000094,-1.858359,29.347283,0.022848,0.002394,0.443139,5.481989,0.025925,0.008955,0.513981,-1.705575,16.204055,0.649243,0.530586,0.427793,3.215633,0.153153,0.060663,0.134715,-1.820323,15.804094,0.798119,0.292963,0.330531,3.6028,0.669762,0.258054,0.067358,-1.820323,15.804094,0.39906,0.146482,0.330531,3.6028,0.334881,0.129027,0.067358,-1.820323,15.804094,0.39906,0.146482,0.330531,3.6028,0.334881,0.129027,-0.772277,bad_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000075,-1.840615,29.087282,0.023774,0.002414,0.402006,5.459184,0.025345,0.008987,0.511936,-1.645681,18.233445,0.657532,0.532193,0.355561,3.712611,0.148148,0.058638,0.134715,-1.741157,15.915293,0.845135,0.29546,0.207555,3.630441,0.644186,0.257666,0.067358,-1.741157,15.915293,0.422568,0.14773,0.207555,3.630441,0.322093,0.128833,0.067358,-1.741157,15.915293,0.422568,0.14773,0.207555,3.630441,0.322093,0.128833,0.308149,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001466,3.935783,29.696908,0.007912,0.00237,2.363483,5.512622,0.017025,0.008911,0.55942,3.73518,15.672359,0.585402,0.529598,2.226621,3.104294,0.095048,0.061169,0.430052,3.020222,15.872658,0.540772,0.290853,2.025593,3.604832,0.409529,0.25756,0.215026,3.020222,15.872658,0.270386,0.145427,2.025593,3.604832,0.204764,0.12878,0.215026,3.020222,15.872658,0.270386,0.145427,2.025593,3.604832,0.204764,0.12878,0.808835,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001248,38.39509,28.999559,0.002795,0.00242,5.768264,5.451426,0.007208,0.008998,0.553802,14.625333,15.579456,0.556291,0.530638,3.241819,3.092141,0.035454,0.061399,0.435233,11.244303,15.762067,0.419994,0.295268,2.823533,3.60537,0.179931,0.258423,0.217617,11.244303,15.762067,0.209997,0.147634,2.823533,3.60537,0.089965,0.129211,0.217617,11.244303,15.762067,0.209997,0.147634,2.823533,3.60537,0.089965,0.129211,0.808835,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.00007,-1.945397,27.776409,0.022193,0.002509,0.464208,5.3423,0.026962,0.009159,0.499353,-1.841686,18.876365,0.646258,0.534791,0.480133,3.872224,0.163214,0.058275,0.11399,-1.880687,15.436455,0.768642,0.301486,0.430599,3.590569,0.711034,0.260773,0.056995,-1.880687,15.436455,0.384321,0.150743,0.430599,3.590569,0.355517,0.130387,0.056995,-1.880687,15.436455,0.384321,0.150743,0.430599,3.590569,0.355517,0.130387,0.655116,good_actor,good_actor
0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516,0,0,0.064516,0.064516,0,0,0,0,0.129032,0,0,0.129032,0.129032,0,0,0,0,0.064516,0,0,0.064516,0.064516,0,0,0,0,0.064516,0,0,0.064516,0.064516,0,0,0,0,0,?,?,0.002509,0.830241,29.522714,0.011185,0.002383,1.647911,5.497405,0.020845,0.008933,0.536857,0.784186,16.287077,0.578349,0.530307,1.425809,3.244819,0.126799,0.060531,0.290155,0.554882,15.885869,0.493864,0.292166,1.481723,3.612236,0.543631,0.257586,0.145078,0.554882,15.885869,0.246932,0.146083,1.481723,3.612236,0.271815,0.128793,0.145078,0.554882,15.885869,0.246932,0.146083,1.481723,3.612236,0.271815,0.128793,0.808835,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000069,-2.107375,29.261474,0.024738,0.002401,0.277849,5.474507,0.027283,0.008965,0.510582,-1.941262,17.431746,0.660794,0.531445,0.33968,3.519818,0.157991,0.059386,0.11399,-1.986855,15.898458,0.837125,0.294113,0.28231,3.622152,0.689259,0.257657,0.056995,-1.986855,15.898458,0.418563,0.147056,0.28231,3.622152,0.344629,0.128828,0.056995,-1.986855,15.898458,0.418563,0.147056,0.28231,3.622152,0.344629,0.128828,0.59802,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.055156,24.032819,29.783998,0.002804,0.002364,4.994402,5.520214,0.009713,0.0089,0.853982,17.869571,15.339219,0.537713,0.529222,3.991257,3.025144,0.060104,0.061536,1.658031,13.542687,15.862186,0.305635,0.290182,3.411382,3.600429,0.275743,0.257565,0.829016,13.542687,15.862186,0.152817,0.145091,3.411382,3.600429,0.137871,0.128783,0.829016,13.542687,15.862186,0.152817,0.145091,3.411382,3.600429,0.137871,0.128783,0.206506,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000055,-2.08401,28.824738,0.026256,0.002432,0.163041,5.43596,0.02659,0.009021,0.507227,-1.909674,18.565473,0.671092,0.532859,0.172978,3.780852,0.154621,0.058387,0.11399,-1.950877,15.841686,0.894346,0.296963,0.059473,3.625178,0.674375,0.258138,0.056995,-1.950877,15.841686,0.447173,0.148481,0.059473,3.625178,0.337187,0.129069,0.056995,-1.950877,15.841686,0.447173,0.148481,0.059473,3.625178,0.337187,0.129069,0.59802,good_actor,good_actor
0.00001,0,0.00001,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001665,4.452721,29.522751,0.007335,0.002383,2.4697,5.49741,0.016669,0.008932,0.561863,4.113169,16.310864,0.578324,0.530319,2.3017,3.251989,0.094784,0.060502,0.455959,3.427296,15.894891,0.509111,0.292206,2.131001,3.613955,0.40786,0.257545,0.227979,3.427296,15.894891,0.254556,0.146103,2.131001,3.613955,0.20393,0.128772,0.227979,3.427296,15.894891,0.254556,0.146103,2.131001,3.613955,0.20393,0.128772,0.808835,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000141,-1.276189,28.911803,0.01756,0.002426,0.888759,5.443655,0.025203,0.00901,0.514667,-1.088977,18.098781,0.620491,0.532463,0.908037,3.665269,0.145921,0.058815,0.165803,-1.218106,15.82479,0.662584,0.296244,0.836974,3.619353,0.638666,0.258173,0.082902,-1.218106,15.82479,0.331292,0.148122,0.836974,3.619353,0.319333,0.129086,0.082902,-1.218106,15.82479,0.331292,0.148122,0.836974,3.619353,0.319333,0.129086,0.808835,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000148,42.199854,26.901836,0.00239,0.002567,6.237535,5.262941,0.007491,0.00928,0.514667,23.303704,18.084325,0.540784,0.535278,4.045358,3.776961,0.034664,0.059149,0.284974,24.895257,15.214704,0.380366,0.307192,4.34075,3.577614,0.156173,0.262253,0.142487,24.895257,15.214704,0.190183,0.153596,4.34075,3.577614,0.078086,0.131127,0.142487,24.895257,15.214704,0.190183,0.153596,4.34075,3.577614,0.078086,0.131127,-0.772277,bad_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000816,-0.709803,27.60213,0.015069,0.002522,1.143982,5.326588,0.023907,0.009182,0.505898,-0.62879,19.854016,0.603096,0.5356,1.019379,4.107404,0.1473,0.057445,0.176166,-0.756208,15.431215,0.598075,0.30278,1.03761,3.595309,0.627311,0.260887,0.088083,-0.756208,15.431215,0.299038,0.15139,1.03761,3.595309,0.313656,0.130444,0.088083,-0.756208,15.431215,0.299038,0.15139,1.03761,3.595309,0.313656,0.130444,0.655116,good_actor,good_actor
0.002602,0,0.005204,0,0,0,0,0,0,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.096774,0,0,0.096774,0.096774,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0,?,?,0.003073,-1.710084,29.173102,0.021269,0.002407,0.581953,5.466689,0.02559,0.008976,0.513981,-1.416439,16.928933,0.622872,0.531338,0.296414,3.387493,0.170606,0.059926,0.145078,-1.689994,15.825036,0.732893,0.294328,0.456026,3.611775,0.680922,0.258044,0.072539,-1.689994,15.825036,0.366446,0.147164,0.456026,3.611775,0.340461,0.129022,0.072539,-1.689994,15.825036,0.366446,0.147164,0.456026,3.611775,0.340461,0.129022,0.808835,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000024,7.475403,18.850755,0.001439,0.003307,2.347794,4.466808,0.0014,0.010685,0.439636,0.906842,13.699941,0.525274,0.543588,-1.295549,3.386847,0.037378,0.065882,0.098446,-1.288714,11.663886,0.289637,0.352035,-0.098252,3.223292,0.123278,0.288603,0.049223,-1.288714,11.663886,0.144819,0.176017,-0.098252,3.223292,0.061639,0.144302,0.049223,-1.288714,11.663886,0.144819,0.176017,-0.098252,3.223292,0.061639,0.144302,0.500141,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000027,-2.057839,28.737669,0.030855,0.002439,-0.163248,5.428253,0.025759,0.009032,0.504575,-1.757635,18.964032,0.701861,0.533221,-0.187265,3.873541,0.146555,0.058044,0.098446,-1.628281,15.843531,1.039896,0.297617,-0.365642,3.628119,0.630224,0.258173,0.049223,-1.628281,15.843531,0.519948,0.148808,-0.365642,3.628119,0.315112,0.129086,0.049223,-1.628281,15.843531,0.519948,0.148808,-0.365642,3.628119,0.315112,0.129086,0.59802,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000418,-0.204543,28.824738,0.013686,0.002432,1.31452,5.43596,0.022531,0.009021,0.523035,-0.065965,18.565473,0.600954,0.532859,1.289771,3.780852,0.129926,0.058387,0.233161,-0.364798,15.841686,0.587182,0.296963,1.159375,3.625178,0.570905,0.258138,0.11658,-0.364798,15.841686,0.293591,0.148481,1.159375,3.625178,0.285453,0.129069,0.11658,-0.364798,15.841686,0.293591,0.148481,1.159375,3.625178,0.285453,0.129069,0.808835,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.00632,4.569692,29.087259,0.007094,0.002414,2.500469,5.459181,0.016594,0.008987,0.557803,4.157761,17.936434,0.565429,0.532037,2.283095,3.640877,0.099188,0.05892,0.455959,3.759327,15.918587,0.467602,0.295473,2.225501,3.631089,0.416877,0.257651,0.227979,3.759327,15.918587,0.233801,0.147737,2.225501,3.631089,0.208438,0.128826,0.227979,3.759327,15.918587,0.233801,0.147737,2.225501,3.631089,0.208438,0.128826,-0.697805,bad_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000174,-1.152414,27.77649,0.017126,0.002509,0.941707,5.342311,0.024747,0.009159,0.504575,-1.081569,19.098346,0.620707,0.534895,0.902151,3.926173,0.147858,0.058077,0.15544,-1.199634,15.41162,0.666054,0.301372,0.818299,3.585675,0.643102,0.26089,0.07772,-1.199634,15.41162,0.333027,0.150686,0.818299,3.585675,0.321551,0.130445,0.07772,-1.199634,15.41162,0.333027,0.150686,0.818299,3.585675,0.321551,0.130445,0.887067,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000094,-1.559541,28.824708,0.018888,0.002432,0.745104,5.435956,0.026047,0.009021,0.509908,-1.443349,17.832281,0.630076,0.532464,0.770286,3.600932,0.154659,0.059089,0.134715,-1.496937,15.838032,0.687584,0.296922,0.730941,3.624806,0.679957,0.258158,0.067358,-1.496937,15.838032,0.343792,0.148461,0.730941,3.624806,0.339978,0.129079,0.067358,-1.496937,15.838032,0.343792,0.148461,0.730941,3.624806,0.339978,0.129079,0.808835,good_actor,good_actor
