author_guid,boost_score_avg,boost_score_std_dev,boost_score_sum,boosting_timeslots_count,cocitation_net_betweenness_centrality,cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1,cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2,cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1,cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2,cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1,cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2,cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1,cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2,cocitation_net_closeness_centrality,cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1,cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2,cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1,cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2,cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1,cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2,cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1,cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2,cocitation_net_degree_centrality,cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1,cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2,cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1,cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2,cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1,cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2,cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1,cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2,cocitation_net_in_degree_centrality,cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1,cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2,cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_1,cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_2,cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_1,cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_2,cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_1,cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_2,cocitation_net_out_degree_centrality,cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1,cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2,cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_1,cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_2,cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_1,cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_2,cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_1,cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_2,count_authors_sharing_boosted_posts,max_tfidf,sum_tfidf,topic_net_betweenness_centrality,topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1,topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2,topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1,topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2,topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1,topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2,topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1,topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2,topic_net_closeness_centrality,topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1,topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2,topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1,topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2,topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1,topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2,topic_net_closeness_centrality_aggregation_function_std_neighb_size_1,topic_net_closeness_centrality_aggregation_function_std_neighb_size_2,topic_net_degree_centrality,topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1,topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2,topic_net_degree_centrality_aggregation_function_mean_neighb_size_1,topic_net_degree_centrality_aggregation_function_mean_neighb_size_2,topic_net_degree_centrality_aggregation_function_skew_neighb_size_1,topic_net_degree_centrality_aggregation_function_skew_neighb_size_2,topic_net_degree_centrality_aggregation_function_std_neighb_size_1,topic_net_degree_centrality_aggregation_function_std_neighb_size_2,topic_net_in_degree_centrality,topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1,topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2,topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_1,topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_2,topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_1,topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_2,topic_net_in_degree_centrality_aggregation_function_std_neighb_size_1,topic_net_in_degree_centrality_aggregation_function_std_neighb_size_2,topic_net_out_degree_centrality,topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1,topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2,topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_1,topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_2,topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_1,topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_2,topic_net_out_degree_centrality_aggregation_function_std_neighb_size_1,topic_net_out_degree_centrality_aggregation_function_std_neighb_size_2,'prediction margin','predicted author_type',author_type
1a3767c9ebd731acae2a5886dfc5b271,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001159,-0.085931,28.475196,0.013383,0.002457,1.352343,5.40491,0.022396,0.009066,0.514667,-0.263508,17.397235,0.597019,0.532713,1.133778,3.520705,0.141958,0.059558,0.19171,-0.430384,15.499864,0.576902,0.29659,1.150554,3.580163,0.602078,0.260121,0.095855,-0.430384,15.499864,0.288451,0.148295,1.150554,3.580163,0.301039,0.13006,0.095855,-0.430384,15.499864,0.288451,0.148295,1.150554,3.580163,0.301039,0.13006,0.59703,good_actor,good_actor
0b6a71d7852934f4a53b4fb4ab53eb78,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.00001,0.133272,11.236081,0.001075,0.004554,0.999535,3.555353,0.000891,0.012873,0.395492,6.188448,8.510232,0.513603,0.552187,-2.290179,2.757821,0.047253,0.078038,0.041451,-0.66018,7.340275,0.219919,0.384841,0.44178,2.695619,0.123407,0.340294,0.020725,-0.66018,7.340275,0.10996,0.19242,0.44178,2.695619,0.061704,0.170147,0.020725,-0.66018,7.340275,0.10996,0.19242,0.44178,2.695619,0.061704,0.170147,0.59703,good_actor,good_actor
031c0f43ae5c30abb878e0262cfcc7eb,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.002476,1.298804,29.174194,0.010383,0.002408,1.767559,5.466827,0.020081,0.008976,0.538354,1.203843,17.275023,0.581094,0.531535,1.61408,3.472568,0.118111,0.05957,0.321244,0.90955,15.863184,0.535324,0.294546,1.557905,3.618508,0.498504,0.257864,0.160622,0.90955,15.863184,0.267662,0.147273,1.557905,3.618508,0.249252,0.128932,0.160622,0.90955,15.863184,0.267662,0.147273,1.557905,3.618508,0.249252,0.128932,0.59703,good_actor,good_actor
009ecb5306c93b66a0157efd70a10948,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
08877b50f41b3f53869dee58b2d9303a,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.00007,-1.98655,28.82477,0.02432,0.002432,0.321587,5.435964,0.02633,0.009021,0.508564,-1.792202,18.60023,0.663631,0.532874,0.316575,3.791491,0.150147,0.058351,0.124352,-1.850227,15.838648,0.867772,0.296949,0.196773,3.624595,0.650261,0.258152,0.062176,-1.850227,15.838648,0.433886,0.148475,0.196773,3.624595,0.32513,0.129076,0.062176,-1.850227,15.838648,0.433886,0.148475,0.196773,3.624595,0.32513,0.129076,0.59703,good_actor,good_actor
06030815886b34dfbe851f26b737d800,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001569,-0.664126,27.951518,0.014881,0.002496,1.143021,5.358075,0.023567,0.009135,0.509908,-0.595963,18.923176,0.601643,0.534485,0.992312,3.882872,0.146073,0.058207,0.186528,-0.765135,15.428174,0.596275,0.300122,1.035732,3.583352,0.620677,0.260725,0.093264,-0.765135,15.428174,0.298138,0.150061,1.035732,3.583352,0.310338,0.130363,0.093264,-0.765135,15.428174,0.298138,0.150061,1.035732,3.583352,0.310338,0.130363,0.59703,good_actor,good_actor
04fbae4baaa136e3b9dbf195ba532cde,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000738,0.884045,29.261285,0.011336,0.002401,1.64339,5.474482,0.020517,0.008965,0.536111,0.981819,16.911936,0.592476,0.531167,1.604139,3.387311,0.116311,0.059923,0.300518,0.491649,15.853759,0.551155,0.293868,1.435987,3.614198,0.514147,0.257865,0.150259,0.491649,15.853759,0.275577,0.146934,1.435987,3.614198,0.257073,0.128932,0.150259,0.491649,15.853759,0.275577,0.146934,1.435987,3.614198,0.257073,0.128932,0.59703,good_actor,good_actor
205ae9c33bd832c1913368ea7941e599,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000019,-1.799679,27.250048,0.02108,0.002547,0.589734,5.294567,0.026448,0.00923,0.494872,-1.792273,19.51293,0.645819,0.535649,0.539678,4.068587,0.162871,0.057818,0.108808,-1.796187,15.211635,0.771079,0.303254,0.495753,3.570996,0.699495,0.262317,0.054404,-1.796187,15.211635,0.385539,0.151627,0.495753,3.570996,0.349747,0.131159,0.054404,-1.796187,15.211635,0.385539,0.151627,0.495753,3.570996,0.349747,0.131159,0.59703,good_actor,good_actor
04b1fb4c651b33609c3c1b5cca7a6aa0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000098,-1.447696,28.037859,0.018269,0.002488,0.819699,5.365786,0.025834,0.009124,0.502604,-1.455183,17.678563,0.627435,0.533368,0.783834,3.620234,0.159532,0.059359,0.124352,-1.462738,15.323403,0.683316,0.298386,0.766438,3.564742,0.688364,0.261276,0.062176,-1.462738,15.323403,0.341658,0.149193,0.766438,3.564742,0.344182,0.130638,0.062176,-1.462738,15.323403,0.341658,0.149193,0.766438,3.564742,0.344182,0.130638,0.59703,good_actor,good_actor
0eb501757b2330a6a80d159983cb74e4,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001344,0.48857,29.174166,0.012138,0.002408,1.534458,5.466823,0.021184,0.008976,0.53168,0.517628,17.29487,0.596406,0.531544,1.352273,3.478534,0.122277,0.059548,0.274611,0.158867,15.842497,0.582422,0.294451,1.326975,3.614588,0.524734,0.257958,0.137306,0.158867,15.842497,0.291211,0.147225,1.326975,3.614588,0.262367,0.128979,0.137306,0.158867,15.842497,0.291211,0.147225,1.326975,3.614588,0.262367,0.128979,0.59703,good_actor,good_actor
