post_id,author,guid,title,url,date,content,domain,author_guid
d9bcddd5-ccab-3a8f-a52b-e7d66dc7dd2f,msartyskitr,d9bcddd5-ccab-3a8f-a52b-e7d66dc7dd2f,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/msartyskitr/statuses/745930836877451265,2016-06-23 10:45:44,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,0a0710d5c2123798926aef4508cfe565
dd45d636-1054-3fc2-87af-e952031a313e,JeanettbThomas1,dd45d636-1054-3fc2-87af-e952031a313e,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/JeanettbThomas1/statuses/745928415044378626,2016-06-23 10:36:07,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,0e7cc9848c8332f5ae0354acd45833c9
7b147357-0fbb-36bc-9970-1654985a66aa,wireiesscott,7b147357-0fbb-36bc-9970-1654985a66aa,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/wireiesscott/statuses/745927494105202690,2016-06-23 10:32:27,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,e60d59febff232128c80f5fbeb500683
0ada361c-de64-3aec-81fa-2d48c14e5ea8,oClorEcologist,0ada361c-de64-3aec-81fa-2d48c14e5ea8,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/oClorEcologist/statuses/745930640701427712,2016-06-23 10:44:58,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,a561b6f45f1338f5aef9aceae0fb4776
127a0550-d57a-39c3-bd2a-422fdfb6382c,pSanishLeeanr,127a0550-d57a-39c3-bd2a-422fdfb6382c,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/pSanishLeeanr/statuses/745924803719274497,2016-06-23 10:21:46,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,e9a99d895574337da24cd6baef85b40d
19abd298-2068-3475-8776-ca04ad7380e6,SkainsOnita,19abd298-2068-3475-8776-ca04ad7380e6,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/SkainsOnita/statuses/745932908473499649,2016-06-23 10:53:58,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,8735b441c4ce3abf9d6934ef6fb562e3
f7d4d76c-3fe9-3fac-aeed-412730be73f5,NubNoau,f7d4d76c-3fe9-3fac-aeed-412730be73f5,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/NubNoau/statuses/745923789628792832,2016-06-23 10:17:44,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,83547e0a7c3d3f96bf91450b3df83a3e
223c4bc0-610b-3375-a67d-4e0cba9263bc,BTMhockye,223c4bc0-610b-3375-a67d-4e0cba9263bc,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/BTMhockye/statuses/745924135138824192,2016-06-23 10:19:07,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,57d6e8896c193e5789f56d92c699dabb
e9b58582-23ee-33a6-9b0d-2c76a2bf1e7a,k_pxdaau,e9b58582-23ee-33a6-9b0d-2c76a2bf1e7a,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/k_pxdaau/statuses/745925915629264897,2016-06-23 10:26:11,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,b1c93d93855e37d3bf589e593c85bcc3
c88cabee-5b1f-3492-ac1f-b1ff903deccd,isngersylvre,c88cabee-5b1f-3492-ac1f-b1ff903deccd,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/isngersylvre/statuses/745924757141454850,2016-06-23 10:21:35,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,58f6db6fa8a7358eb27724da8675abb8
b8be2018-4d2a-3c87-804f-15db87a46d72,PSeebyr,b8be2018-4d2a-3c87-804f-15db87a46d72,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/PSeebyr/statuses/745926643802378240,2016-06-23 10:29:05,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,e7ee35be57e33a3d9984d87c7fac84c1
98074745-aeaf-3f08-aac7-18e967ab3cc3,ALrtEstLaVei,98074745-aeaf-3f08-aac7-18e967ab3cc3,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/ALrtEstLaVei/statuses/745929780781002752,2016-06-23 10:41:33,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,ec75e867302735f9a10148bf0f8f112c
716f4cf3-5c80-372f-8e3c-a66151c9ef3c,highezsyrap,716f4cf3-5c80-372f-8e3c-a66151c9ef3c,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/highezsyrap/statuses/745931818449387520,2016-06-23 10:49:38,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,7123b05d627630efbe406565b4c65aeb
540d32ba-9624-3c41-9f2a-23789fba7639,mpasokt,540d32ba-9624-3c41-9f2a-23789fba7639,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/mpasokt/statuses/745931158639218688,2016-06-23 10:47:01,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,e152bdd78c1a3f928418e8ed81e1ae29
b8af43fe-7feb-308c-8606-f4f77668bf73,damesAnderson50,b8af43fe-7feb-308c-8606-f4f77668bf73,RT @annakiril3: Smart TV vs. Media Streamerhttps://t.co/axBC7SlhsE,http://twitter.com/damesAnderson50/statuses/745930099292315648,2016-06-23 10:42:49,RT @annakiril3: <em>Smart</em> <em>TV</em> vs. Media Streamerhttps://t.co/axBC7SlhsE,Microblog,3210f5dbbddf3f648464ae59ea4a3126
