inst#,actual,predicted,error,prediction
5311,1:?,2:good_actor,,0.928
5312,1:?,2:good_actor,,0.928
5313,1:?,2:good_actor,,0.928
5314,1:?,2:good_actor,,0.928
5315,1:?,1:bad_actor,,1
5316,1:?,2:good_actor,,0.928
5317,1:?,2:good_actor,,0.928
5318,1:?,2:good_actor,,0.928
5319,1:?,2:good_actor,,0.928
5320,1:?,2:good_actor,,0.928
5321,1:?,2:good_actor,,0.9
5322,1:?,2:good_actor,,0.928
5323,1:?,2:good_actor,,0.928
5324,1:?,2:good_actor,,0.928
5325,1:?,2:good_actor,,0.928
5326,1:?,1:bad_actor,,1
5327,1:?,2:good_actor,,0.9
5328,1:?,2:good_actor,,0.928
5329,1:?,1:bad_actor,,1
5330,1:?,2:good_actor,,0.928
5331,1:?,2:good_actor,,0.928
5332,1:?,2:good_actor,,0.928
5333,1:?,2:good_actor,,0.928
5334,1:?,2:good_actor,,0.928
5335,1:?,2:good_actor,,0.928
5336,1:?,1:bad_actor,,1
5337,1:?,2:good_actor,,0.928
5338,1:?,2:good_actor,,0.928
5339,1:?,2:good_actor,,1
5340,1:?,2:good_actor,,0.928
5341,1:?,2:good_actor,,0.928
5342,1:?,2:good_actor,,0.928
5343,1:?,2:good_actor,,0.928
5344,1:?,2:good_actor,,0.928
5345,1:?,2:good_actor,,0.928
5346,1:?,2:good_actor,,0.928
5347,1:?,2:good_actor,,0.928
5348,1:?,2:good_actor,,0.928
5349,1:?,2:good_actor,,0.928
5350,1:?,2:good_actor,,0.928
5351,1:?,2:good_actor,,0.928
5352,1:?,2:good_actor,,0.928
5353,1:?,2:good_actor,,0.9
5354,1:?,2:good_actor,,0.928
5355,1:?,2:good_actor,,0.928
5356,1:?,2:good_actor,,0.928
5357,1:?,2:good_actor,,0.928
5358,1:?,2:good_actor,,0.9
5359,1:?,2:good_actor,,0.928
5360,1:?,2:good_actor,,0.928
5361,1:?,2:good_actor,,0.928
5362,1:?,2:good_actor,,0.928
5363,1:?,2:good_actor,,0.928
5364,1:?,2:good_actor,,0.928
5365,1:?,1:bad_actor,,1
5366,1:?,2:good_actor,,0.928
5367,1:?,2:good_actor,,0.928
5368,1:?,2:good_actor,,0.928
5369,1:?,2:good_actor,,0.928
5370,1:?,2:good_actor,,0.928
5371,1:?,2:good_actor,,0.928
5372,1:?,2:good_actor,,0.928
5373,1:?,2:good_actor,,0.928
5374,1:?,2:good_actor,,0.928
5375,1:?,2:good_actor,,0.928
5376,1:?,2:good_actor,,0.928
5377,1:?,2:good_actor,,0.928
5378,1:?,2:good_actor,,0.928
5379,1:?,2:good_actor,,0.928
5380,1:?,2:good_actor,,0.928
5381,1:?,2:good_actor,,0.928
5382,1:?,1:bad_actor,,1
5383,1:?,2:good_actor,,0.928
5384,1:?,2:good_actor,,0.928
5385,1:?,2:good_actor,,0.928
5386,1:?,2:good_actor,,0.928
5387,1:?,2:good_actor,,0.928
5388,1:?,2:good_actor,,0.928
5389,1:?,2:good_actor,,0.928
5390,1:?,2:good_actor,,0.928
5391,1:?,2:good_actor,,0.928
5392,1:?,1:bad_actor,,1
5393,1:?,2:good_actor,,0.928
5394,1:?,2:good_actor,,0.928
5395,1:?,2:good_actor,,0.928
5396,1:?,2:good_actor,,0.928
5397,1:?,2:good_actor,,0.928
5398,1:?,2:good_actor,,0.928
5399,1:?,2:good_actor,,0.928
5400,1:?,2:good_actor,,0.928
5401,1:?,1:bad_actor,,1
5402,1:?,2:good_actor,,0.928
5403,1:?,2:good_actor,,0.928
5404,1:?,2:good_actor,,0.928
5405,1:?,2:good_actor,,0.928
5406,1:?,2:good_actor,,1
5407,1:?,2:good_actor,,0.928
5408,1:?,2:good_actor,,0.928
5409,1:?,2:good_actor,,0.928
5410,1:?,2:good_actor,,0.928
5411,1:?,2:good_actor,,0.928
5412,1:?,1:bad_actor,,1
5413,1:?,2:good_actor,,0.928
5414,1:?,2:good_actor,,0.928
5415,1:?,2:good_actor,,0.928
5416,1:?,2:good_actor,,0.928
5417,1:?,1:bad_actor,,1
5418,1:?,1:bad_actor,,1
5419,1:?,2:good_actor,,0.928
5420,1:?,2:good_actor,,0.928
5421,1:?,2:good_actor,,0.928
5422,1:?,2:good_actor,,0.928
5423,1:?,2:good_actor,,0.928
5424,1:?,2:good_actor,,0.928
5425,1:?,2:good_actor,,0.928
5426,1:?,2:good_actor,,0.928
5427,1:?,2:good_actor,,0.928
5428,1:?,2:good_actor,,0.928
5429,1:?,2:good_actor,,0.928
5430,1:?,2:good_actor,,0.928
5431,1:?,2:good_actor,,0.928
5432,1:?,2:good_actor,,0.928
5433,1:?,2:good_actor,,0.928
5434,1:?,2:good_actor,,0.928
5435,1:?,2:good_actor,,0.928
5436,1:?,2:good_actor,,0.928
5437,1:?,2:good_actor,,0.928
5438,1:?,2:good_actor,,0.928
5439,1:?,2:good_actor,,0.928
5440,1:?,2:good_actor,,0.928
5441,1:?,2:good_actor,,0.928
5442,1:?,2:good_actor,,0.8
5443,1:?,2:good_actor,,0.928
5444,1:?,2:good_actor,,0.928
5445,1:?,2:good_actor,,0.928
5446,1:?,2:good_actor,,0.928
5447,1:?,2:good_actor,,0.928
5448,1:?,2:good_actor,,0.928
5449,1:?,2:good_actor,,0.928
5450,1:?,2:good_actor,,0.928
5451,1:?,2:good_actor,,0.928
5452,1:?,2:good_actor,,1
5453,1:?,2:good_actor,,0.928
5454,1:?,2:good_actor,,0.928
5455,1:?,2:good_actor,,0.928
5456,1:?,1:bad_actor,,1
5457,1:?,2:good_actor,,0.928
5458,1:?,2:good_actor,,0.928
5459,1:?,2:good_actor,,0.928
5460,1:?,2:good_actor,,0.928
5461,1:?,2:good_actor,,0.928
5462,1:?,2:good_actor,,0.928
5463,1:?,2:good_actor,,0.8
5464,1:?,2:good_actor,,0.928
5465,1:?,2:good_actor,,0.928
5466,1:?,2:good_actor,,0.928
5467,1:?,1:bad_actor,,1
5468,1:?,2:good_actor,,0.928
5469,1:?,2:good_actor,,0.8
5470,1:?,2:good_actor,,0.928
5471,1:?,2:good_actor,,0.928
5472,1:?,2:good_actor,,0.928
5473,1:?,2:good_actor,,0.928
5474,1:?,1:bad_actor,,1
5475,1:?,2:good_actor,,0.9
5476,1:?,2:good_actor,,0.8
5477,1:?,2:good_actor,,0.928
5478,1:?,2:good_actor,,0.928
5479,1:?,2:good_actor,,0.928
5480,1:?,2:good_actor,,0.928
5481,1:?,2:good_actor,,0.928
5482,1:?,1:bad_actor,,1
5483,1:?,2:good_actor,,0.928
5484,1:?,2:good_actor,,0.9
5485,1:?,2:good_actor,,0.928
5486,1:?,2:good_actor,,0.928
5487,1:?,1:bad_actor,,1
5488,1:?,2:good_actor,,0.928
5489,1:?,2:good_actor,,0.928
5490,1:?,2:good_actor,,0.928
5491,1:?,2:good_actor,,0.928
5492,1:?,2:good_actor,,0.928
5493,1:?,2:good_actor,,0.9
5494,1:?,2:good_actor,,0.928
5495,1:?,2:good_actor,,0.928
5496,1:?,2:good_actor,,0.928
5497,1:?,2:good_actor,,0.928
5498,1:?,2:good_actor,,0.928
5499,1:?,2:good_actor,,0.928
5500,1:?,2:good_actor,,0.928
5501,1:?,2:good_actor,,0.928
5502,1:?,2:good_actor,,0.928
5503,1:?,2:good_actor,,0.928
5504,1:?,2:good_actor,,0.928
5505,1:?,2:good_actor,,0.928
5506,1:?,2:good_actor,,0.928
5507,1:?,1:bad_actor,,1
5508,1:?,2:good_actor,,0.928
5509,1:?,2:good_actor,,0.928
5510,1:?,2:good_actor,,0.928
5511,1:?,2:good_actor,,0.928
5512,1:?,2:good_actor,,0.928
5513,1:?,2:good_actor,,0.928
5514,1:?,2:good_actor,,0.928
5515,1:?,2:good_actor,,0.928
5516,1:?,2:good_actor,,0.928
5517,1:?,2:good_actor,,0.928
5518,1:?,2:good_actor,,0.928
5519,1:?,2:good_actor,,0.928
5520,1:?,2:good_actor,,0.928
5521,1:?,2:good_actor,,0.928
5522,1:?,2:good_actor,,0.928
5523,1:?,1:bad_actor,,1
5524,1:?,1:bad_actor,,1
5525,1:?,2:good_actor,,0.928
5526,1:?,2:good_actor,,0.9
5527,1:?,2:good_actor,,0.928
5528,1:?,1:bad_actor,,1
5529,1:?,2:good_actor,,0.928
5530,1:?,2:good_actor,,0.928
5531,1:?,2:good_actor,,0.928
5532,1:?,2:good_actor,,0.928
5533,1:?,2:good_actor,,0.928
5534,1:?,2:good_actor,,0.928
5535,1:?,2:good_actor,,0.928
5536,1:?,2:good_actor,,0.928
5537,1:?,2:good_actor,,0.928
5538,1:?,2:good_actor,,0.928
5539,1:?,2:good_actor,,0.928
5540,1:?,2:good_actor,,0.928
5541,1:?,2:good_actor,,0.928
5542,1:?,2:good_actor,,0.928
5543,1:?,2:good_actor,,0.928
5544,1:?,2:good_actor,,0.928
5545,1:?,2:good_actor,,0.928
5546,1:?,2:good_actor,,0.928
5547,1:?,2:good_actor,,0.928
5548,1:?,2:good_actor,,0.928
5549,1:?,2:good_actor,,0.928
5550,1:?,1:bad_actor,,1
5551,1:?,2:good_actor,,0.928
5552,1:?,2:good_actor,,0.928
5553,1:?,2:good_actor,,0.928
5554,1:?,2:good_actor,,0.928
5555,1:?,2:good_actor,,0.928
5556,1:?,2:good_actor,,0.928
5557,1:?,2:good_actor,,0.928
5558,1:?,2:good_actor,,0.928
5559,1:?,2:good_actor,,0.928
5560,1:?,2:good_actor,,0.928
5561,1:?,2:good_actor,,0.928
5562,1:?,1:bad_actor,,1
5563,1:?,2:good_actor,,0.928
5564,1:?,2:good_actor,,0.928
5565,1:?,2:good_actor,,0.9
5566,1:?,2:good_actor,,0.928
5567,1:?,2:good_actor,,0.928
5568,1:?,2:good_actor,,0.928
5569,1:?,2:good_actor,,0.9
5570,1:?,1:bad_actor,,1
5571,1:?,1:bad_actor,,1
5572,1:?,2:good_actor,,0.928
5573,1:?,2:good_actor,,0.928
5574,1:?,2:good_actor,,0.928
5575,1:?,2:good_actor,,0.928
5576,1:?,1:bad_actor,,1
5577,1:?,2:good_actor,,0.928
5578,1:?,2:good_actor,,0.9
5579,1:?,2:good_actor,,0.928
5580,1:?,2:good_actor,,0.928
5581,1:?,2:good_actor,,0.928
5582,1:?,2:good_actor,,0.928
5583,1:?,2:good_actor,,0.928
5584,1:?,1:bad_actor,,1
5585,1:?,2:good_actor,,0.928
5586,1:?,2:good_actor,,0.928
5587,1:?,2:good_actor,,0.928
5588,1:?,2:good_actor,,0.928
5589,1:?,2:good_actor,,0.928
5590,1:?,2:good_actor,,0.928
5591,1:?,2:good_actor,,0.928
5592,1:?,2:good_actor,,0.928
5593,1:?,2:good_actor,,0.928
5594,1:?,2:good_actor,,0.928
5595,1:?,2:good_actor,,0.928
5596,1:?,2:good_actor,,0.928
5597,1:?,2:good_actor,,0.928
5598,1:?,2:good_actor,,0.928
5599,1:?,2:good_actor,,0.8
5600,1:?,2:good_actor,,0.928
5601,1:?,2:good_actor,,0.928
5602,1:?,2:good_actor,,0.928
5603,1:?,2:good_actor,,0.928
5604,1:?,2:good_actor,,0.928
5605,1:?,2:good_actor,,0.928
5606,1:?,2:good_actor,,0.928
5607,1:?,2:good_actor,,0.928
5608,1:?,2:good_actor,,0.928
5609,1:?,2:good_actor,,0.928
5610,1:?,1:bad_actor,,1
5611,1:?,2:good_actor,,0.928
5612,1:?,2:good_actor,,0.928
5613,1:?,2:good_actor,,0.928
5614,1:?,1:bad_actor,,1
5615,1:?,2:good_actor,,0.928
5616,1:?,2:good_actor,,0.928
5617,1:?,2:good_actor,,0.928
5618,1:?,2:good_actor,,0.928
5619,1:?,2:good_actor,,0.928
5620,1:?,1:bad_actor,,1
5621,1:?,2:good_actor,,0.928
5622,1:?,2:good_actor,,0.928
5623,1:?,2:good_actor,,0.928
5624,1:?,2:good_actor,,0.928
5625,1:?,2:good_actor,,0.928
5626,1:?,2:good_actor,,0.928
5627,1:?,2:good_actor,,0.928
5628,1:?,2:good_actor,,0.928
5629,1:?,2:good_actor,,0.928
5630,1:?,2:good_actor,,0.928
5631,1:?,2:good_actor,,0.928
5632,1:?,2:good_actor,,0.928
5633,1:?,2:good_actor,,0.928
5634,1:?,2:good_actor,,0.9
5635,1:?,2:good_actor,,0.9
5636,1:?,2:good_actor,,0.928
5637,1:?,2:good_actor,,0.928
5638,1:?,2:good_actor,,0.928
5639,1:?,2:good_actor,,0.928
5640,1:?,2:good_actor,,0.928
5641,1:?,1:bad_actor,,1
5642,1:?,2:good_actor,,0.8
5643,1:?,2:good_actor,,0.928
5644,1:?,1:bad_actor,,1
5645,1:?,2:good_actor,,0.928
5646,1:?,2:good_actor,,0.928
5647,1:?,2:good_actor,,0.928
5648,1:?,2:good_actor,,0.928
5649,1:?,2:good_actor,,0.928
5650,1:?,2:good_actor,,0.928
5651,1:?,2:good_actor,,0.928
5652,1:?,2:good_actor,,0.928
5653,1:?,2:good_actor,,0.928
5654,1:?,2:good_actor,,0.928
5655,1:?,2:good_actor,,0.928
5656,1:?,2:good_actor,,0.928
5657,1:?,2:good_actor,,0.928
5658,1:?,2:good_actor,,0.928
5659,1:?,2:good_actor,,0.928
5660,1:?,2:good_actor,,0.928
5661,1:?,2:good_actor,,0.9
5662,1:?,2:good_actor,,0.928
5663,1:?,2:good_actor,,0.928
5664,1:?,2:good_actor,,1
5665,1:?,2:good_actor,,0.928
5666,1:?,2:good_actor,,0.928
5667,1:?,2:good_actor,,0.928
5668,1:?,1:bad_actor,,1
5669,1:?,2:good_actor,,0.928
5670,1:?,2:good_actor,,0.928
5671,1:?,2:good_actor,,0.928
5672,1:?,2:good_actor,,0.928
5673,1:?,2:good_actor,,0.928
5674,1:?,2:good_actor,,0.928
5675,1:?,2:good_actor,,0.928
5676,1:?,2:good_actor,,0.928
5677,1:?,2:good_actor,,0.928
5678,1:?,2:good_actor,,0.928
5679,1:?,2:good_actor,,0.928
5680,1:?,1:bad_actor,,1
5681,1:?,2:good_actor,,0.928
5682,1:?,2:good_actor,,0.928
5683,1:?,2:good_actor,,0.928
5684,1:?,2:good_actor,,0.928
5685,1:?,2:good_actor,,0.8
5686,1:?,2:good_actor,,0.928
5687,1:?,2:good_actor,,0.928
5688,1:?,2:good_actor,,0.928
5689,1:?,1:bad_actor,,1
5690,1:?,2:good_actor,,0.928
5691,1:?,2:good_actor,,0.928
5692,1:?,2:good_actor,,0.928
5693,1:?,2:good_actor,,0.928
5694,1:?,2:good_actor,,0.928
5695,1:?,2:good_actor,,0.928
5696,1:?,1:bad_actor,,1
5697,1:?,2:good_actor,,0.928
5698,1:?,2:good_actor,,0.928
5699,1:?,2:good_actor,,0.9
5700,1:?,2:good_actor,,0.9
5701,1:?,2:good_actor,,0.928
5702,1:?,2:good_actor,,0.928
5703,1:?,2:good_actor,,0.928
5704,1:?,2:good_actor,,0.928
5705,1:?,2:good_actor,,0.928
5706,1:?,2:good_actor,,0.928
5707,1:?,2:good_actor,,0.928
5708,1:?,2:good_actor,,0.928
5709,1:?,2:good_actor,,0.928
5710,1:?,2:good_actor,,0.928
5711,1:?,1:bad_actor,,1
5712,1:?,2:good_actor,,0.928
5713,1:?,2:good_actor,,0.928
5714,1:?,2:good_actor,,0.928
5715,1:?,1:bad_actor,,1
5716,1:?,1:bad_actor,,1
5717,1:?,2:good_actor,,0.928
5718,1:?,2:good_actor,,0.928
5719,1:?,1:bad_actor,,1
5720,1:?,2:good_actor,,0.928
5721,1:?,2:good_actor,,0.928
5722,1:?,1:bad_actor,,1
5723,1:?,2:good_actor,,0.928
5724,1:?,1:bad_actor,,1
5725,1:?,2:good_actor,,0.928
5726,1:?,2:good_actor,,0.928
5727,1:?,2:good_actor,,0.928
5728,1:?,2:good_actor,,0.928
5729,1:?,2:good_actor,,0.928
5730,1:?,2:good_actor,,0.928
5731,1:?,2:good_actor,,0.928
5732,1:?,2:good_actor,,0.928
5733,1:?,1:bad_actor,,1
5734,1:?,2:good_actor,,0.928
5735,1:?,2:good_actor,,0.928
5736,1:?,2:good_actor,,0.928
5737,1:?,2:good_actor,,0.928
5738,1:?,2:good_actor,,0.928
5739,1:?,2:good_actor,,0.928
5740,1:?,2:good_actor,,0.928
5741,1:?,2:good_actor,,0.928
5742,1:?,2:good_actor,,0.928
5743,1:?,2:good_actor,,0.928
5744,1:?,2:good_actor,,0.928
5745,1:?,2:good_actor,,0.928
5746,1:?,2:good_actor,,0.928
5747,1:?,2:good_actor,,0.928
5748,1:?,2:good_actor,,0.928
5749,1:?,2:good_actor,,0.8
5750,1:?,1:bad_actor,,1
5751,1:?,2:good_actor,,0.928
5752,1:?,1:bad_actor,,1
5753,1:?,2:good_actor,,0.9
5754,1:?,2:good_actor,,0.928
5755,1:?,2:good_actor,,0.928
5756,1:?,2:good_actor,,0.928
5757,1:?,2:good_actor,,0.928
5758,1:?,2:good_actor,,0.928
5759,1:?,2:good_actor,,0.928
5760,1:?,2:good_actor,,0.928
5761,1:?,1:bad_actor,,1
5762,1:?,1:bad_actor,,1
5763,1:?,2:good_actor,,0.928
5764,1:?,2:good_actor,,0.928
5765,1:?,2:good_actor,,0.928
5766,1:?,1:bad_actor,,1
5767,1:?,2:good_actor,,0.928
5768,1:?,2:good_actor,,0.928
5769,1:?,2:good_actor,,0.928
5770,1:?,2:good_actor,,0.928
5771,1:?,2:good_actor,,0.928
5772,1:?,2:good_actor,,0.928
5773,1:?,2:good_actor,,0.928
5774,1:?,2:good_actor,,0.928
5775,1:?,1:bad_actor,,1
5776,1:?,2:good_actor,,0.928
5777,1:?,2:good_actor,,0.928
5778,1:?,2:good_actor,,0.928
5779,1:?,2:good_actor,,0.928
5780,1:?,2:good_actor,,0.928
5781,1:?,2:good_actor,,0.928
5782,1:?,2:good_actor,,0.9
5783,1:?,2:good_actor,,0.928
5784,1:?,2:good_actor,,0.928
5785,1:?,2:good_actor,,0.928
5786,1:?,2:good_actor,,0.9
5787,1:?,2:good_actor,,0.928
5788,1:?,2:good_actor,,0.9
5789,1:?,2:good_actor,,0.928
5790,1:?,2:good_actor,,0.8
5791,1:?,2:good_actor,,0.928
5792,1:?,2:good_actor,,0.928
5793,1:?,2:good_actor,,0.8
5794,1:?,2:good_actor,,0.928
5795,1:?,2:good_actor,,0.928
5796,1:?,2:good_actor,,0.928
5797,1:?,2:good_actor,,0.928
5798,1:?,2:good_actor,,0.928
5799,1:?,2:good_actor,,0.928
5800,1:?,2:good_actor,,0.928
5801,1:?,2:good_actor,,0.928
5802,1:?,2:good_actor,,0.928
5803,1:?,2:good_actor,,0.928
5804,1:?,2:good_actor,,0.928
5805,1:?,2:good_actor,,0.928
5806,1:?,2:good_actor,,0.928
5807,1:?,2:good_actor,,0.928
5808,1:?,2:good_actor,,0.928
5809,1:?,2:good_actor,,0.928
5810,1:?,2:good_actor,,0.928
5811,1:?,2:good_actor,,0.928
5812,1:?,2:good_actor,,0.9
5813,1:?,1:bad_actor,,1
5814,1:?,2:good_actor,,0.9
5815,1:?,1:bad_actor,,1
5816,1:?,2:good_actor,,0.928
5817,1:?,2:good_actor,,0.928
5818,1:?,2:good_actor,,0.928
5819,1:?,2:good_actor,,0.928
5820,1:?,2:good_actor,,0.928
5821,1:?,2:good_actor,,0.928
5822,1:?,2:good_actor,,0.928
5823,1:?,1:bad_actor,,1
5824,1:?,2:good_actor,,0.928
5825,1:?,2:good_actor,,0.9
5826,1:?,2:good_actor,,0.928
5827,1:?,2:good_actor,,0.928
5828,1:?,2:good_actor,,0.928
5829,1:?,2:good_actor,,0.9
5830,1:?,1:bad_actor,,1
5831,1:?,2:good_actor,,0.928
5832,1:?,2:good_actor,,0.928
5833,1:?,2:good_actor,,0.928
5834,1:?,2:good_actor,,0.928
5835,1:?,2:good_actor,,0.928
5836,1:?,2:good_actor,,0.928
5837,1:?,2:good_actor,,0.928
5838,1:?,1:bad_actor,,1
5839,1:?,2:good_actor,,0.928
5840,1:?,2:good_actor,,0.928
5841,1:?,2:good_actor,,0.928
5842,1:?,2:good_actor,,0.928
5843,1:?,2:good_actor,,0.928
5844,1:?,1:bad_actor,,1
5845,1:?,2:good_actor,,0.928
5846,1:?,2:good_actor,,0.928
5847,1:?,2:good_actor,,0.928
5848,1:?,2:good_actor,,0.928
5849,1:?,2:good_actor,,0.9
5850,1:?,2:good_actor,,0.928
5851,1:?,2:good_actor,,0.928
5852,1:?,2:good_actor,,0.928
5853,1:?,2:good_actor,,0.928
5854,1:?,2:good_actor,,0.928
5855,1:?,2:good_actor,,0.928
5856,1:?,2:good_actor,,0.928
5857,1:?,2:good_actor,,0.928
5858,1:?,2:good_actor,,0.928
5859,1:?,2:good_actor,,0.928
5860,1:?,2:good_actor,,0.928
5861,1:?,2:good_actor,,0.928
5862,1:?,2:good_actor,,0.928
5863,1:?,2:good_actor,,0.928
5864,1:?,2:good_actor,,0.9
5865,1:?,2:good_actor,,0.928
5866,1:?,2:good_actor,,0.928
5867,1:?,2:good_actor,,0.928
5868,1:?,2:good_actor,,0.9
5869,1:?,2:good_actor,,0.928
5870,1:?,2:good_actor,,0.928
5871,1:?,2:good_actor,,0.928
5872,1:?,2:good_actor,,0.928
5873,1:?,1:bad_actor,,1
5874,1:?,2:good_actor,,0.8
5875,1:?,2:good_actor,,0.928
5876,1:?,2:good_actor,,0.928
5877,1:?,2:good_actor,,0.928
5878,1:?,2:good_actor,,0.9
5879,1:?,2:good_actor,,0.9
5880,1:?,2:good_actor,,0.9
5881,1:?,2:good_actor,,0.928
5882,1:?,1:bad_actor,,1
5883,1:?,2:good_actor,,0.928
5884,1:?,2:good_actor,,0.928
5885,1:?,2:good_actor,,0.8
5886,1:?,2:good_actor,,0.928
5887,1:?,2:good_actor,,0.928
5888,1:?,2:good_actor,,0.9
5889,1:?,2:good_actor,,0.928
5890,1:?,2:good_actor,,0.9
5891,1:?,2:good_actor,,0.928
5892,1:?,2:good_actor,,0.928
5893,1:?,2:good_actor,,0.928
5894,1:?,2:good_actor,,0.928
5895,1:?,2:good_actor,,0.928
5896,1:?,2:good_actor,,0.928
5897,1:?,2:good_actor,,0.928
5898,1:?,2:good_actor,,0.928
5899,1:?,1:bad_actor,,1
5900,1:?,2:good_actor,,0.928
5901,1:?,2:good_actor,,0.928
5902,1:?,2:good_actor,,0.9
5903,1:?,2:good_actor,,0.928
5904,1:?,1:bad_actor,,1
5905,1:?,2:good_actor,,0.928
5906,1:?,2:good_actor,,0.928
5907,1:?,2:good_actor,,0.928
5908,1:?,2:good_actor,,0.928
5909,1:?,2:good_actor,,0.928
5910,1:?,2:good_actor,,0.928
5911,1:?,2:good_actor,,0.928
5912,1:?,2:good_actor,,0.9
5913,1:?,2:good_actor,,0.928
5914,1:?,2:good_actor,,0.928
5915,1:?,2:good_actor,,0.928
5916,1:?,2:good_actor,,0.8
5917,1:?,2:good_actor,,0.928
5918,1:?,2:good_actor,,0.928
5919,1:?,2:good_actor,,0.928
5920,1:?,1:bad_actor,,1
5921,1:?,2:good_actor,,0.928
5922,1:?,2:good_actor,,0.928
5923,1:?,2:good_actor,,0.928
5924,1:?,2:good_actor,,0.928
5925,1:?,2:good_actor,,0.928
5926,1:?,2:good_actor,,0.928
5927,1:?,2:good_actor,,0.928
5928,1:?,2:good_actor,,0.928
5929,1:?,2:good_actor,,0.928
5930,1:?,2:good_actor,,0.9
5931,1:?,2:good_actor,,0.928
5932,1:?,2:good_actor,,0.928
5933,1:?,2:good_actor,,0.928
5934,1:?,2:good_actor,,0.928
5935,1:?,1:bad_actor,,1
5936,1:?,2:good_actor,,0.928
5937,1:?,2:good_actor,,0.928
5938,1:?,2:good_actor,,0.928
5939,1:?,1:bad_actor,,1
5940,1:?,2:good_actor,,0.928
5941,1:?,2:good_actor,,0.9
5942,1:?,2:good_actor,,0.928
5943,1:?,2:good_actor,,0.928
5944,1:?,2:good_actor,,0.928
5945,1:?,2:good_actor,,0.928
5946,1:?,2:good_actor,,0.928
5947,1:?,1:bad_actor,,1
5948,1:?,2:good_actor,,0.928
5949,1:?,1:bad_actor,,1
5950,1:?,2:good_actor,,0.928
5951,1:?,2:good_actor,,0.928
5952,1:?,2:good_actor,,0.928
5953,1:?,2:good_actor,,0.928
5954,1:?,2:good_actor,,0.928
5955,1:?,2:good_actor,,0.8
5956,1:?,2:good_actor,,0.928
5957,1:?,2:good_actor,,0.928
5958,1:?,2:good_actor,,0.928
5959,1:?,2:good_actor,,0.928
5960,1:?,1:bad_actor,,1
5961,1:?,2:good_actor,,0.928
5962,1:?,2:good_actor,,0.928
5963,1:?,2:good_actor,,0.928
5964,1:?,2:good_actor,,0.928
5965,1:?,1:bad_actor,,1
5966,1:?,2:good_actor,,0.928
5967,1:?,1:bad_actor,,1
5968,1:?,2:good_actor,,0.928
5969,1:?,2:good_actor,,0.928
5970,1:?,2:good_actor,,0.928
5971,1:?,2:good_actor,,0.928
5972,1:?,2:good_actor,,0.928
5973,1:?,2:good_actor,,0.928
5974,1:?,1:bad_actor,,1
5975,1:?,2:good_actor,,0.928
5976,1:?,2:good_actor,,0.928
5977,1:?,2:good_actor,,0.928
5978,1:?,1:bad_actor,,1
5979,1:?,2:good_actor,,0.928
5980,1:?,2:good_actor,,0.8
5981,1:?,2:good_actor,,0.928
5982,1:?,2:good_actor,,0.928
5983,1:?,2:good_actor,,0.928
5984,1:?,2:good_actor,,0.9
5985,1:?,2:good_actor,,0.928
5986,1:?,2:good_actor,,0.928
5987,1:?,2:good_actor,,0.928
5988,1:?,2:good_actor,,0.928
5989,1:?,2:good_actor,,0.928
5990,1:?,2:good_actor,,0.928
5991,1:?,2:good_actor,,0.928
5992,1:?,2:good_actor,,0.928
5993,1:?,2:good_actor,,0.9
5994,1:?,2:good_actor,,0.928
5995,1:?,2:good_actor,,0.928
5996,1:?,2:good_actor,,0.928
5997,1:?,2:good_actor,,0.928
5998,1:?,2:good_actor,,0.928
5999,1:?,1:bad_actor,,1
6000,1:?,2:good_actor,,0.928
6001,1:?,2:good_actor,,0.928
6002,1:?,2:good_actor,,0.928
6003,1:?,1:bad_actor,,1
6004,1:?,2:good_actor,,0.928
6005,1:?,2:good_actor,,0.928
6006,1:?,2:good_actor,,0.928
6007,1:?,2:good_actor,,0.928
6008,1:?,2:good_actor,,0.928
6009,1:?,2:good_actor,,0.928
6010,1:?,2:good_actor,,0.928
6011,1:?,2:good_actor,,0.928
6012,1:?,2:good_actor,,0.928
6013,1:?,2:good_actor,,0.928
6014,1:?,2:good_actor,,0.928
6015,1:?,2:good_actor,,0.9
6016,1:?,2:good_actor,,0.928
6017,1:?,2:good_actor,,1
6018,1:?,2:good_actor,,0.928
6019,1:?,2:good_actor,,0.928
6020,1:?,1:bad_actor,,1
6021,1:?,2:good_actor,,0.928
6022,1:?,1:bad_actor,,1
6023,1:?,2:good_actor,,0.928
6024,1:?,2:good_actor,,0.928
6025,1:?,2:good_actor,,0.928
6026,1:?,2:good_actor,,0.928
6027,1:?,2:good_actor,,0.928
6028,1:?,2:good_actor,,0.8
6029,1:?,2:good_actor,,0.928
6030,1:?,2:good_actor,,0.928
6031,1:?,2:good_actor,,0.928
6032,1:?,1:bad_actor,,1
6033,1:?,2:good_actor,,0.928
6034,1:?,2:good_actor,,0.928
6035,1:?,2:good_actor,,0.928
6036,1:?,2:good_actor,,0.928
6037,1:?,2:good_actor,,0.928
6038,1:?,2:good_actor,,0.928
6039,1:?,1:bad_actor,,1
6040,1:?,2:good_actor,,0.928
6041,1:?,1:bad_actor,,1
6042,1:?,2:good_actor,,0.928
6043,1:?,2:good_actor,,0.928
6044,1:?,2:good_actor,,0.928
6045,1:?,2:good_actor,,0.928
6046,1:?,2:good_actor,,0.928
6047,1:?,2:good_actor,,0.928
6048,1:?,2:good_actor,,0.928
6049,1:?,2:good_actor,,0.928
6050,1:?,1:bad_actor,,1
