inst#,actual,predicted,error,prediction
2f953a8f8c7b3814a46f97b3bf10b0d9,1:?,2:good_actor,,0.691
2f9876e6953933af9964315493eb12b2,1:?,1:bad_actor,,0.762
2f9cf35aa45430b3b6ed8ccaea1119ec,1:?,2:good_actor,,0.699
2f9ee8e7efaa36d89ea06986bde79102,1:?,2:good_actor,,0.691
2f9f218cb1843af195d168757a2b3969,1:?,1:bad_actor,,0.762
2faf11d239e83315a6e91be67324c80c,1:?,2:good_actor,,0.691
2fb45b779f063a898520980b1ea5a076,1:?,2:good_actor,,0.691
2fb4bbeb6a523f21bc8e363a16cad0e9,1:?,2:good_actor,,0.699
2fb83609933c30918d24b4498a935c5b,1:?,2:good_actor,,0.699
2fb8a79d94623ca79b0a24fcad9d0603,1:?,1:bad_actor,,0.762
2fc10bf6949838a4b552cc64a554c0c7,1:?,1:bad_actor,,0.762
2fc204157bed39f7bd83e9fd3255aae8,1:?,1:bad_actor,,0.762
2fc6e37cb4463498aa74f4467e52734a,1:?,2:good_actor,,0.691
2fc81e437e1b318395c69a27ae5047f1,1:?,1:bad_actor,,0.999
2fc9b66574163ab7aa5d320656288231,1:?,2:good_actor,,0.691
2fd0f95fa92d32598776a6d0b29ea4a4,1:?,1:bad_actor,,0.762
2fdbf7f8a48d312e9dd45e06d60ce892,1:?,2:good_actor,,0.691
2fdd881024d93415993beff29fa5e5bb,1:?,2:good_actor,,0.691
2fe297bf3458333786f48fc5039f15ff,1:?,2:good_actor,,0.691
2fe91b04f4a73122afceb0e45e736915,1:?,1:bad_actor,,0.762
2feaae66990735359007afcb45d10c3c,1:?,1:bad_actor,,0.999
2ffee6ade3873882ae7a5fa82aef087e,1:?,1:bad_actor,,0.762
3002ca2b49893e95a1f125e7af7e09e5,1:?,1:bad_actor,,0.762
300950e770b6301b973e27ff4a35082d,1:?,1:bad_actor,,0.999
300b6b2bc0213e48a53b94be2c88eae6,1:?,1:bad_actor,,0.762
3013faa100ed3bbf9db05574a1288bb9,1:?,1:bad_actor,,0.999
3015f69cb1dd3824a034e7dfc8bdc212,1:?,1:bad_actor,,0.762
3018b3ec8ba03f23bdfe26edc2429c5b,1:?,1:bad_actor,,0.762
301dc9113ac83976a4bdddfda2f023ea,1:?,2:good_actor,,0.691
301fc399a1c93a9a8e40b66552053979,1:?,2:good_actor,,0.691
30209a85ccd63f5abe1ce9ec914e722d,1:?,1:bad_actor,,0.762
302b5f740327361ea6030da672797ed4,1:?,1:bad_actor,,0.762
302b857da10e3362af76a7368150a2d9,1:?,1:bad_actor,,0.999
30315d5b5741394da52868796b5f34aa,1:?,2:good_actor,,0.691
3032080210e639718d9669618a997e16,1:?,1:bad_actor,,0.762
3032339bc2673a74803a4d6e1133273d,1:?,1:bad_actor,,0.762
303275976fcc39738c48d9cabfee5d5b,1:?,1:bad_actor,,0.762
3036641607e83e8c954139ed2ea53fb5,1:?,1:bad_actor,,0.762
30390a4e77f53db3884ec3fd033a67d0,1:?,1:bad_actor,,0.997
303d5dd5da3a35d191f442f1a025b394,1:?,1:bad_actor,,0.762
303f49a894da3d3da4e7aeeb3d441bf9,1:?,1:bad_actor,,0.762
3040fac1694b3732b5f3942c1ea159e8,1:?,1:bad_actor,,0.762
3047d28a9f5e34329dd5fec3f4740e79,1:?,2:good_actor,,0.691
304d0523b81c36a6aac7967ab791aba4,1:?,1:bad_actor,,0.999
30507ae02747391bbe6b528d7c8c176f,1:?,2:good_actor,,0.691
3050d8ec07693c3ba584e0120a52eeb8,1:?,2:good_actor,,0.699
305262ba2cfe3504864870b5b77ac953,1:?,1:bad_actor,,0.762
305706020afe3b8db850c6cf0db3e276,1:?,2:good_actor,,0.691
305814f1e483356c9c5a619e08159182,1:?,2:good_actor,,0.699
305ab34938333c2aa9f8d8f59d15e7b9,1:?,1:bad_actor,,0.762
305f10fa482d3260a5fbaf729da618c1,1:?,2:good_actor,,0.691
305f1702f2c839cead9693ef932b66b8,1:?,2:good_actor,,0.691
3064d6d35e45342d9ccf436390b25619,1:?,2:good_actor,,0.691
306afff60b543a2987db7f58357b9eca,1:?,2:good_actor,,0.691
306edb26ff193c5c83c84ad5021ba641,1:?,2:good_actor,,0.691
306faf69bb5f3f13939dc8720b4c7da4,1:?,2:good_actor,,0.691
3071abe64aa233989df671b2229af599,1:?,2:good_actor,,0.699
3073f259acbf3735b68b4abcfcf55538,1:?,2:good_actor,,0.691
30772f41a2ef3d02b86fa17fa9e80aa9,1:?,2:good_actor,,0.691
3077a867087432768c66e6f1df3205b0,1:?,1:bad_actor,,0.762
307da05c72e33e2d9bccda08c5b93bb8,1:?,2:good_actor,,0.691
30802100c24633d8a3f0fd144747d0c3,1:?,2:good_actor,,0.691
3080838a5d4c373091835c20c051c64a,1:?,2:good_actor,,0.691
30860cc1a1b2362e9abd10befb328bd4,1:?,1:bad_actor,,0.762
308abe800c8b3d2d853abd0a36c031c0,1:?,1:bad_actor,,0.762
308abf351ddf3b9eb1c71c1ec19df39c,1:?,2:good_actor,,0.691
308c057a470f3b73a7c3b936d01148dc,1:?,2:good_actor,,0.691
308cf273fcac39fb95ac9d886ca6d23c,1:?,1:bad_actor,,0.8
3091302247ce31cb891955f52f3b2f78,1:?,1:bad_actor,,0.8
3094763f39593d66857762f6518db3a6,1:?,2:good_actor,,0.691
3098e02ecc9d30669716e37c326e5ca8,1:?,2:good_actor,,0.691
309f4125bb77340f914f16b996061d21,1:?,1:bad_actor,,0.98
30a91682c9673032a598141a8c02e8ad,1:?,1:bad_actor,,0.762
30aa3f10de8236aa86e715004c38fa73,1:?,2:good_actor,,0.699
30ab05ed2b86358eb6c7d209bd7302d5,1:?,1:bad_actor,,0.762
30b69e050d243a65965f2a18ae6fe741,1:?,2:good_actor,,0.699
30bc491203c539428a26ce7b27d2c5f1,1:?,1:bad_actor,,0.762
30bc99df42b83d4cbe68e5a23f15489d,1:?,2:good_actor,,0.691
30c3401109343b4b893b76e726ddd45f,1:?,2:good_actor,,0.691
30ce76b1ff323b5aad1c7b6bb77f803a,1:?,1:bad_actor,,0.762
30d065bd549433c8a3c7b0ce57e5cbef,1:?,1:bad_actor,,0.762
30da3dcfc96132e5bccede31e274fe7c,1:?,1:bad_actor,,0.762
30e84f9e7a5a3aeeb3fe4520cc981ecc,1:?,1:bad_actor,,0.762
30e91425e03334a2901122c9ec0a68dd,1:?,1:bad_actor,,0.762
30ee3e89b1233495a012a62cd277afc4,1:?,2:good_actor,,0.691
30f1ac9af6ec3f0188737e06b1420638,1:?,2:good_actor,,0.691
30f3d898bc013f0e9c363c4c3eb8e62b,1:?,1:bad_actor,,0.762
30fa6a5fe8af3448a6e89901b8dabf8a,1:?,1:bad_actor,,0.762
30fa73fd978d3b5082d96f7f7feef0ce,1:?,1:bad_actor,,0.762
30fb3d724b9c3cf0a63582ba99fe390b,1:?,1:bad_actor,,0.762
30fe4cc1d37839dcbf16a156eedc5d50,1:?,2:good_actor,,0.699
310ebcdff12739a89f403af1c656f20b,1:?,2:good_actor,,0.699
3114aa97aafb383589a066736aa5a462,1:?,2:good_actor,,0.691
31202bff2e7b36e0b2a731778bde541d,1:?,2:good_actor,,0.691
3122d2331ee23ba5bfbf091eac6db6b1,1:?,1:bad_actor,,0.999
31245ee4a7f73b46b22f7618dda416fc,1:?,2:good_actor,,0.691
3125568946053da685521d3d3cd334b4,1:?,2:good_actor,,0.699
31270b0835673d45a866cc15dc525568,1:?,1:bad_actor,,0.999
3129f4c3f3fb3d95bfcf09e8a753bd2c,1:?,2:good_actor,,0.691
312a564f19e1310cbd5619af017e741e,1:?,2:good_actor,,0.691
312ba4bf9cb0376a8f4755b659ff5877,1:?,2:good_actor,,0.699
3130469d5b08317b8248596c67fadc5a,1:?,2:good_actor,,0.691
3133368f1f093be7872566afd730bb59,1:?,2:good_actor,,0.691
31423cb69b873358a3a41c18573cc456,1:?,1:bad_actor,,0.762
31430dbbc8233caabef3a08bd14430a9,1:?,1:bad_actor,,0.762
314a903688743f6ab0b088ba6d678b0b,1:?,2:good_actor,,0.699
314b8de6b1ca3cbb8d34d5e85fcbdd26,1:?,1:bad_actor,,0.762
31506c26288a3bc4991ae4eb8844cd99,1:?,2:good_actor,,0.691
3150c1b6efe83ab191b97ab61f764a9a,1:?,2:good_actor,,0.691
3151a3277f993182ab81ed954bab03b5,1:?,2:good_actor,,0.691
3153c350f42e3962b77bf773fcbe7507,1:?,2:good_actor,,0.699
3154a35bb2123a69a63ce42b58328436,1:?,1:bad_actor,,0.762
3156df64ca7b3b36b617fc341b51e10c,1:?,1:bad_actor,,0.997
315bd744fe8131e8b86671370ef9ccf8,1:?,2:good_actor,,0.691
315fe929e31931bca87eb53d35b47919,1:?,2:good_actor,,0.699
31646ad58c2536d39f3a1873b084ba5a,1:?,1:bad_actor,,0.999
316bee089d8f367699c17aa827a0b4bf,1:?,2:good_actor,,1
3173f988e76b3421be5577f06153366d,1:?,2:good_actor,,0.699
3175350e5642339b844ec7f8fb19978a,1:?,1:bad_actor,,0.762
3178fa40ca6833ad846e34cb6c5f73fe,1:?,2:good_actor,,0.691
317f3c48adaa308b8c9b80d748b461c2,1:?,2:good_actor,,0.691
3181c83d2106324fa98d4339632a068e,1:?,2:good_actor,,0.691
318643b52cfb3fb09f701d6cfe12648a,1:?,1:bad_actor,,0.762
31868afe3867323a81b1213d0b755d1e,1:?,2:good_actor,,0.691
3192cee6c4783e69ae0777f279bb4e65,1:?,2:good_actor,,0.691
319565d542d83dcf8fa4cb347cb02298,1:?,1:bad_actor,,0.999
319a14f8aa2b3a11b272bccd1490c1c1,1:?,2:good_actor,,0.691
319d489196a037e7be11192b8c54f71f,1:?,2:good_actor,,0.699
319f531c9fd23c5cbe3c904f5c80a7ca,1:?,1:bad_actor,,0.762
31a15c15da8c3beab6482b0a1c2bb6c4,1:?,1:bad_actor,,0.762
31a4357c8515302d8506723b8345efb7,1:?,1:bad_actor,,0.997
31a5139d7659322cb3f9446198c3e5a4,1:?,2:good_actor,,0.691
31a6c23c61ad362b8959a52ef3bb04bf,1:?,2:good_actor,,0.699
31a88a6c20db3a4ebf0e63ff9abd9f1c,1:?,2:good_actor,,0.691
31af7f74af223233b0e4e96a38384b55,1:?,2:good_actor,,0.691
31b40a0ad7973c5492c7164d00acb6d1,1:?,2:good_actor,,0.691
31bc6d0c94b43dbb826241108410a8ea,1:?,2:good_actor,,0.691
31becfcbfb00323b85716dc7007d7bfb,1:?,2:good_actor,,0.699
31c5215908bf36feaec5959399ae7ab6,1:?,1:bad_actor,,0.762
31c62653b23732f5ae68d077b2c3bcc7,1:?,1:bad_actor,,0.762
31c789d2d5583241a866889ad7e2c251,1:?,2:good_actor,,0.699
31c904566e3830b9868020c7edea92e7,1:?,2:good_actor,,0.691
31cbf6411f553be1ac6224831861c399,1:?,2:good_actor,,0.699
31cdaa3ac17e3bd594cf2bebaaff217b,1:?,2:good_actor,,0.691
31d99bf9d9c63eb4b275afa1020aa6a7,1:?,1:bad_actor,,0.999
31dbdc7b7b3f3ecbb32897f66f9c677e,1:?,1:bad_actor,,0.999
31ddb38ef47634b6b41b358c3fac5ee6,1:?,2:good_actor,,0.691
31e47d3790fb3e7c9a2d3627d78226be,1:?,1:bad_actor,,0.762
31e7cc45c01a3a17a13984f0e504e851,1:?,2:good_actor,,0.691
31e97ce7fcb938638352ce6dc46b2aa9,1:?,1:bad_actor,,0.762
31eb63cdf8d13253bdf73f9395a702d1,1:?,1:bad_actor,,0.762
31f2d7a9c49d3fb4a4730604c1327793,1:?,2:good_actor,,0.691
31f2ef4bd37836b9a6a429a9d95429cb,1:?,2:good_actor,,0.699
31f89575b18e31e783edc9d17e2ffa4a,1:?,2:good_actor,,0.691
31fa21cda918331baa9414c1891f8846,1:?,2:good_actor,,0.691
31fbe21e6c4b38219d88f6bcc5fe7700,1:?,2:good_actor,,0.691
31fc5790f47f37978b0fc0a979706e4f,1:?,1:bad_actor,,0.762
32048a1d56e73df48e09f02ae259b3c3,1:?,1:bad_actor,,0.762
3206d67d05233f359115c5d58de33422,1:?,2:good_actor,,0.699
3207bc007372306ea809a353a099393b,1:?,2:good_actor,,0.691
3209a7ddb5013604946a9676761d02ee,1:?,1:bad_actor,,0.762
320e5a6c8b0c373990b095d4368c2f93,1:?,2:good_actor,,0.691
3210ea5187f6358d9f505b7bc53be263,1:?,1:bad_actor,,0.999
3216336ffe5e372ca941beb367632209,1:?,1:bad_actor,,0.762
32186b72a9b03378a8b28ceca4de84db,1:?,1:bad_actor,,0.762
321afc25d9d33c2b9a9711131ae6fee8,1:?,1:bad_actor,,0.762
32205ffd123236edbf8493fbf4442a3e,1:?,1:bad_actor,,0.762
32296b38f66031bebd074b77f897972e,1:?,2:good_actor,,0.699
322c3ac6099c306cbabb45af327e71f3,1:?,1:bad_actor,,0.762
322d6b3d26133bf091421c96cb93bcac,1:?,2:good_actor,,0.691
322fca7489803645b9011c418f732414,1:?,2:good_actor,,0.691
3230d49457393b6c91f87b18f32b4f35,1:?,2:good_actor,,0.691
32316ce4ad22378fbd7856eaca412ce1,1:?,2:good_actor,,0.699
323ba846badd34ec95838801a343daf6,1:?,1:bad_actor,,0.762
323e33f189e2350ebe4daa698c47d8bc,1:?,2:good_actor,,0.691
3250d6446e87321eaf83023e64e10122,1:?,2:good_actor,,0.691
325aa0ba38b93f018579288517f54f8b,1:?,1:bad_actor,,0.999
325ae220064b3e8aace57d12fd47ddc8,1:?,1:bad_actor,,0.762
325bbcc038713c81beafecdd6e367f3c,1:?,1:bad_actor,,0.762
325be15ab7f0357f855da64c9d5b6223,1:?,2:good_actor,,0.691
325ce715378633ddb6f2a643676a1321,1:?,1:bad_actor,,0.762
32620423ee3b3449bafada89b016b66a,1:?,1:bad_actor,,0.762
32637ef9ebba3108a11c7cd132a1851d,1:?,2:good_actor,,0.691
32664eda26e5313fb70a58de4a2bed28,1:?,1:bad_actor,,0.762
326b0e7fe3243ee494178201679c3060,1:?,2:good_actor,,0.691
326fb58feced383792748bce0dff537b,1:?,1:bad_actor,,0.762
3273cd25987a3fc4b4b7ff37571b1e83,1:?,2:good_actor,,0.691
32755efaf1063b608b89cb9c5f5c2903,1:?,1:bad_actor,,0.997
32760d72a15330c095a809d3c61e35f8,1:?,2:good_actor,,0.691
327abf1332f6326f80797d340fcb506f,1:?,2:good_actor,,0.691
328504f2f08339a9803751abee89d60e,1:?,2:good_actor,,0.691
328673faade8368a9e7ac4646fc1efed,1:?,2:good_actor,,0.691
3286bdd934fa3664a18620575d035ddc,1:?,1:bad_actor,,0.999
3288161c88aa3db0b1e631d22949bf7a,1:?,2:good_actor,,0.691
3294adccc0653b189bbac9fad5444869,1:?,2:good_actor,,0.691
329b0a971c323e9caf67e50bab0d2ad1,1:?,1:bad_actor,,0.762
329cdb63c63e3f3e8d889190aec395b4,1:?,2:good_actor,,0.699
329f62c67e8331e7a55e97747d6d8ea5,1:?,1:bad_actor,,0.762
32a2fd426b5d3e28b213343d7e857bd2,1:?,2:good_actor,,0.691
32a4cc58fdb33bbd91fbe24f8c8e5e27,1:?,2:good_actor,,0.699
32a62e415028349487fe04eea6b46faf,1:?,2:good_actor,,0.699
32a72eedacdc3c0e8d6873fe546ccd0e,1:?,1:bad_actor,,0.997
32a84825c4f93098a9d8573118cccf8e,1:?,1:bad_actor,,0.762
32ae69776a5d3c1fba24f18d28e863b2,1:?,2:good_actor,,0.691
32ae8d3cec2d326aa7d8ad347c62933b,1:?,1:bad_actor,,0.762
32b0917fb58d3b838181e0f315e3ad4e,1:?,2:good_actor,,0.691
32b45e12d11a38d4bb58497f57b00efb,1:?,2:good_actor,,0.691
32b49da353df3b91b544c1a8187bf947,1:?,2:good_actor,,0.691
32b52c5e78dd37678b1a1eed4363c327,1:?,2:good_actor,,0.691
32ba6f5971fc35c9adb1022aa51b48fb,1:?,1:bad_actor,,0.762
32bfab34eec93e2d953509a7a62f86f8,1:?,1:bad_actor,,0.762
32c3a969ed523b65875bb0fb6e5a3a81,1:?,2:good_actor,,0.699
32c7c540a0e132b38b83572d074c673b,1:?,1:bad_actor,,0.762
32ce4780c01e3e45a83a0e39f357eb16,1:?,2:good_actor,,0.691
32d8d2328b613fef93947f69ff2d38f4,1:?,2:good_actor,,0.691
32d994bd091037be85700a3e7ec0ee14,1:?,2:good_actor,,0.691
32db8cef9b853348a218de4581658216,1:?,2:good_actor,,0.691
32de1991faef3d1895a9172ad5e1ca55,1:?,2:good_actor,,0.691
32e739958b8c304bbb60a8171968ffbd,1:?,2:good_actor,,0.691
32eb8c130b1d3604822b6d332cde2410,1:?,2:good_actor,,0.691
32eb9c2308da39f0a7f9fd554153b1e9,1:?,2:good_actor,,0.691
32ee9cc2eae83bf28baffc6e0ccc27fb,1:?,1:bad_actor,,0.762
32ef255f204c3284b5489c4b5257ea15,1:?,1:bad_actor,,0.762
32f72158157c3cd6a7fb29c49830648e,1:?,2:good_actor,,0.691
32f72e6a45be386c9bacdbc58af6aded,1:?,1:bad_actor,,0.762
32fa9f79c2923c408ac4b8482f61f29b,1:?,1:bad_actor,,0.8
32fd35787e6e39799339b57358519c60,1:?,1:bad_actor,,0.762
32fe29ee13373d649eb9dbe0d5f005d8,1:?,2:good_actor,,0.699
3304ce4f31a43b3fab8bc9caf411ca69,1:?,1:bad_actor,,0.762
330626bb2cd93f58afe7b9c76dc0858d,1:?,2:good_actor,,0.691
330674efab71344293bfd67e9dc0baae,1:?,1:bad_actor,,0.762
330aed81882f3040b6b736e381829c6b,1:?,1:bad_actor,,0.762
330afcff57cf35b5a3e5a34dca6334d6,1:?,1:bad_actor,,0.999
3312df87a7c53ecfa910278e703a901d,1:?,2:good_actor,,0.691
331c4504e7dc302090463b506abd2316,1:?,2:good_actor,,0.691
331e521d7c1239a4a30fbc0b5b7b0b6b,1:?,1:bad_actor,,0.762
3328b0cc8a5c35779be22994ead6a55f,1:?,2:good_actor,,0.691
332d65a371093b10a808c0d193d64c2b,1:?,2:good_actor,,0.691
332e90d98263360280542d1790dc0390,1:?,2:good_actor,,0.699
333c6ab4c4bf3bb5904336534bf41a69,1:?,2:good_actor,,0.691
3344b21d2e0734df913398c793179a47,1:?,1:bad_actor,,0.999
334ad99b4bdf3be39fd84d977aa1d23f,1:?,1:bad_actor,,0.762
3352f5ea40d03863a8d88e11c389d09f,1:?,1:bad_actor,,0.762
33550babfecc37ae9a502da374a59ae9,1:?,1:bad_actor,,0.762
3356cca29bcc3cc79cc599d618721338,1:?,2:good_actor,,0.699
33592dbc8bb73540aa10c07de5745ef0,1:?,1:bad_actor,,0.997
335e76657bf33df7b1967ac4d03ff615,1:?,2:good_actor,,0.691
33628b8264ed37f6838e8b7d12bcbeae,1:?,2:good_actor,,0.699
3363f2098e2a35c0a64cc3d6fe6865d1,1:?,2:good_actor,,0.691
3365e50de72737ccb628f23a46665eba,1:?,2:good_actor,,0.699
3368036a441838f094058eb02ae3b6ae,1:?,2:good_actor,,0.699
3370210f20793c70b18462fb0da28f2b,1:?,2:good_actor,,0.691
337334b6dd933d2ca9057efc164021ea,1:?,2:good_actor,,0.699
3377b2ac3a06399ebe8477f93dd5c5c1,1:?,1:bad_actor,,0.762
337a5542b059390d98bcee45f45124b3,1:?,1:bad_actor,,0.999
337a7236e08d36f399eac1a636e14c40,1:?,2:good_actor,,0.699
3381ed463c8b3858a896d9a6bc502ec4,1:?,1:bad_actor,,0.762
3382173045783e4ab36748e00c3ac819,1:?,2:good_actor,,0.691
33835352e3d638d185eff7f5d0116edb,1:?,1:bad_actor,,0.762
33849c32276d3333a662284df2621dcf,1:?,1:bad_actor,,0.762
3386578df3863bdf9dc1b28fa9f4618b,1:?,2:good_actor,,0.691
339111b25295371980cb0d1e79c6e6f3,1:?,2:good_actor,,0.699
339173d6edaa35f9b008cec9d575b521,1:?,2:good_actor,,0.691
3392abaa952b3b96b005466b2b48e657,1:?,2:good_actor,,0.691
339427287f7c3b06b2beaf0d58213640,1:?,1:bad_actor,,0.762
33943fedf20531979ec9d9bbbcffc294,1:?,1:bad_actor,,0.762
339747f2517335ec9e363be27bf948bd,1:?,1:bad_actor,,0.762
33986e92253a3395a67c4fcadca93e82,1:?,2:good_actor,,0.691
3399307ce1ae35eb86e4364eda8dd9ec,1:?,1:bad_actor,,0.762
339e76986e0530deb7b4b15f31fce1eb,1:?,2:good_actor,,0.699
33a285328ceb3574b9e540f469a745f5,1:?,1:bad_actor,,0.762
33a332a8b31e320181c8d17c478d6a71,1:?,2:good_actor,,0.691
33a58306ada433e9a64cd0ed074a041c,1:?,1:bad_actor,,0.762
33a642c59c693667a61542bb6c155a8c,1:?,1:bad_actor,,0.762
33ad72561d213275a6238b34fbd1bacd,1:?,1:bad_actor,,0.762
33aea8982d2c3e1594613ceae412dd4b,1:?,2:good_actor,,0.691
33b304e700693ce98fd613b89f4284bd,1:?,1:bad_actor,,0.762
33b59b8086da3166b67ea494f8f4ac31,1:?,2:good_actor,,0.691
33b90cc28d593011a4d72a0f6390300e,1:?,1:bad_actor,,0.762
33bb07de33953188862b6254fa2f49c1,1:?,2:good_actor,,0.691
33bd61afd4f839b0a0b5f19f493618c6,1:?,2:good_actor,,0.691
33bf53e307d23b8898a0d87e3bb8dec5,1:?,2:good_actor,,0.691
33c072a7e65731888c2e440f4f67063e,1:?,2:good_actor,,0.691
33c22aad534c32688c4bab0b35dc54ff,1:?,1:bad_actor,,0.762
33c34c51a52d3486be641c96bf3261a3,1:?,1:bad_actor,,0.762
33ce2ecfee903ea3857d0c7db05b4749,1:?,1:bad_actor,,0.762
33cff5de1e1d3fceb3dc9661a607fcc5,1:?,1:bad_actor,,0.762
33dc94423adf3206a00de7dd263d8f64,1:?,1:bad_actor,,0.762
33e0dfe262633b97ac9d2718720c0dd2,1:?,1:bad_actor,,0.762
33e43905942f39dd852a39b6075cd22c,1:?,2:good_actor,,0.691
33e5f70d7928398c9bd88e88b4a18548,1:?,1:bad_actor,,0.762
33e65acd91d63c659e0146811d8cf8a9,1:?,2:good_actor,,0.699
33e77d5fc9123fc7aa19bbe28fd1a85f,1:?,2:good_actor,,0.691
33e89420060e316ba387e171ef1b8743,1:?,1:bad_actor,,0.999
33eb0bfa1824387ea1ef6dc4f6fac2f6,1:?,1:bad_actor,,0.762
33f6eaa082923b60acce403ab18d8725,1:?,1:bad_actor,,0.762
33f6fce7d8f5319787605f765e6e9ea5,1:?,2:good_actor,,0.699
33f8629c1dbd39689a3f40b217c9330f,1:?,2:good_actor,,0.691
33f9c5eae51534a1aaf298d4e9317ec2,1:?,1:bad_actor,,0.762
33ff8f32ec793986b160074323d3effb,1:?,1:bad_actor,,0.762
3408311c9c9c34f68a9c56928eb34a20,1:?,2:good_actor,,0.691
340f962f0e533d12a1908ae7fbebcfbe,1:?,2:good_actor,,0.691
3413550407b33c618d9bfd206eaad4cd,1:?,2:good_actor,,0.691
3413a02618d131edafb415e15f089ad1,1:?,2:good_actor,,0.699
341933ba9962398281dd683401f05ba3,1:?,2:good_actor,,0.691
342306e2cfae3bb8a030ef1a2000f7ad,1:?,1:bad_actor,,0.762
3424dc08e27a3bed9b12878240ae9076,1:?,1:bad_actor,,0.762
34269b71ea7932629d46bffdfe411ede,1:?,1:bad_actor,,0.762
342a41f9fc043c7c837acc6795d36969,1:?,1:bad_actor,,0.999
342a9f68fd9b3040ac8f2ce6ae910088,1:?,2:good_actor,,0.691
342acaeb140e3b48876a55706b6b25ab,1:?,2:good_actor,,0.699
3430baf872ea34eb9a2915c05f9a04ee,1:?,1:bad_actor,,0.762
34328c65c2de3ff585f7e7571ceb6c14,1:?,2:good_actor,,0.691
34337d1a82dc3c6885725cce1d174f20,1:?,1:bad_actor,,0.98
343d580270473f4c9c1e8f30a27830d4,1:?,1:bad_actor,,0.997
343ee03736923b919eb271bc0eb81144,1:?,2:good_actor,,0.691
34499610647334dba1860535252d0ef2,1:?,1:bad_actor,,0.762
344a831946ac36909ebefe314ec5bc5a,1:?,1:bad_actor,,0.8
344afcc93c5231e487959442d52b6735,1:?,1:bad_actor,,0.762
344c3cc7e39439498b2dd13ff4dd3c08,1:?,2:good_actor,,0.699
344cdb18579c30d68410d0577064ac61,1:?,2:good_actor,,0.691
34511706c84936678724c1ec038e7a1d,1:?,1:bad_actor,,0.999
345b6d972e3039528ba96f9a8a8a80bd,1:?,2:good_actor,,0.691
345f267ae35730278298716cc832bc24,1:?,1:bad_actor,,0.997
34675fa3e76b37c7822c523f9a974dad,1:?,1:bad_actor,,0.762
3468a9a31cc6319da71adea7bf936003,1:?,1:bad_actor,,0.762
34708d7d18fa3ecc9e9119de9b62715d,1:?,2:good_actor,,0.691
34749a1aca3f34e093f8c5a5782fb07f,1:?,1:bad_actor,,0.762
34750d841f7e3d5aabbb73c63631da28,1:?,1:bad_actor,,0.997
3477d658565238969d802e96ddd36906,1:?,2:good_actor,,0.691
347a2d5b872f3bde845ad032620a1221,1:?,2:good_actor,,0.691
347d87133e1f3237b5918dfbdb37dbfd,1:?,2:good_actor,,0.691
348f67a93272343ebd1ff1c9d0a2cab3,1:?,2:good_actor,,0.691
349296533f1e39a99f73998b7f30a8ed,1:?,1:bad_actor,,0.762
349612edc8fe39f7916c5899fe86477c,1:?,2:good_actor,,0.691
349b6569a559337ca1221ce01c00ed65,1:?,1:bad_actor,,0.762
349e6cfec9463438a00be0c004b8caa1,1:?,1:bad_actor,,0.98
349fb0d519de3144892a6789dfb1165a,1:?,1:bad_actor,,0.762
34a0dd78f0f93db2932cc57d6af5dcb0,1:?,2:good_actor,,0.691
34a22cc712d03ff4ba169a4631942639,1:?,2:good_actor,,0.691
34a62c055b9c3f14bbb3c9e0031adb0b,1:?,1:bad_actor,,0.762
34a7be09a7b53c4cb6dd9412d6e59cf1,1:?,1:bad_actor,,0.762
34a80bc531cf3f1cb7b4171293812de5,1:?,1:bad_actor,,0.762
34ac7753917b3dcb9e49290681dd3a24,1:?,1:bad_actor,,0.762
34ad7eaa15b53a12a8f0231d03e8fa38,1:?,1:bad_actor,,0.762
34b1384d99583e3f82288a9f45638e78,1:?,1:bad_actor,,0.762
34b34a35373e3033aeafbb939f447468,1:?,2:good_actor,,0.691
34b47ac798aa3adcae8cd19b22260f81,1:?,2:good_actor,,0.699
34b57f3337f63ce9894bd6b999c9076a,1:?,1:bad_actor,,0.762
34b70f4728bc31dc9c560ee5941aa616,1:?,1:bad_actor,,0.999
34b72f29568b3f1b9394a1ae81e5dce9,1:?,1:bad_actor,,0.997
34b93bf8cf983f6691218287c4d96ce4,1:?,2:good_actor,,0.691
34bd3c3cf0373e4d975445fa53e255b0,1:?,2:good_actor,,0.691
34bd7da775ee3f9eb936a3f1c40f04c6,1:?,1:bad_actor,,0.762
34be2580a5a532b4a69d4c4d43ad5df7,1:?,2:good_actor,,0.691
34be366fb9f530cc9559e999a9b61f10,1:?,2:good_actor,,0.691
34c1d764b3f03e398b0595a58abc3322,1:?,2:good_actor,,0.691
34c30ca5e11931fc99f7b97b2bd6873e,1:?,1:bad_actor,,0.999
34c44146316332fb8ebf2b9e5cb26c22,1:?,2:good_actor,,0.691
34cfbe3a8ce438228781a32271235dce,1:?,1:bad_actor,,0.762
34d1d0ce4b363a93a834912caef514c3,1:?,1:bad_actor,,0.762
34d3bd17ce363ca2b2d6b3d8a078d3ff,1:?,1:bad_actor,,0.762
34d4ebb507d9389191e1335b784821de,1:?,2:good_actor,,0.691
34d6240e964f3a008b48d6ed5acb6eb7,1:?,2:good_actor,,0.699
34d66b9c858e3bf4bbe00c9e43bc160d,1:?,2:good_actor,,0.691
34dd22e260213362b3897487b1fd52dc,1:?,2:good_actor,,0.691
34df87fae30239898cbe613e75ac7fe6,1:?,2:good_actor,,0.691
34e4e2459e743240b32c034cdf0def35,1:?,2:good_actor,,0.691
