@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE account_age numeric 
 @ATTRIBUTE author_type numeric 
 @ATTRIBUTE average_hashtags numeric 
 @ATTRIBUTE average_links numeric 
 @ATTRIBUTE average_minutes_between_posts numeric 
 @ATTRIBUTE average_post_lenth numeric 
 @ATTRIBUTE average_posts_per_day_active_days numeric 
 @ATTRIBUTE average_posts_per_day_total numeric 
 @ATTRIBUTE average_user_mentions numeric 
 @ATTRIBUTE boost_score_avg numeric 
 @ATTRIBUTE boost_score_std_dev numeric 
 @ATTRIBUTE boost_score_sum numeric 
 @ATTRIBUTE boosting_timeslots_count numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_clustering_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE count_authors_sharing_boosted_posts numeric 
 @ATTRIBUTE default_profile numeric 
 @ATTRIBUTE default_profile_image numeric 
 @ATTRIBUTE friends_followers_ratio numeric 
 @ATTRIBUTE listed_count numeric 
 @ATTRIBUTE number_followers numeric 
 @ATTRIBUTE number_friends numeric 
 @ATTRIBUTE number_of_crawled_posts numeric 
 @ATTRIBUTE number_of_posts numeric 
 @ATTRIBUTE number_pointed_posts numeric 
 @ATTRIBUTE number_pointers numeric 
 @ATTRIBUTE topic_net_betweenness_centrality numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_clustering_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric 
 @ATTRIBUTE topic_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric 
 @ATTRIBUTE verified numeric 
  @DATA 
 3892629bc0583129b1ed40ff24d0ed62, 1056.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 0.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 8.852941176470589, 21.0, 34.0, 301.0, 1.0, 1020.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 38aeab2151763776a7acbe143f97bfee, 23.0, 1.0, 0.0, 1.0, 15.133333333333333, 10.5, 2.0, 2.0, 1.0, 0.052325252885442375, 0.05200637533442197, 0.10465050577088475, 1.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.19759532657499707, 13.70975566839484, 13.70975566839484, 0.3558304237769779, 0.3558304237769779, -3.9565216266963597, -3.9565216266963597, 0.03781568328188249, 0.03781568328188249, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.02076777847702958, 13.720262000435943, 13.720262000435943, 0.34529053912313534, 0.34529053912313534, -3.9588937951143386, -3.9588937951143386, 0.07754314397061617, 0.07754314397061617, 2768.0, 1.0, 0.0, 33.5, 2.0, 4.0, 134.0, 2.0, 60.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 393ec7088bfd30148044b97045a72569, 485.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 3.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 29.64, 20.0, 25.0, 741.0, 1.0, 1593.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3968ad09d02230bbaedce1dfe1f1e64d, 762.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 12.263157894736842, 18.0, 19.0, 233.0, 1.0, 1118.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 39809623ae6d3c83bd8709f4eb087f01, 15.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 44.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3ab760c5035a38c08bfbc851b8157bb7, 841.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 9.6, 20.0, 20.0, 192.0, 1.0, 1151.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3b96d41418363bfaa380717f33c3d25f, 23.0, 1.0, 0.0, 1.0, 16.8, 12.5, 2.0, 1.0, 1.0, 0.028079717488358955, 0.026675908894608955, 0.05615943497671791, 0.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.3648149740647073, 13.709755668389958, 13.709755668389958, 0.3558304237769779, 0.3558304237769779, -3.9565216266962313, -3.9565216266962313, 0.037815683281882485, 0.037815683281882485, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.36375078665827565, 13.720262000435477, 13.720262000435477, 0.34529053912313534, 0.34529053912313534, -3.9588937951143084, -3.9588937951143084, 0.07754314397061617, 0.07754314397061617, 0.0, 1.0, 0.0, 106.0, 1.0, 1.0, 106.0, 2.0, 26.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3bae28f618d734ae98b5bd957675f346, 28.0, 1.0, 0.0, 1.0, 9.983333333333333, 12.5, 2.0, 3.0, 1.0, 0.028079717488358955, 0.026675908894608955, 0.05615943497671791, 0.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.3648149740647073, 13.709755668389958, 13.709755668389958, 0.3558304237769779, 0.3558304237769779, -3.9565216266962313, -3.9565216266962313, 0.037815683281882485, 0.037815683281882485, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.36375078665827565, 13.720262000435477, 13.720262000435477, 0.34529053912313534, 0.34529053912313534, -3.9588937951143084, -3.9588937951143084, 0.07754314397061617, 0.07754314397061617, 0.0, 1.0, 0.0, 34.44444444444444, 1.0, 9.0, 310.0, 2.0, 107.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3c2c62b2efe43c1ea93c5bf53520a8ed, 23.0, 1.0, 0.0, 1.0, 19.083333333333332, 12.5, 2.0, 3.0, 1.0, 0.05247419839920367, 0.05107038980545367, 0.10494839679840734, 0.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.3648149740647073, 13.709755668389958, 13.709755668389958, 0.3558304237769779, 0.3558304237769779, -3.9565216266962313, -3.9565216266962313, 0.037815683281882485, 0.037815683281882485, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.36375078665827565, 13.720262000435477, 13.720262000435477, 0.34529053912313534, 0.34529053912313534, -3.9588937951143084, -3.9588937951143084, 0.07754314397061617, 0.07754314397061617, 0.0, 1.0, 0.0, 67.0, 0.0, 4.0, 268.0, 2.0, 84.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3c4935f460803bc3bb1e3b92a118b373, 31.0, 1.0, 0.0, 1.0, 5.333333333333333, 12.5, 2.0, 4.0, 1.0, 0.027377813191483955, 0.027377813191483955, 0.05475562638296791, 0.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.3648149740647073, 13.709755668389958, 13.709755668389958, 0.3558304237769779, 0.3558304237769779, -3.9565216266962313, -3.9565216266962313, 0.037815683281882485, 0.037815683281882485, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.36375078665827565, 13.720262000435477, 13.720262000435477, 0.34529053912313534, 0.34529053912313534, -3.9588937951143084, -3.9588937951143084, 0.07754314397061617, 0.07754314397061617, 0.0, 1.0, 0.0, 17.523809523809526, 2.0, 21.0, 368.0, 2.0, 124.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3c4c47afcfb83eea9362d89d987bfb7d, 58.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 1.0, 1.0, 3.90625e-05, 0.0, 3.90625e-05, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 0.4912854030501089, 0.0, 918.0, 451.0, 1.0, 77.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3e73262ae3f83a5ab1a5cff01925fea7, 844.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 26.647058823529413, 37.0, 34.0, 906.0, 1.0, 1288.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 3f15fe1926aa3da69c44460b6cd9fe12, 15.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 25.333333333333332, 0.0, 3.0, 76.0, 1.0, 53.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 400a0cc7814e374b9dfcc8ce06458964, 874.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 19.423076923076923, 17.0, 52.0, 1010.0, 1.0, 1409.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 4063f38a699538ed889376263ef3e2e0, 877.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 0.0, 0.0, 14.41095890410959, 24.0, 73.0, 1052.0, 1.0, 1500.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 427b8736bb4e3743b99ef6aab310d7ab, 23.0, 1.0, 0.0, 1.0, 12.066666666666666, 10.5, 2.0, 2.0, 1.0, 0.05281743304304124, 0.052498555492020836, 0.10563486608608248, 1.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.19759532657499707, 13.70975566839484, 13.70975566839484, 0.3558304237769779, 0.3558304237769779, -3.9565216266963597, -3.9565216266963597, 0.03781568328188249, 0.03781568328188249, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.02076777847702958, 13.720262000435943, 13.720262000435943, 0.34529053912313534, 0.34529053912313534, -3.9588937951143386, -3.9588937951143386, 0.07754314397061617, 0.07754314397061617, 2768.0, 1.0, 0.0, 106.0, 0.0, 1.0, 106.0, 2.0, 47.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 4317a933838d390aa3f9a62da081186a, 22.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 57.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 434be0da23f93236a74b541f46cb3895, 21.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 101.0, 1.0, 107.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 439e2f1b44753e6b95f363e9ec6be803, 774.0, 1.0, 0.0, 1.0, ?, 12.0, 1.0, 0.0, 1.0, 3.90625e-05, 0.0, 3.90625e-05, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 0.325, 17.0, 80.0, 26.0, 1.0, 262.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 43db76b73b3a3c22a6b2b44bfbd3bf5b, 23.0, 1.0, 0.0, 1.0, 23.866666666666667, 10.5, 2.0, 2.0, 1.0, 0.05281743304304124, 0.052498555492020836, 0.10563486608608248, 1.0, 0.0, 612.0000000000001, 612.0000000000001, 2.470278716131422e-05, 2.470278716131422e-05, 24.73863375370597, 24.73863375370597, 0.0006111132042795068, 0.0006111132042795068, 0.19759532657499707, 13.70975566839484, 13.70975566839484, 0.3558304237769779, 0.3558304237769779, -3.9565216266963597, -3.9565216266963597, 0.03781568328188249, 0.03781568328188249, 1.0, 611.9999985462372, 611.9999985462372, 0.9998327564773327, 0.9998327564773327, -24.738633749722986, -24.738633749722986, 0.004137376254946244, 0.004137376254946244, 0.02076777847702958, 13.720262000435943, 13.720262000435943, 0.34529053912313534, 0.34529053912313534, -3.9588937951143386, -3.9588937951143386, 0.07754314397061617, 0.07754314397061617, 2768.0, 1.0, 0.0, 0.0, 0.0, 0.0, 75.0, 2.0, 51.0, 2.0, 2.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 452d6e320aaa3c50b5146c0e115b100f, 806.0, 1.0, 0.0, 1.0, ?, 7.0, 1.0, 1.0, 1.0, 0.011094674556213017, 0.0, 0.011094674556213017, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 194.0, 0.0, 0.0, 7.8, 15.0, 25.0, 195.0, 1.0, 1067.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
 45987c2a58783fe4bad154c41b5ddd4c, 22.0, 1.0, 0.0, 1.0, ?, 10.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0, 1.0, 0.0, 22.0, 0.0, 4.0, 88.0, 1.0, 14.0, 1.0, 1.0, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 0.0 
