No.,Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,default_profile,default_profile_image,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,Cluster
32,64,01bc67e39288381bac66ad9ecefd2191,2333,?,0,0,?,23,1,8,1,0,0,2.986938,689,2058,1,19360,cluster0
33,65,01be43231f4930aaba0d54a9d6820a55,1749,?,0,0,?,12,1,21,0,0,0,1,730,730,1,37044,cluster0
34,66,01c5d29d6ff73dcdb96ee0a10fc16a82,741,?,0,0,?,13,1,5,1,1,0,1.210145,276,334,1,3721,cluster0
35,67,01cabc11d06b334e83580684e681ff29,914,?,0,1,?,22,1,11,0,1,0,0.844444,90,76,1,10529,cluster0
36,69,01cb778f42a130899a9d8a1748f16ac9,3460,?,0,0,?,27,1,19,1,0,0,1.037284,751,779,1,66922,cluster0
37,71,01cfc993a90132c48f4b0b45feb5447b,818,?,0,1,?,7,1,1,1,0,0,13.55,20,271,1,1193,cluster0
38,73,01e09d7af3f83e2db9d7ce4d561a3e1e,902,?,0,1,?,21,1,9,1,0,0,3.01,200,602,1,8989,cluster0
39,76,01f0995beacd3a548565df953387b7cd,2693,?,0,1,?,23,1,25,1,0,0,3.578,1000,3578,1,67624,cluster0
40,78,0207020cf3f2368bb295be3eac152b3d,1879,?,0,0,?,11,1,13,0,0,0,1.013274,678,687,1,25807,cluster0
41,79,020fa6e5ebe43b9c845806a2ded83392,215,1,0,1,?,7,1,5,1,0,0,9.380952,42,394,1,1102,cluster0
42,80,02146158cf923cb186b5e3ff8d8ebc5c,1769,?,0,1,?,23,1,0,1,1,0,10.343284,67,693,1,738,cluster0
43,81,021a9dc7e98a38abb52230aef44724e7,533,?,0,2,?,13,1,122,0,0,0,0.006112,6545,40,1,65084,cluster0
44,82,0222468f8e8831de8145fc1b4e285bcf,2031,?,0,1,?,20,1,0,0,0,0,1.745283,106,185,1,393,cluster0
45,86,0238db7ce6f73d5185baaceb66eee256,2063,?,0,0,?,12,1,30,0,0,0,0.829427,1536,1274,1,61914,cluster0
46,87,0243c4589b513b94ad43ca9dd349faf8,1345,?,0,0,?,5,1,6,1,0,0,2.425926,216,524,1,8126,cluster0
47,89,024ae38973d23c86907c185f11e22628,2728,?,0,0,?,10,1,24,1,0,0,2.959963,1074,3179,1,67818,cluster0
48,91,025af28c7943334dba48e5ea14f00345,1166,?,0,0,?,15,1,0,0,1,0,0.916168,167,153,1,367,cluster0
49,93,02636590a16a3d49861b3a2a5593152e,1829,?,0,0,?,12,1,50,0,1,0,0.450918,1579,712,1,92031,cluster0
50,94,0266491133fc3204aaff2a9a1ef39188,692,?,0,1,?,23,1,20,1,1,0,6.496172,653,4242,1,14299,cluster0
51,95,026bd7c9a75d3eaf83df99c2d6ba49df,1231,?,0,0,?,27,1,1,1,0,0,0.886022,465,412,1,2205,cluster0
52,97,0278b402a7f63bb7a7186a548113801a,1185,?,0,0,?,7,1,6,1,0,0,3.086957,115,355,1,7233,cluster0
53,101,02828853ec873af690da685e872f4de0,1005,?,0,2,?,17,1,1,0,1,0,0.733193,476,349,1,1540,cluster0
54,102,0282e5567ee53fd1a6a8e0dd84adf80f,1562,?,0,0,?,10,1,6,1,0,0,10.154589,207,2102,1,10011,cluster0
55,104,0293c37afeab33fbb2ce11f2e9af72a2,78,?,0,0,?,21,1,14,1,1,0,1.506849,73,110,1,1126,cluster0
56,111,02c62d15163f308c88bb3eaecae62e6c,1529,?,0,1,?,9,1,79,0,1,0,0.093333,225,21,1,121579,cluster0
57,113,02cf0734982e34c592b2402453d257be,1831,?,0,0,?,21,1,23,3,0,0,1.400717,1395,1954,1,43402,cluster0
58,114,02e130f2395e3d3eace5b7b22e19bad9,1322,?,0,1,?,20,1,21,1,1,0,0.312676,355,111,1,28095,cluster0
59,116,02ee9b4f7b60361f91773bdede176546,1999,?,0,0,?,10,1,1,1,1,0,10,125,1250,1,2006,cluster0
60,117,02fb312e6f373237ad8dd2539f8e6c1a,972,?,0,0,?,10,1,6,1,1,0,7.615702,242,1843,1,5969,cluster0
61,119,030845f3c3aa364091d8a85bc0e14613,1261,?,0,0,?,17,1,1,0,1,0,0.538043,184,99,1,1581,cluster0
62,120,03099ba1efa73e97ac2af5ff35f5302d,1609,?,0,1,?,20,1,2,1,0,0,2.428571,189,459,1,4202,cluster0
63,122,03181e4a1a0f37a0bbdfeb719ef3c532,1699,?,0,1,?,11,1,0,1,1,0,2.029851,134,272,1,688,cluster0
64,123,031c0f43ae5c30abb878e0262cfcc7eb,1316,?,0,2,?,11,1,2,0,0,0,0.641634,759,487,1,2861,cluster0
65,124,0321df82b611369a9c12833937608dae,118,?,0,1,?,7,1,24,0,0,0,0.114713,401,46,1,2889,cluster0
66,127,0328fc9ba7bf3705ad0b09e16c797968,1092,?,0,0,?,4,1,77,1,0,0,0.532519,6550,3488,1,84751,cluster0
67,128,032a1b617ca33a1c9a229abf5f0a0a00,2060,?,0,0,?,10,1,5,0,0,0,0.752427,206,155,1,11802,cluster0
68,130,0339527c949534db8a5e11d1d3523feb,1516,?,0,0,?,10,1,5,1,0,0,8.018519,270,2165,1,8925,cluster0
69,134,035663bab85f313ab2b06e6ec619a734,2135,?,0,0,?,25,1,0,0,0,0,0.270677,266,72,1,1452,cluster0
70,135,0359f152f81538118447c3767f60ee77,1947,?,0,2,?,19,1,0,1,0,0,0.861042,403,347,1,1407,cluster0
71,136,035f7506da10319ba4efef1f6f945904,1988,?,0,0,?,7,1,51,0,0,0,0.96218,4019,3867,1,102118,cluster0
72,139,036a555a3ff93ebf9b52650bfd3b1a51,1054,?,0,0,?,10,1,5,1,1,0,4.84,175,847,1,5833,cluster0
73,141,0375c9a28d1f396e926bb0f9f7cc3881,1803,?,0,0,?,10,1,9,1,0,0,7.687356,435,3344,1,16899,cluster0
74,142,03777204cb913088a53bf8cf5d83f8be,1015,?,0,1,?,15,1,62,1,1,0,0.096895,2673,259,1,63658,cluster0
75,143,03799d68b927330199c1e7be40ac53a5,21,?,0,2,?,6,1,96,0,1,0,0,16,0,1,2029,cluster0
76,144,0384918210053921bc3ff32d0acccc87,2551,?,0,0,?,7,1,9,1,0,0,0.494382,534,264,1,24847,cluster0
77,147,03a33b2522d6353ca52cf714ae157f1b,1405,?,0,0,?,10,1,20,1,1,0,4.542056,642,2916,1,29169,cluster0
78,149,03adea1a0d033a4e9c19a83cea3c2207,1053,?,0,0,?,25,1,0,1,0,0,0.121124,1032,125,1,413,cluster0
79,150,03ae08d15f08338e83fb530a40d5b7fe,1248,?,0,0,?,9,1,39,0,0,0,0.283525,2349,666,1,49267,cluster0
80,156,03e1bc7009e032f9ba06424f2aa8e570,801,1,0,1,?,7,1,1,1,0,0,6.923077,26,180,1,1114,cluster0
81,157,03efe7da18ec3eb587916161e2907195,1855,?,0,0,?,19,1,38,0,0,0,0.851603,1341,1142,1,71346,cluster0
82,158,03f792efa13133db9303806d793b51bc,1130,?,0,0,?,10,1,22,1,1,0,2.061772,858,1769,1,25056,cluster0
83,160,03fa9782b7ff334fa77c6116a3b28ec3,1714,?,0,0,?,21,1,11,0,0,0,0.835294,595,497,1,19743,cluster0
84,162,0409aca9ba8e3719bfd1fdde849cbad2,37,?,0,0,?,0,1,94,0,1,0,0,66,0,1,3508,cluster0
85,163,040c792cc59135ff8c2858644a54d072,1810,?,0,0,?,10,1,1,1,1,0,4.357414,263,1146,1,2537,cluster0
86,164,040e306d2caa346d91db431ef5971141,2028,?,0,1,?,12,1,41,0,0,0,0.512642,2729,1399,1,84769,cluster0
87,166,0412764673d03f74b7a0678dd7494920,556,?,0,1,?,7,1,2,1,0,0,10.692308,26,278,1,1271,cluster0
88,167,042763a891aa3ec4bd613f5fe34df71c,1726,1,0,1,?,12,1,0,1,0,0,10.584906,53,561,1,116,cluster0
89,172,04478f76e0fa37a4bde91f3ec936b184,2678,?,0,0,?,22,1,2,1,0,0,0.598015,403,241,1,7181,cluster0
90,173,044d6e81c16b370a9240ef32a96db7cc,409,?,0,2,?,20,1,0,1,1,0,1.08,25,27,1,38,cluster0
91,174,044ee67e397936a28075d5bf30195e34,2157,?,0,1,?,16,1,1,2,0,0,1.361446,83,113,1,3627,cluster0
92,176,046477366bc3375a8f7710cc194d0a15,838,?,0,0,?,31,1,21,0,0,0,0.541494,482,261,1,18291,cluster0
93,177,04682a6065aa3202aba1f4fabeb6c08f,2692,?,0,0,?,10,1,0,1,1,0,2.903101,258,749,1,1336,cluster0
94,178,04717e78d28d33fab77c540f1fff243a,789,?,0,1,?,7,1,1,1,0,0,8.458333,24,203,1,1245,cluster0
95,180,0473a591316e3795a4942a2375d73d89,386,?,0,2,?,22,1,0,1,1,0,6.4,20,128,1,116,cluster0
96,181,047ed04a1f1d3fdfb5279808101b0993,1190,?,0,0,?,10,1,4,1,1,0,10.144068,118,1197,1,5890,cluster0
97,183,048068d7c87236c4980e3b7e44071228,25,?,0,0,?,7,1,0,1,1,1,0,5,0,1,5,cluster0
98,184,04917a1cdf8d357fa19963567a687891,806,?,0,1,?,15,1,0,0,1,0,17.5,2,35,1,245,cluster0
99,185,049e6489b7c8301e8ecd5c111c2582a2,112,?,0,0,?,28,1,134,0,1,0,0.007634,131,1,1,15073,cluster0
100,187,04b1fb4c651b33609c3c1b5cca7a6aa0,1897,?,0,0,?,22,1,0,0,0,0,5.555556,18,100,1,13,cluster0
101,188,04b61596c2fd3f09a2a36c4fd7814fee,470,?,0,1,?,13,1,12,1,0,0,6.7,160,1072,1,6069,cluster0
102,191,04cac7fef6c93bd799b953e6e57645af,1758,?,0,0,?,24,1,12,1,0,0,0.125693,541,68,1,22120,cluster0
103,192,04cada7bddfe3f9f8eafd24a08d71b85,2376,?,0,0,?,25,1,0,5,1,0,3.71875,160,595,1,1017,cluster0
104,193,04cc121544ea39329b2c6e1d2a3b53bf,1137,?,0,0,?,12,1,0,0,0,0,8.28,25,207,1,76,cluster0
105,194,04cc48852117398c93f6dfe0c933b0ef,102,?,0,1,?,8,1,17,0,1,0,1.05,20,21,1,1765,cluster0
